##1006250		
Dear	dear	jj
.	.	y
"	"	y
"	"	y
Neither	neither	dd1
can	can	vm
I	i	ppis1_mc1%
she	she	pphs1
sighed	sigh	vvd
as	as	csa_ii@
his	his	appge
hands	hand	nn2
slipped	slip	vvd_vvn@
beneath	beneath	ii
her	her	appge
blouse	blouse	nn1
.	.	y
Her	her	appge
head	head	nn1
fell	fall	vvd
back	back	rp
as	as	csa
she	she	pphs1
offered	offer	vvd
her	her	appge
throat	throat	nn1
to	to	ii
his	his	appge
lips	lip	nn2
.	.	y
Her	her	appge
breath	breath	nn1
caught	catch	vvn_vvd
and	and	cc
held	hold	vvn
when	when	rrq_cs
he	he	pphs1
fumbled	fumble	vvd
with	with	iw
the	the	at
front	front	jj_nn1
clasp	clasp	nn1@
of	of	io
her	her	appge
bra	bra	nn1
,	,	y
but	but	ccb
she	she	pphs1
released	release	vvd@
a	a	at1
soft	soft	jj
murmur	murmur	nn1
of	of	io
pleasure	pleasure	nn1
when	when	cs_rrq
his	his	appge
fingertips	fingertip	nn2
brushed	brush	vvd_vvn
her	her	appge_ppho1
bare	bare	jj
skin	skin	nn1
.	.	y
Her	her	appge
hands	hand	nn2
moved	move	vvd_vvn
over	over	rp_ii
his	his	appge
back	back	nn1
.	.	y
Her	her	appge
palms	palm	nn2
skimmed	skim	vvn_vvd
over	over	ii_rp
his	his	appge
belt	belt	nn1
,	,	y
settled	settle	vvn_vvd
on	on	ii_rp@
his	his	appge
butt	butt	nn1
,	,	y
and	and	cc
pulled	pull	vvn
him	him	ppho1
in	in	rp@
to	to	ii
her	her	ppho1
.	.	y
They	they	pphs2
kissed	kiss	vvd
once	once	rr21
more	more	rr22
,	,	y
a	a	at1
long	long	jj_rr
,	,	y
deep	deep	rr_jj
,	,	y
provocative	provocative	jj
kiss	kiss	nn1
.	.	y
Then	then	rt
he	he	pphs1
took	take	vvd
her	her	appge
hand	hand	nn1
again	again	rt
and	and	cc
pulled	pull	vvd
her	her	ppho1
along	along	rp
behind	behind	ii
him	him	ppho1
as	as	csa
be	be	vbi
felt	feel	vvn
his	his	appge
way	way	nn1
across	across	ii
the	the	at
living	living	jj_nn1
area	area	nn1
into	into	ii
the	the	at
bedroom	bedroom	nn1
.	.	y
They	they	pphs2
fell	fall	vvd
across	across	ii
the	the	at
bed	bed	nn1
,	,	y
twining	twine	vvg
around	around	rg
one	one	mc1
anotber	anotber	nn1
with	with	iw
the	the	at
,	,	y
blind	blind	jj_vv0@_nn1@
,	,	y
mindless	mindless	jj
craving	craving	nn1@
of	of	io
new	new	jj
lovers	lover	nn2
.	.	y
It	it	pph1
was	be	vbdz
a	a	at1
night	night	nnt1
that	that	cst_dd1
would	would	vm
haunt	haunt	vvi
him	him	ppho1
for	for	if
days	day	nnt2
.	.	y
When	when	cs_rrq
he	he	pphs1
woke	wake	vvd
the	the	at
next	next	md
morning	morning	nnt1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
her	her	appge
face	face	nn1
,	,	y
it	it	pph1
as	as	csa_ii@
coming	come	vvg
to	to	ii
life	life	nn1
under	under	ii
the	the	at
skilled	skilled	jj
fingers	finger	nn2
of	of	io
a	a	at1
police	police	nn2
sketch	sketch	vv0
artist	artist	nn1
....	....	...
(	(	y
800	800	mc
)	)	y
BOOKS	book	nn2
NOW	now	rt
To	to	to
order	order	vvi
The	the	at
Alibi	alibi	nn1
(	(	y
Warner	warner	np1
Books	book	nn2
,	,	y
$25.95	$25.95	nnu
)	)	y
at	at	ii
10	10	mc
percent	percent	nnu
off	off	ii
the	the	at
cover	cover	nn1
price	price	nn1
,	,	y
call	call	vv0_nn1
Books	book	nn2
Now	now	rt
at	at	ii
(	(	y
800	800	mc
)	)	y
962-6651	962-6651	mcmc
,	,	y
ext.	ext	nn1
1105	1105	mc
(	(	y
be	be	vbi
sure	sure	jj
to	to	to
mention	mention	vvi
Cosmo	cosmo	np1_nn1
)	)	y
or	or	cc
go	go	vv0
online	online	rr_jj
at	at	ii
http	http	x         
:	:	y
**28;79;TOOLONG	**28;79;toolong	fu
.	.	y
Whenever	whenever	rrqv
you	you	ppy
order	order	vv0@
books	book	nn2
seen	see	vvn
in	in	ii
Cosmo	cosmo	np1_nn1
from	from	ii
Books	book	nn2
Now	now	rt
,	,	y
we	we	ppis2
will	will	vm
donate	donate	vvi
15	15	mc
percent	percent	nnu
of	of	io
sales	sales	nn
to	to	ii
Literacy	literacy	nn1
Partners	partner	nn2
,	,	y
Inc.	inc	jj
,	,	y
an	a	at1
organization	organization	nn1
that	that	cst_dd1
helps	help	vvz
millions	million	m
of	of	io
nonreading	nonreading	vvg_jj@
women	woman	nn2
gain	gain	vv0
the	the	at
literacy	literacy	nn1
skills	skill	nn2
they	they	pphs2
need	need	vv0
to	to	to
help	help	vvi
themselves	themselves	ppx2
and	and	cc
their	their	appge
faries	faries	nn2
.	.	y
JOIN	join	vvi
THE	the	at
CLUB	club	nn1
Have	have	vh0
you	you	ppy
ever	ever	rr
had	have	vhn
ulterior	ulterior	jj
motives	motive	nn2
for	for	if
making	make	vvg
a	a	at1
move	move	nn1
on	on	ii
a	a	at1
man	man	nn1
?	?	y
Let	let	vv0
us	us	ppio2
know	know	vvi
:	:	y
Write	write	vv0
Cosmo	cosmo	nn1_np1
Book	book	nn1
Club	club	nn1
,	,	y
224	224	mc
West	west	nd1
57th	57th	md
St.	st	np1
,	,	y
New	new	np1
York	york	np1
,	,	y
NY	ny	np1
10019	10019	mc
or	or	cc
E-mail	e-mail	nn1_vv0@
cosmobooks@hearst.com.	cosmobooks@hearst.com	fo
##1006259		
From	from	ii
The	the	at
Killing	killing	nn1
Game	game	nn1
,	,	y
a	a	at1
steamy	steamy	jj
tale	tale	nn1
of	of	io
seduction	seduction	nn1
...	...	...
<p>	<p>	y
Eve	eve	np1
told	tell	vvd
Joe	joe	np1
that	that	cst
it	it	pph1
was	be	vbdz
a	a	at1
mistake	mistake	nn1
to	to	to
take	take	vvi
their	their	appge
friendship	friendship	nn1
to	to	ii
the	the	at
next	next	md
level	level	nn1_jj
,	,	y
but	but	ccb
he	he	pphs1
was	be	vbdz
standing	stand	vvg
in	in	ii
the	the	at
doorway	doorway	nn1
of	of	io
her	her	appge
bedroom	bedroom	nn1
and	and	cc
he	he	pphs1
would	would	vm
n't	n't	xx
take	take	vvi
no	no	uh_rr%_nn1%
for	for	if
an	a	at1
answer	answer	nn1
.	.	y
Yet	yet	rr
another	another	dd1
victim	victim	nn1
:	:	y
a	a	at1
woman	woman	nn1
named	name	vvn
Debby	debby	np1
Jordan	jordan	np1
.	.	y
Joe	joe	np1
was	be	vbdz
sitting	sit	vvg
several	several	da2
yards	yard	nn2
away	away	ii21
from	from	ii22
her	her	ppho1
gave	give	vvd
site	site	nn1
.	.	y
As	as	csa_ii@
Eve	eve	np1
approached	approach	vvd
,	,	y
she	she	pphs1
could	could	vm
feel	feel	vvi
his	his	appge
gaze	gaze	nn1
on	on	ii
her	her	ppho1
though	though	cs
she	she	pphs1
could	could	vm
n't	n't	xx
see	see	vvi
his	his	appge
expression	expression	nn1
in	in	ii
the	the	at
darkness	darkness	nn1
.	.	y
Eve	eve	np1
had	have	vhd
known	know	vvn
Joe	joe	np1
for	for	if
more	more	dar
than	than	csn
10	10	mc
years	year	nnt2
,	,	y
their	their	appge
friendship	friendship	nn1
deepening	deepen	vvg
after	after	ii
all	all	db
the	the	at
cases	case	nn2
they	they	pphs2
'd	have	vhd
worked	work	vvn
on	on	ii_rp@
together	together	rl
.	.	y
As	as	csa
one	one	mc1
of	of	io
Atlanta	atlanta	np1
's	's	ge
top	top	jj_nn1
forensic	forensic	jj
seulptors	seulptors	nn2
,	,	y
she	she	pphs1
was	be	vbdz
often	often	rr
paired	pair	vvn_vvd
with	with	iw
Joe	joe	np1
Quinn	quinn	np1
.	.	y
But	but	ccb
what	what	ddq
had	have	vhd
really	really	rr
solidified	solidify	vvn
their	their	appge
friendship	friendship	nn1
was	be	vbdz
the	the	at
kidnapping	kidnapping	nn1
and	and	cc
murder	murder	nn1
of	of	io
her	her	appge
daughter	daughter	nn1
,	,	y
Bonnie	bonnie	np1
,	,	y
eight	eight	mc
years	year	nnt2
earlier	early	rrr
.	.	y
In	in	ii
her	her	appge
mind	mind	nn1
,	,	y
there	there	ex
was	be	vbdz
no	no	at
question	question	nn1
that	that	cst
she	she	pphs1
would't	would't	vv0_nn1
have	have	vh0
survived	survive	vvn
that	that	dd1_cst
tragedy	tragedy	nn1
without	without	iw
Joe	joe	np1
's	's	ge
shoulder	shoulder	nn1
to	to	to
cry	cry	vvi
on	on	rp@
.	.	y
But	but	ccb
lately	lately	rr
he	he	pphs1
'd	have	vhd
made	make	vvn
it	it	pph1
clear	clear	jj
that	that	cst
his	his	appge
feelings	feeling	nn2
were	be	vbdr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
"	"	y
Joe	joe	np1
patted	pat	vvd
the	the	at
ground	ground	nn1
beside	beside	ii
him	him	ppho1
.	.	y
"	"	y
Sit	sit	vv0
down	down	rp
.	.	y
"	"	y
I	i	ppis1
did	do	vdd
n't	n't	xx
expect	expect	vvi
to	to	to
come	come	vvi
here	here	rl
.	.	y
"	"	y
She	she	pphs1
sat	sit	vvd
down	down	rp
and	and	cc
linked	link	vvd@_vvn
her	her	appge
arms	arm	nn2
around	around	ii
her	her	appge
knees	knee	nn2
,	,	y
then	then	rt
gazed	gaze	vvd_vvn@
across	across	ii
the	the	at
field	field	nn1
at	at	ii
the	the	at
red	red	jj_nn1
flag	flag	nn1
marking	mark	vvg
the	the	at
grave	grave	nn1_jj
.	.	y
"	"	y
She	she	pphs1
had	have	vhd
two	two	mc
children	child	nn2
?	?	y
"	"	y
he	he	pphs1
asked	ask	vvd
.	.	y
"	"	y
Two	two	mc
little	little	jj
boys	boy	nn2
.	.	y
According	according	ii21
to	to	ii22
the	the	at
newspaper	newspaper	nn1
,	,	y
she	she	pphs1
had	have	vhd
everything	everything	pn1
.	.	y
A	a	at1_zz1
good	good	jj
inarriage	inarriage	nn1
,	,	y
family	family	nn1
,	,	y
friends	friend	nn2
.	.	y
"	"	y
She	she	pphs1
shook	shake	vvd
her	her	appge
head	head	nn1
.	.	y
"	"	y
A	a	at1
madman	madman	nn1
chooses	choose	vvz
you	you	ppy
at	at	ii
randorn	randorn	nn1
and	and	cc
takes	take	vvz
away	away	rl
everything	everything	pn1
.	.	y
It	it	pph1
's	be	vbz
not	not	xx
fair	fair	jj_rr@
.	.	y
"	"	y
"	"	y
That	that	dd1
's	be	vbz
why	why	rrq
we	we	ppis2
all	all	db
have	have	vh0
to	to	to
live	live	vvi
every	every	at1
moment	moment	nn1
as	as	cs21
if	if	cs22
it	it	pph1
were	be	vbdr
our	our	appge
last	last	md
and	and	cc
not	not	xx
close	close	vv0
ourselves	ourselves	ppx2
off	off	rp
.	.	y
"	"	y
He	he	pphs1
was	be	vbdz
no	no	rr21
longer	long	rr22
talking	talk	vvg
,	,	y
about	about	ii
Debby	debby	np1
Jordan	jordan	np1
.	.	y
"	"	y
I	i	ppis1
do	do	vd0
n't	n't	xx
close	close	vvi
myself	myself	ppx1
off	off	rp
,	,	y
"	"	y
Eve	eve	np1
said	say	vvd
.	.	y
"	"	y
I	i	ppis1
just	just	rr
choose	choose	vv0
what	what	ddq
I	i	ppis1
want	want	vv0
in	in	ii_rp@
my	my	appge
life	life	nn1
.	.	y
"	"	y
"	"	y
Then	then	rt
you	you	ppy
should	should	vm
widen	widen	vvi
your	your	appge
selection	selection	nn1
.	.	y
It	it	pph1
's	be	vbz
pretty	pretty	rg
damn	damn	jj_rg@
miserly	miserly	jj
.	.	y
"	"	y
"	"	y
I	i	ppis1
'm	be	vbm
content	content	jj
with	with	iw
the	the	at
way	way	nn1
things	thing	nn2
are	be	vbr
.	.	y
I	i	ppis1
do	do	vd0
n't	n't	xx
want-	want-	jj
"	"	y
"	"	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
su@ject	su@ject	fo
she	she	pphs1
had	have	vhd
n't	n't	xx
wanted	want	vvn
to	to	to
bring	bring	vvi
out	out	rp
bi	bi	nn2
the	the	at
open	open	jj
.	.	y
God	god	np1
knows	know	vvz
,	,	y
she	she	pphs1
tried	try	vvd
to	to	to
push	push	vvi
it	it	pph1
away	away	rl
a	a	at1
hundred	hundred	m
times	time	nnt2
with	with	iw
him	him	ppho1
.	.	y
"	"	y
I	i	ppis1
think	think	vv0
you	you	ppy
do	do	vd0
want	want	vvi
it	it	pph1
,	,	y
"	"	y
He	he	pphs1
was	be	vbdz
n't	n't	xx
looking	look	vvg
-it	it	pph1
her	her	ppho1
.	.	y
"	"	y
You	you	ppy
've	have	vh0
had	have	vhn
a	a	at1
few	few	da2
sexual	sexual	jj
relationships	relationship	nn2
since	since	cs_ii@
Bonnie	bonnie	np1
died	die	vvd
.	.	y
Nothing	nothing	pn1
serious	serious	jj
.	.	y
That	that	dd1
would	would	vm
have	have	vhi
interfered	interfere	vvn
with	with	iw
yourwork	yourwork	nn1
.	.	y
"	"	y
Joe	joe	np1
had	have	vhd
never	never	rr
spoken	speak	vvn
to	to	ii
her	her	ppho1
before	before	rt
about	about	ii
those	those	dd2
fleeting	fleeting	jj_vvg
relationships	relationship	nn2
.	.	y
She	she	pphs1
had	have	vhd
n't	n't	xx
even	even	rr
known	know	vvn
he	he	pphs1
was	be	vbdz
aware	aware	jj
of	of	io
them	them	ppho2
.	.	y
"	"	y
It	it	pph1
would	would	vm
interfere	interfere	vvi
,	,	y
"	"	y
she	she	pphs1
said	say	vvd
.	.	y
"	"	y
Then	then	rt
you	you	ppy
'll	will	vm
have	have	vhi
to	to	to
learn	learn	vvi
to	to	to
deal	deal	vvi
with	with	iw
it	it	pph1
,	,	y
because	because	cs
I	i	ppis1
'm	be	vbm
here	here	rl
and	and	cc
I	i	ppis1
'm	be	vbm
serious	serious	jj
as	as	csa_ii@
hell	hell	nn1
.	.	y
I	i	ppis1
've	have	vh0
watched	watch	vvn
and	and	cc
I	i	ppis1
've	have	vh0
waited	wait	vvn
.	.	y
Everything	everything	pn1
I	i	ppis1
've	have	vh0
done	do	vdn
since	since	cs
I	i	ppis1
met	meet	vvd
you	you	ppy
has	have	vhz
been	be	vbn
centered	center	vvn@
on	on	ii
you	you	ppy
.	.	y
I	i	ppis1
do	do	vd0
n't	n't	xx
know	know	vvi
why	why	rrq
.	.	y
I	i	ppis1
never	never	rr
wanted	want	vvd
it	it	pph1
.	.	y
"	"	y
"	"	y
You	you	ppy
're	be	vbr
my	my	appge
friend	friend	nn1
,	,	y
Joe	joe	np1
.	.	y
"	"	y
"	"	y
Forever	forever	rt
.	.	y
But	but	ccb
I	i	ppis1
can	can	vm
be	be	vbi
more	more	rrr_dar
.	.	y
I	i	ppis1
can	can	vm
Please	please	rr
your	your	appge
body	body	nn1
.	.	y
"	"	y
He	he	pphs1
paused	pause	vvd
.	.	y
"	"	y
And	and	cc
I	i	ppis1
can	can	vm
give	give	vvi
you	you	ppy
a	a	at1
child	child	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
to	to	to
even	even	rr
think	think	vvi
of	of	io
it	it	pph1
,	,	y
but	but	ccb
it	it	pph1
would	would	vm
be	be	vbi
the	the	at
one	one	mc1
act	act	nn1_vv0
that	that	cst_dd1
might	might	vm
heal	heal	vvi
you	you	ppy
.	.	y
"	"	y
"	"	y
Joe	joe	np1
,	,	y
it	it	pph1
would	would	vm
n't	n't	xx
work	work	vvi
.	.	y
"	"	y
It	it	pph1
will	will	vm
work	work	vvi
.	.	y
I	i	ppis1
'll	will	vm
make	make	vvi
it	it	pph1
work	work	vvi
.	.	y
"	"	y
He	he	pphs1
smiled	smile	vvd
.	.	y
"	"	y
My	my	appge
first	first	md
goal	goal	nn1
is	be	vbz
to	to	to
get	get	vvi
you	you	ppy
to	to	to
think	think	vvi
of	of	io
me	me	ppio1
as	as	ii
a	a	at1
sex	sex	nn1
object	object	nn1_vv0
instead	instead	rr
ofrs	ofrs	vvz_nn2
abrother	abrother	nn1_vv0
.	.	y
Shall	shall	vm
I	i	ppis1
tell	tell	vvi
you	you	ppy
how	how	rgq@
good	good	jj_rr%
I	i	ppis1
am	be	vbm
in	in	ii
bed	bed	nn1
?	?	y
He	he	pphs1
was	be	vbdz
joking	joke	vvg
.	.	y
Or	or	cc
was	be	vbdz
fie	fie	nn1
?	?	y
"	"	y
No	no	xx
,	,	y
I	i	ppis1
'd	have	vm
rather	rather	rr
show	show	vvi
you	you	ppy
.	.	y
"	"	y
His	his	appge
smile	smile	nn1
faded	fade	vvd_vvn
.	.	y
"	"	y
And	and	cc
I	i	ppis1
know	know	vv0
this	this	dd1
is	be	vbz
n't	n't	xx
the	the	at
time	time	nnt1
or	or	cc
place	place	nn1_vv0
.	.	y
Thoughit	thoughit	nn1_np1@
seems	seem	vvz
as	as	cs21
though	though	cs22
we	we	ppis2
've	have	vh0
spent	spend	vvn
most	most	dat
of	of	io
our	our	appge
years	year	nnt2
together	together	rl
balanced	balance	vvn
on	on	ii
the	the	at
edge	edge	nn1
of	of	io
a	a	at1
greave	greave	nn1
.	.	y
"	"	y
He	he	pphs1
reached	reach	vvd
over	over	rp
and	and	cc
touched	touch	vvd
her	her	appge
cheek	cheek	nn1
.	.	y
"	"	y
You	you	ppy
should	should	vm
thing	thing	nn1
about	about	ii
the	the	at
fact	fact	nn1
that	that	cst
a	a	at1
good	good	jj
protion	protion	nn1
of	of	io
the	the	at
time	time	nnt1
when	when	rrq
I	i	ppis1
'm	be	vbm
looking	look	vvg
at	at	ii
you	you	ppy
I	i	ppis1
'm	be	vbm
not	not	xx
seeing	see	vvg
m	m	zz1_nnu@_mc@
;	;	y
y	y	zz1
friend	friend	nn1
.	.	y
I	i	ppis1
'm	be	vbm
seeing	see	vvg
you	you	ppy
in	in	ii
bed	bed	nn1
or	or	cc
on	on	ii31
top	top	ii32
of	of	ii33
me	me	ppio1
or	or	cc
putting	put	vvg
you	you	ppy
hands	hand	nn2
on	on	ii
--	--	x
"	"	y
He	he	pphs1
threw	throw	vvd
back	back	rp
his	his	appge
head	head	nn1
and	and	cc
laughed	laugh	vvd
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Photograph	photograph	nn1_vv0@
Passion	passion	nn1
play	play	nn1
:	:	y
He	he	pphs1
showed	show	vvd
her	her	ppho1
what	what	ddq
she	she	pphs1
'd	have	vhd
been	be	vbn
missing	miss	vvg_jj
.	.	y
<p>	<p>	y
"	"	y
Damn	damn	vv0_uh
you	you	ppy
Joe	joe	np1
.	.	y
"	"	y
She	she	pphs1
felt	feel	vvd
as	as	cs21
if	if	cs22
her	her	appge
face	face	nn1
were	be	vbdr
on	on	ii
fire	fire	nn1
.	.	y
"	"	y
I	i	ppis1
ca	can	vm
n't	n't	xx
think	think	vvi
about	about	ii
that	that	dd1
.	.	y
But	but	ccb
she	she	pphs1
would	would	vm
.	.	y
She	she	pphs1
would	would	vm
n't	n't	xx
be	be	vbi
able	able	jk
to	to	to
stop	stop	vvi
herself	herself	ppx1
from	from	ii
remembering	remember	vvg
his	his	appge
words	word	nn2
.	.	y
"	"	y
Stop	stop	vv0
fretting	fretting	jj_vvg
,	,	y
"	"	y
Joe	joe	np1
murmured	murmur	vvd
.	.	y
"	"	y
Our	our	appge
friendship	friendship	nn1
will	will	vm
always	always	rr
stay	stay	vvi
the	the	at
same	same	da
.	.	y
I	i	ppis1
'm	be	vbm
not	not	xx
trying	try	vvg
to	to	to
take	take	vvi
anything	anything	pn1
away	away	ii21_rl
from	from	ii22_ii
you	you	ppy
.	.	y
I	i	ppis1
'm	be	vbm
just	just	rr
trying	try	vvg
to	to	to
gibe	gibe	nn1
us	us	ppio2
both	both	rr
more	more	rrr_dar
.	.	y
"	"	y
"	"	y
You	you	ppy
must	must	vm
think	think	vvi
I	i	ppis1
'm	be	vbm
a	a	at1
selfish	selfish	jj
bitch	bitch	nn1
,	,	y
"	"	y
she	she	pphs1
said	say	vvd
.	.	y
"	"	y
You	you	ppy
've	have	vh0
aready	aready	nn1_jj
given	give	vvn
me	me	ppio1
so	so	rg
much	much	da1_rr
.	.	y
Yot	yot	np1@_nn1
saved	save	vvd
my	my	appge
sanity	sanity	nn1
.	.	y
I	i	ppis1
'd	have	vm
give	give	vvi
you	you	ppy
anything	anything	pn1
you	you	ppy
wanted	want	vvd_vvn
if	if	cs_csw@
I	i	ppis1
was	be	vbdz
n't	n't	xx
afraid	afraid	jj
I	i	ppis1
'd	have	vm
endup	endup	vvi
hurting	hurt	vvg
you	you	ppy
.	.	y
Sex	sex	nn1
is	be	vbz
nothing	nothing	pn1
.	.	y
You	you	ppy
'd	have	vm
ask	ask	vvi
for	for	if
more	more	dar_rrr
and	and	cc
I	i	ppis1
do	do	vd0
n't	n't	xx
know	know	vvi
if	if	cs_csw@
I	i	ppis1
could	could	vm
give	give	vvi
it	it	pph1
.	.	y
The	the	at
boy	boy	nn1
who	who	pnqs
got	get	vvd
me	me	ppio1
pregnant	pregnant	jj
with	with	iw
Bonnie	bonnie	np1
left	leave	vvd
as	as	cs31
soon	soon	cs32
as	as	cs33
I	i	ppis1
told	tell	vvd
him	him	ppho1
I	i	ppis1
would	would	vm
n't	n't	xx
get	get	vvi
an	a	at1
abortion	abortion	nn1
.	.	y
That	that	dd1
was	be	vbdz
n't	n't	xx
exactly-	exactly-	jj
great	great	jj
training	training	nn1
.	.	y
I	i	ppis1
do	do	vd0
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
"	"	y
"	"	y
You	you	ppy
can	can	vm
handle	handle	vvi
anything	anything	pn1
.	.	y
"	"	y
Yeah	yeah	uh
?	?	y
I	i	ppis1
have	have	vh0
n't	n't	xx
handled	handle	vvn
any	any	dd
sexual	sexual	jj
relationship	relationship	nn1
since	since	cs_rr@
with	with	iw
great	great	jj
skill	skill	nn1
.	.	y
"	"	y
That	that	dd1
's	be	vbz
because	because	cs
it	it	pph1
was	be	vbdz
n't	n't	xx
xxth	xxth	nnu
me	me	ppio1
.	.	y
"	"	y
She	she	pphs1
laughed	laugh	vvd
.	.	y
"	"	y
You	you	ppy
arrogant	arrogant	jj
bastard	bastard	nn1
.	.	y
"	"	y
"	"	y
Nothing	nothing	pn1
but	but	ii_ccb
the	the	at
truth	truth	nn1
.	.	y
"	"	y
fie	fie	nn1
pressed	press	vvd_vvn
her	her	appge
head	head	nn1
into	into	ii
the	the	at
curve	curve	nn1
of	of	io
his	his	appge
shouldcr	shouldcr	nn1
.	.	y
"	"	y
Come	come	vv0
on	on	rp
,	,	y
let	let	vv0
me	me	ppio1
take	take	vvi
you	you	ppy
home	home	rl
so	so	cs@_rr
you	you	ppy
can	can	vm
get	get	vvi
some	some	dd
sleep	sleep	nn1
.	.	y
"	"	y
Once	once	rr
back	back	rp
at	at	ii
her	her	appge
place	place	nn1
,	,	y
she	she	pphs1
asked	ask	vvd
:	:	y
"	"	y
Joe	joe	np1
...	...	...
Would	would	vm
yon	yon	rr@
mind	mind	vvi
staying	stay	vvg_nn1@_jj@
oversleeping	oversleep	vvg_nn1@
on	on	ii
the	the	at
fold-out	fold-out	nn1_jj@
couch	couch	nn1
?	?	y
This	this	dd1
serial	serial	jj_nn1
killer	killer	nn1
has	have	vhz
me	me	ppio1
all	all	db_rr@
freaked	freak	vvn
out	out	rp
.	.	y
You	you	ppy
know	know	vv0
,	,	y
I	i	ppis1
ca	can	vm
n't	n't	xx
stop	stop	vvi
thinking	thinking	nn1
of	of	io
Bonnie	bonnie	np1
.	.	y
He	he	pphs1
's	be	vhz
made	make	vvn
it	it	pph1
all	all	db_rr@
come	come	vv0
back	back	rp
,	,	y
and	and	cc
I	i	ppis1
feel	feel	vv0
powerless	powerless	jj
all	all	rr
over	over	ii_rp@
again	again	rt
....	....	...
"	"	y
She	she	pphs1
could	could	vm
n't	n't	xx
help	help	vvi
it	it	pph1
,	,	y
hut	hut	nn1
she	she	pphs1
felt	feel	vvd
tears	tear	nn2
burning	burn	vvg
at	at	ii
the	the	at
corners	corner	nn2
of	of	io
her	her	appge
eyes	eye	nn2
.	.	y
"	"	y
Shhh	shhh	np1
,	,	y
"	"	y
Joe	joe	np1
mured	mured	vvd
,	,	y
stroking	stroke	vvg
her	her	appge
hair	hair	nn1
.	.	y
"	"	y
Of	of	rr21
course	course	rr22
I	i	ppis1
'll	will	vm
stay	stay	vvi
.	.	y
"	"	y
Eve	eve	np1
bronglit	bronglit	jj
out	out	rp_ii%
some	some	dd
blankets	blanket	nn2
and	and	cc
pillows	pillow	nn2
,	,	y
putting	put	vvg
on	on	rp
a	a	at1
big	big	jj
show	show	nn1
of	of	io
making	make	vvg
up	up	rp_ii@
the	the	at
bed	bed	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
bed	bed	nn1
.	.	y
She	she	pphs1
reached	reach	vvd
over	over	rp
and	and	cc
turned	turn	vvd_vvn
out	out	rp
the	the	at
light	light	nn1_jj
.	.	y
"	"	y
You	you	ppy
should	should	vm
n't	n't	xx
have	have	vhi
clone	clone	nn1
that	that	dd1
.	.	y
I	i	ppis1
wanted	want	vvd
to	to	to
see	see	vvi
you	you	ppy
.	.	y
"	"	y
Joe	joe	np1
was	be	vbdz
standing	stand	vvg
in	in	ii
the	the	at
doorway	doorway	nn1
,	,	y
a	a	at1
dark	dark	jj_nn1
figure	figure	nn1
silhouetted	silhouette	vvd_vvn@
by	by	ii
the	the	at
light	light	nn1_jj
in	in	ii
the	the	at
hall	hall	nn1
.	.	y
An	a	at1
unmistakably	unmistakably	rr
naked	naked	jj
figure	figure	nn1
.	.	y
"	"	y
Joe	joe	np1
,	,	y
I	i	ppis1
do	do	vd0
n't	n't	xx
want	want	vvi
to	to	to
hurt	hurt	vvi
your	your	appge
ego	ego	nn1
,	,	y
"	"	y
she	she	pphs1
said	say	vvd
.	.	y
I	i	ppis1
do	do	vd0
n't	n't	xx
want	want	vvi
to	to	to
hurt	hurt	vvi
you	you	ppy
at	at	rr21
all	all	rr22
.	.	y
That	that	dd1
's	be	vbz
why	why	rrq
this	this	dd1
ca	can	vm
n't	n't	xx
happen	happen	vvi
.	.	y
"	"	y
"	"	y
You	you	ppy
want	want	vv0
it	it	pph1
to	to	to
happen	happen	vvi
.	.	y
"	"	y
Eve	eve	np1
hesitated	hesitate	vvd
.	.	y
"	"	y
Of	of	rr21
course	course	rr22
it	it	pph1
's	be	vbz
crossed	cross	vvn
my	my	appge
mind	mind	nn1
.	.	y
You	you	ppy
made	make	vvd
sure	sure	jj
of	of	io
that	that	dd1
.	.	y
"	"	y
"	"	y
And	and	cc
I	i	ppis1
mean	mean	vv0
to	to	to
make	make	vvi
the	the	at
most	most	dat
of	of	io
it	it	pph1
.	.	y
"	"	y
He	he	pphs1
lifted	lift	vvd
the	the	at
blanket	blanket	nn1
.	.	y
"	"	y
Scoot	scoot	vv0
over	over	rp
.	.	y
I	i	ppis1
'm	be	vbm
coming	come	vvg
in	in	rp@
.	.	y
"	"	y
His	his	appge
naked	naked	jj
thigh	thigh	nn1
touched	touch	vvd_vvn
hers	hers	ppge
.	.	y
She	she	pphs1
moved	move	vvd
over	over	rp
.	.	y
"	"	y
It	it	pph1
's	be	vbz
a	a	at1
mistake	mistake	nn1
,	,	y
Joe	joe	np1
.	.	y
"	"	y
His	his	appge
hand	hand	nn1
covered	cover	vvd_vvn
her	her	appge
breast	breast	nn1
.	.	y
"	"	y
Never	never	rr
