##221672		
OFF	off	ii
...	...	...
@!Dr-STYLIANOS		zzq
:	:	y
There	there	ex
's	be	vbz
no	no	at
way	way	nn1
to	to	to
join	join	vvi
this	this	dd1
.	.	y
I	i	ppis1
do	do	vd0
n't	n't	xx
know	know	vvi
the	the	at
answer	answer	nn1
yet	yet	rr
.	.	y
@!GOMEZ		zzq
:	:	y
@(Voiceover)		zzc
...	...	...
Lucy	lucy	np1
is	be	vbz
ready	ready	jj
to	to	to
leave	leave	vvi
the	the	at
OR	or	cc
.	.	y
@!Dr-STYLIANOS		zzq
:	:	y
Disconnect	disconnect	vv0
it	it	pph1
.	.	y
Unidentified	unidentified	jj
Woman	woman	nn1
5	5	mc
:	:	y
Disconnect	disconnect	vv0
.	.	y
@!Dr-STYLIANOS		zzq
:	:	y
Ready	ready	jj_rr@
?	?	y
@!Dr-ALTMAN		zzq
:	:	y
OK	ok	rr
.	.	y
Woman	woman	nn1
5	5	mc
:	:	y
There	there	rl
we	we	ppis2
go	go	vv0
.	.	y
@!Dr-STYLIANOS		zzq
:	:	y
Things	thing	nn2
look	look	vv0
very	very	rg_jj@
,	,	y
very	very	rg
good	good	jj
for	for	if
Lucy	lucy	np1
right	right	rr_nn1
now	now	rt
.	.	y
@(Footage-of-Lucy-on)		zzc
@!MORIARTY		zzq
:	:	y
@(Voiceover)		zzc
Six	six	mc
and	and	cc
a	a	at1
half	half	db
hours	hour	nnt2
after	after	ii_cs
surgery	surgery	nn1
began	begin	vvd
,	,	y
Lucy	lucy	np1
has	have	vhz
made	make	vvn
it	it	pph1
to	to	ii
the	the	at
intensive	intensive	jj
care	care	nn1
unit	unit	nn1
.	.	y
@!Ms-CASTILLO		zzq
:	:	y
Lucy	lucy	np1
.	.	y
@(Footage-of-surgery)		zzc
@!Dr-STYLIANOS		zzq
:	:	y
Has	have	vhz
the	the	at
trachea	trachea	nn1
been	be	vbn
transferred	transfer	vvn
?	?	y
@(Footage-of-operati)		zzc
@!GOMEZ		zzq
:	:	y
@(Voiceover)		zzc
But	but	ccb
down	down	rp
in	in	ii
the	the	at
operating	operating	nn1
room	room	nn1
...	...	...
@!Dr-STYLIANOS		zzq
:	:	y
Do	do	vd0
you	you	ppy
have	have	vhi
a	a	at1
heartbeat	heartbeat	nn1
?	?	y
@!GOMEZ		zzq
:	:	y
@(Voiceover)		zzc
...	...	...
Millie	millie	nn1_np1@
suddenly	suddenly	rr
stops	stop	vvz
breathing	breathing	nn1_vvg
.	.	y
What	what	ddq
happened	happen	vvd
?	?	y
@!Dr-ALTMAN		zzq
:	:	y
I	i	ppis1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
ventilate	ventilate	vvi
.	.	y
We	we	ppis2
'll	will	vm
have	have	vhi
to	to	to
just	just	rr
go	go	vvi
see	see	vv0
.	.	y
@!Dr-STYLIANOS		zzq
:	:	y
Ventilate	ventilate	vv0
,	,	y
ventilate	ventilate	vv0
.	.	y
You	you	ppy
ventilating	ventilating	nn1_vvg@
,	,	y
now	now	rt
?	?	y
Unidentified	unidentified	jj
Man	man	nn1
6	6	mc
:	:	y
No.	no	zz
@!Dr-ALTMAN		zzq
:	:	y
And	and	cc
your	your	appge
tube	tube	nn1
's	be	vbz
not	not	xx
plugged	plug	vvn
?	?	y
@!Dr-STYLIANOS		zzq
:	:	y
Let	let	vv0
me	me	ppio1
have	have	vhi
a	a	at1
scissor	scissors	nn1%_vv0
.	.	y
@!Dr-ALTMAN		zzq
:	:	y
I	i	ppis1
just	just	rr
want	want	vv0
to	to	to
be	be	vbi
sure	sure	jj
that	that	cst
those	those	dd2
lungs	lung	nn2
are	be	vbr
moving	move	vvg
.	.	y
@!GOMEZ		zzq
:	:	y
@(Voiceover)		zzc
Fifteen	fifteen	mc
minutes	minute	nnt2
later	later	jjr
...	...	...
Unidentified	unidentified	jj
Woman	woman	nn1
6	6	mc
:	:	y
Ah	ah	uh
,	,	y
here	here	rl
we	we	ppis2
go	go	vv0
.	.	y
@!Dr-ALTMAN		zzq
:	:	y
Come	come	vv0
back	back	rp
here	here	rl
--		zz
and	and	cc
95.	95	mc
@!Dr-STYLIANOS		zzq
:	:	y
OK	ok	rr
.	.	y
Good	good	jj
.	.	y
@!GOMEZ		zzq
:	:	y
@(Voiceover)		zzc
...	...	...
Millie	millie	nn1_np1@
is	be	vbz
stabilized.	stabilized	nnu
@!Dr-ALTMAN		zzq
:	:	y
Whew	whew	vv0_np1
!	!	y
Disconnect	disconnect	vv0
.	.	y
Unidentified	unidentified	jj
Man	man	nn1
7	7	mc
:	:	y
Disconnect	disconnect	vv0
.	.	y
@!GOMEZ		zzq
:	:	y
Everything	everything	pn1
was	be	vbdz
going	go	vvg
pretty	pretty	rg
well	well	rr
.	.	y
What	what	ddq
happened	happen	vvd
?	?	y
@!Dr-STYLIANOS		zzq
:	:	y
Whatever	whatever	ddqv
it	it	pph1
was	be	vbdz
,	,	y
it	it	pph1
was	be	vbdz
pretty	pretty	rg
unexpected	unexpected	jj
and	and	cc
you	you	ppy
never	never	rr
can	can	vm
rest	rest	vvi
--		nn1
be	be	vbi
too	too	rg
happy	happy	jj
about	about	ii
things	thing	nn2
like	like	ii
this	this	dd1
,	,	y
because	because	cs
all	all	db_rr@
along	along	ii_rp
the	the	at
way	way	nn1
something	something	pn1
can	can	vm
happen	happen	vvi
.	.	y
@(Footage-of-Millie-)		zzc
@!MORIARTY		zzq
:	:	y
@(Voiceover)		zzc
At	at	ii
8:30	8:30	mc
that	that	dd1
night	night	nnt1
,	,	y
Millie	millie	np1
finally	finally	rr
joins	join	vvz
her	her	appge
sister	sister	nn1
Lucy	lucy	np1
in	in	ii
the	the	at
intensive	intensive	jj
care	care	nn1
unit	unit	nn1
,	,	y
sleeping	sleep	vvg
for	for	if
the	the	at
first	first	md
time	time	nnt1
in	in	ii
separate	separate	jj
beds.	beds	nnu
@!Ms-DEBBIE-SCATURRO		zzq
:	:	y
Shawn	shawn	np1_vv0_nn1
,	,	y
my	my	appge
son	son	nn1
,	,	y
is	be	vbz
our	our	appge
guardian	guardian	nn1
angel	angel	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
and	and	cc
I	i	ppis1
felt	feel	vvd
his	his	appge
presence	presence	nn1
and	and	cc
--		nn1_jj
I	i	ppis1
love	love	vv0
you	you	ppy
,	,	y
son	son	nn1
.	.	y
Woman	woman	nn1
3	3	mc
:	:	y
(	(	y
Foreign	foreign	jj
language	language	nn1
spoken	speak	vvn
)		np1
It	it	pph1
's	be	vbz
OK.	ok	jj
@!Ms-CASTILLO		zzq
:	:	y
(	(	y
Foreign	foreign	jj
language	language	nn1
spoken	speak	vvn
)		np1
@!Dr-STYLIANOS		zzq
:	:	y
As	as	csa
we	we	ppis2
told	tell	vvd
her	her	ppho1
,	,	y
we	we	ppis2
needed	need	vvd
to	to	to
have	have	vhi
a	a	at1
little	little	jj
luck	luck	nn1
today	today	rt
.	.	y
I	i	ppis1
think	think	vv0
we	we	ppis2
did	do	vdd
.	.	y
And	and	cc
we	we	ppis2
needed	need	vvd
to	to	to
have	have	vhi
two	two	mc
very	very	rg
strong	strong	jj
little	little	jj
girls	girl	nn2
,	,	y
and	and	cc
we	we	ppis2
had	have	vhd
that	that	dd1
.	.	y
So	so	rr
they	they	pphs2
just	just	rr
wanted	want	vvd
to	to	to
do	do	vdi
well	well	rr
.	.	y
@!Dr-ALTMAN		zzq
:	:	y
Good	good	jj
night	night	nnt1
.	.	y
Bye	bye	uh
.	.	y
Woman	woman	nn1
3	3	mc
:	:	y
Thank	thank	vv0
you	you	ppy
.	.	y
@!Ms-CASTILLO		zzq
:	:	y
Thank	thank	vv0
you	you	ppy
.	.	y
@!Dr-ALTMAN		zzq
:	:	y
Bye	bye	uh
.	.	y
Bye	bye	uh
.	.	y
@!MORIARTY		zzq
:	:	y
Does	do	vdz
it	it	pph1
look	look	vvi
like	like	ii_cs
--		nn1_jj
at	at	ii
this	this	dd1
point	point	nn1
--		nn1
that	that	cst
Victoria	victoria	np1
's	's	ge
going	going	nn1%_jj%
do	do	vd0
have	have	vhi
both	both	db2
of	of	io
her	her	appge
girls	girl	nn2
?	?	y
@!Dr-STYLIANOS		zzq
:	:	y
Yes	yes	uh
,	,	y
it	it	pph1
does	do	vdz
.	.	y
It	it	pph1
does	do	vdz
.	.	y
Yeah	yeah	uh
.	.	y
@!DAN-RATHER-host		zzq
:	:	y
Ahead	ahead	rl
on	on	ii
48	48	mc
HOURS	hour	nnt2
...	...	...
@!Dr-ALTMAN		zzq
:	:	y
One	one	pn1
ca	can	vm
n't	n't	xx
help	help	vvi
but	but	ccb
be	be	vbi
concerned	concerned	jj_vvn%
.	.	y
@(Footage-of-distres)		zzc
@!RATHER		zzq
:	:	y
@(Voiceover)		zzc
...	...	...
the	the	at
danger	danger	nn1
is	be	vbz
far	far	rr_jj
from	from	ii
over	over	rp_nn1%_jj%
.	.	y
@!Ms-SCATURRO		zzq
:	:	y
Bye	bye	uh
,	,	y
love	love	nn1_vv0
.	.	y
Love	love	vv0
you	you	ppy
.	.	y
@(Footage-of-twin-wi)		zzc
@!RATHER		zzq
:	:	y
@(Voiceover)		zzc
One	one	mc1
of	of	io
twins	twin	nn2
faces	face	vvz
a	a	at1
life-threatening	life-threatening	jj_nn1
crisis	crisis	nn1
...	...	...
@!Dr-STYLIANOS		zzq
:	:	y
And	and	cc
her	her	appge_ppho1
one	one	mc1
problem	problem	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
And	and	cc
hundreds	hundred	m
of	of	io
miles	mile	nnu2
away	away	rl
,	,	y
a	a	at1
father	father	nn1
waits	wait	vvz_nn2@
and	and	cc
worries	worry	nn2
.	.	y
@!MORIARTY		zzq
:	:	y
Is	be	vbz
it	it	pph1
hard	hard	rr_jj
to	to	to
be	be	vbi
here	here	rl
while	while	cs
they	they	pphs2
're	be	vbr
in	in	ii
the	the	at
hospital	hospital	nn1
in	in	ii
the	the	at
United	united	np1
States	state	np1
?	?	y
@!Mr-RAMONE-HIDALGO-		zzq
:	:	y
(	(	y
Foreign	foreign	jj
language	language	nn1
spoken	speak	vvn
)		np1
Unidentified	unidentified	jj
Woman	woman	nn1
7	7	mc
:	:	y
Yes	yes	uh
.	.	y
##221674		
PUSHING	push	vvg
THE	the	at
LIMITS	limit	nn2
@(Footage-of-nurses-)		zzc
@!Mr-STEVEN-SCATURRO		zzq
:	:	y
She	she	pphs1
was	be	vbdz
very	very	rg
awake	awake	jj
yesterday	yesterday	rt
.	.	y
@!ERIN-MORIARTY-repo		zzq
:	:	y
@(Voiceover)		zzc
It	it	pph1
is	be	vbz
been	be	vbn
eight	eight	mc
days	day	nnt2
since	since	cs
they	they	pphs2
were	be	vbdr
separated	separate	vvn
.	.	y
@!Mr-SCATURRO		zzq
:	:	y
She	she	pphs1
was	be	vbdz
very	very	rg
animated	animated	jj
.	.	y
@!MORIARTY		zzq
:	:	y
@(Voiceover)		zzc
The	the	at
twins	twin	nn2
are	be	vbr
alike	alike	rr_jj
in	in	ii
every	every	at1
way	way	nn1
but	but	ccb
one	one	pn1_mc1
.	.	y
@!Ms-DEBBIE-SCATURRO		zzq
:	:	y
Look	look	vv0_nn1
.	.	y
Can	can	vm_vv0%
you	you	ppy
see	see	vvi
her	her	ppho1
?	?	y
She	she	pphs1
's	be	vbz
holding	hold	vvg
on	on	rp@
.	.	y
@!MORIARTY		zzq
:	:	y
@(Voiceover)		zzc
Lucy	lucy	np1
is	be	vbz
healing	healing	jj_nn1
...	...	...
@!Ms-SCATURRO		zzq
:	:	y
She	she	pphs1
's	be	vhz
got	get	vvn
a	a	at1
grip	grip	nn1
,	,	y
I	i	ppis1
'll	will	vm
tell	tell	vvi
you	you	ppy
.	.	y
@!MORIARTY		zzq
:	:	y
@(Voiceover)		zzc
...	...	...
Millie	millie	nn1_np1@
is	be	vbz
not	not	xx
.	.	y
@!Dr-STEVEN-STYLIANO		zzq
:	:	y
Did	do	vdd
they	they	pphs2
take	take	vvi
films	film	nn2
?	?	y
@!Dr-HOWARD-ZUCKER		zzq
:	:	y
I	i	ppis1
think	think	vv0
the	the	at
X-ray	x-ray	nn1
's	be	vbz
coming	come	vvg
up	up	rp
.	.	y
@!Dr-PETER-ALTMAN		zzq
:	:	y
When	when	rrq_cs
you	you	ppy
compare	compare	vv0
Millie	millie	np1_nn1@
to	to	ii
Lucy	lucy	np1
,	,	y
one	one	pn1
ca	can	vm
n't	n't	xx
help	help	vvi
but	but	ccb
be	be	vbi
concerned	concerned	jj_vvn%
,	,	y
because	because	cs
they	they	pphs2
're	be	vbr
--		zz
they	they	pphs2
're	be	vbr
not	not	xx
running	run	vvg
exactly	exactly	rr
neck	neck	vv0@_nn1
and	and	cc
neck	neck	nn1_vv0@
in	in	ii
this	this	dd1
race	race	nn1
.	.	y
@!Dr-STYLIANOS		zzq
:	:	y
OK.	ok	rr
@!MORIARTY		zzq
:	:	y
@(Voiceover)		zzc
Millie	millie	np1
's	's	ge
lungs	lung	nn2
are	be	vbr
n't	n't	xx
working	work	vvg
properly	properly	rr
,	,	y
and	and	cc
no	no	pn121
one	one	pn122
knows	know	vvz
why	why	rrq
.	.	y
@!Dr-STYLIANOS		zzq
:	:	y
There	there	ex
is	be	vbz
n't	n't	xx
a	a	at1
good	good	jj
clinical	clinical	jj
explanation	explanation	nn1
as	as	ii21
to	to	ii22
why	why	rrq
Millie	millie	np1
's	be	vhz
had	have	vhn
this	this	dd1
--		nn1_jj
this	this	dd1
turn	turn	nn1
for	for	if
the	the	at
worst	bad	jjt
.	.	y
@!MORIARTY		zzq
:	:	y
@(Voiceover)		zzc
Dr.	dr	nnb
Stylianos	stylianos	np1
,	,	y
the	the	at
surgeon	surgeon	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
is	be	vbz
an	a	at1
infection	infection	nn1
.	.	y
@!Dr-STYLIANOS		zzq
:	:	y
I	i	ppis1
do	do	vd0
n't	n't	xx
think	think	vvi
there	there	rl_ex
is	be	vbz
an	a	at1
alternative	alternative	jj_nn1
because	because	cs
she	she	pphs1
's	be	vhz
been	be	vbn
...	...	...
@!MORIARTY		zzq
:	:	y
@(Voiceover)		zzc
But	but	ccb
Dr.	dr	nnb
Howard	howard	np1
Zucker	zucker	np1
,	,	y
head	head	nn1
of	of	io
intensive	intensive	jj
care	care	nn1
,	,	y
fears	fear	vvz
more	more	dar
surgery	surgery	nn1
will	will	vm
be	be	vbi
too	too	rg
traumatic	traumatic	jj
for	for	if
this	this	dd1
tiny	tiny	jj
body	body	nn1
.	.	y
@!Dr-STYLIANOS		zzq
:	:	y
I	i	ppis1
do	do	vd0
n't	n't	xx
know	know	vvi
if	if	csw@_cs
there	there	ex
is	be	vbz
an	a	at1
alternative	alternative	nn1_jj
.	.	y
@!Dr-ZUCKER		zzq
:	:	y
OK.	ok	rr
@!MORIARTY		zzq
:	:	y
@(Voiceover)		zzc
In	in	ii
the	the	at
end	end	nn1
,	,	y
they	they	pphs2
go	go	vv0
for	for	if
surgery	surgery	nn1
.	.	y
@!Dr-STYLIANOS		zzq
:	:	y
When	when	rrq_cs
things	thing	nn2
are	be	vbr
bad	bad	jj
like	like	ii
this	this	dd1
,	,	y
you	you	ppy
want	want	vv0
to	to	to
find	find	vvi
something	something	pn1
,	,	y
because	because	cs
then	then	rt
you	you	ppy
can	can	vm
fix	fix	vvi
that	that	dd1_cst
...	...	...
@!Ms-SCATURRO		zzq
:	:	y
Right	right	rr_nn1_jj
.	.	y
@!Dr-STYLIANOS		zzq
:	:	y
...	...	...
and	and	cc
turn	turn	vv0_nn1
things	thing	nn2
around	around	rp
.	.	y
@(Footage-of-Millie-)		zzc
@!Dr-ZUCKER		zzq
:	:	y
@(Voiceover)		zzc
This	this	dd1
is	be	vbz
where	where	rrq_cs
the	the	at
decisions	decision	nn2
become	become	vv0
very	very	rg
hard	hard	rr_jj
.	.	y
This	this	dd1
is	be	vbz
where	where	rrq_cs
there	there	ex
is	be	vbz
no	no	at
right	right	nn1_jj
or	or	cc
wrong	wrong	jj_rr@
in	in	ii
medicine	medicine	nn1
.	.	y
And	and	cc
it	it	pph1
ends	end	vvz
up	up	rp_ii@
being	be	vbg
a	a	at1
joint	joint	jj
discussion	discussion	nn1
of	of	io
--		nn1
of	of	io
the	the	at
--		nn1
what	what	ddq
one	one	pn1
thinks	think	vvz
is	be	vbz
really	really	rr
the	the	at
best	best	jjt
way	way	nn1
to	to	to
go	go	vvi
.	.	y
@(Footage-of-Millie-)		zzc
@!Ms-SCATURRO		zzq
:	:	y
Bye	bye	uh
,	,	y
love	love	nn1_vv0
.	.	y
We	we	ppis2
love	love	vv0
you	you	ppy
.	.	y
@!Ms-VICTORIA-CASTIL		zzq
:	:	y
(	(	y
Foreign	foreign	jj
language	language	nn1
spoken	speak	vvn
)		np1
Unidentified	unidentified	jj
Woman	woman	nn1
1	1	mc1
:	:	y
@(Voiceover)		zzc
She	she	pphs1
will	will	vm
pray	pray	vvi
to	to	ii
God	god	np1_nn1@
that	that	cst
he	he	pphs1
puts	put	vvz
his	his	appge
almighty	almighty	jj
hands	hand	nn2
on	on	ii
the	the	at
surgeons	surgeon	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
can	can	vm
get	get	vvi
better	better	rrr_jjr
fast	fast	rr_jj_nn1@
.	.	y
@(Footage-of-surgery)		zzc
@!Dr-STYLIANOS		zzq
:	:	y
Everything	everything	pn1
looks	look	vvz
fine	fine	jj
in	in	ii
there	there	rl
and	and	cc
very	very	rg
healthy	healthy	jj
,	,	y
very	very	rg
healthy	healthy	jj
inside	inside	rl_nn1@
.	.	y
So	so	rr
she	she	pphs1
remains	remain	vvz
a	a	at1
mystery	mystery	nn1
.	.	y
@(Footage-of-Millie-)		zzc
@!MORIARTY		zzq
:	:	y
@(Voiceover)		zzc
Three	three	mc
hours	hour	nnt2
later	later	rrr
,	,	y
the	the	at
surgery	surgery	nn1
is	be	vbz
over	over	rp
,	,	y
but	but	ccb
the	the	at
mystery	mystery	nn1
is	be	vbz
not	not	xx
.	.	y
The	the	at
surgeons	surgeon	nn2
can	can	vm
not	not	xx
find	find	vvi
an	a	at1
explanation	explanation	nn1
for	for	if
Millie	millie	np1
's	's	ge
diseased	diseased	jj
lungs	lung	nn2
.	.	y
@!Dr-STYLIANOS		zzq
:	:	y
@(Voiceover)		zzc
Now	now	rt
it	it	pph1
's	be	vbz
full-court	full-court	jj
press	press	nn1
on	on	ii
the	the	at
lungs	lung	nn2
.	.	y
There	there	ex
is	be	vbz
simply	simply	rr
nowhere	nowhere	rl
else	else	rr
to	to	to
look	look	vvi
.	.	y
@(Footage-of-Stylian)		zzc
@!Dr-STYLIANOS		zzq
:	:	y
It	it	pph1
certainly	certainly	rr
would	would	vm
have	have	vhi
been	be	vbn
better	better	jjr
for	for	if
Millie	millie	np1_nn1@
if	if	cs
we	we	ppis2
found	find	vvd
some	some	dd
pocket	pocket	nn1
of	of	io
infection	infection	nn1
that	that	cst_dd1
could	could	vm
have	have	vhi
made	make	vvn
a	a	at1
big	big	jj
difference	difference	nn1
to	to	ii
her	her	ppho1
.	.	y
She	she	pphs1
is	be	vbz
in	in	ii_rp@
really	really	rr
good	good	jj
shape	shape	nn1
,	,	y
except	except	cs_ii
the	the	at
--		nn1_jj
her	her	appge
--		nn1_jj
her	her	appge
one	one	mc1
problem	problem	nn1
is	be	vbz
the	the	at
most	most	rgt
important	important	jj
problem	problem	nn1
.	.	y
Now	now	rt
all	all	db
of	of	io
the	the	at
treatments	treatment	nn2
are	be	vbr
going	go	vvgk
to	to	to
focus	focus	vvi
in	in	rp@
on	on	ii
the	the	at
--		nn1_jj
on	on	ii
her	her	appge
lungs	lung	nn2
.	.	y
So	so	rg
many	many	da2
people	people	nn
are	be	vbr
spending	spend	vvg
a	a	at1
lot	lot	nn1
of	of	io
time	time	nnt1
trying	try	vvg
get	get	vv0
her	her	ppho1_appge
well	well	rr_nn1@
,	,	y
and	and	cc
--		zz
and	and	cc
when	when	cs_rrq
all	all	db
of	of	io
that	that	dd1
effort	effort	nn1
is	be	vbz
not	not	xx
immediately	immediately	rr
rewarded	reward	vvn_vvd
,	,	y
there	there	ex
is	be	vbz
always	always	rr
a	a	at1
disappointment	disappointment	nn1
,	,	y
frustration	frustration	nn1
.	.	y
You	you	ppy
just	just	rr
keep	keep	vv0
searching	search	vvg_jj@
.	.	y
@(Footage-of-doctors)		zzc
@!MORIARTY		zzq
:	:	y
@(Voiceover)		zzc
If	if	cs
Dr.	dr	nnb
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
nurses	nurse	nn2
working	work	vvg
to	to	to
save	save	vvi
the	the	at
girls	girl	nn2
.	.	y
It	it	pph1
's	be	vbz
a	a	at1
huge	huge	jj
commitment	commitment	nn1
of	of	io
resources	resource	nn2
for	for	if
a	a	at1
big	big	jj
city	city	nn1
medical	medical	jj
center	center	nn1
struggling	struggle	vvg
to	to	to
stay	stay	vvi
financially	financially	rr
afloat	afloat	jj
.	.	y
@(Footage-of-hospita)		zzc
@!Dr-WILLIAM-SPECK-@		zzq
:	:	y
@(Voiceover)		zzc
The	the	at
key	key	jj_nn1
issue	issue	nn1
was	be	vbdz
we	we	ppis2
were	be	vbdr
the	the	at
only	only	jj
hospital	hospital	nn1
in	in	ii
the	the	at
world	world	nn1
that	that	cst_dd1
could	could	vm
provide	provide	vvi
this	this	dd1
service	service	nn1
.	.	y
And	and	cc
it	it	pph1
was	be	vbdz
an	a	at1
opportunity	opportunity	nn1
to	to	to
save	save	vvi
two	two	mc
lives	life	nn2
.	.	y
@!MORIARTY		zzq
:	:	y
@(Voiceover)		zzc
Dr.	dr	nnb
William	william	np1
Speck	speck	nn1
,	,	y
the	the	at
head	head	nn1
of	of	io
the	the	at
Presbyterian	presbyterian	jj
Hospital	hospital	nn1
...	...	...
@(Footage-of-surgeon)		zzc
@!MORIARTY		zzq
:	:	y
@(Voiceover)		zzc
...	...	...
says	say	vvz
surgeons	surgeon	nn2
donated	donate	vvd_vvn
their	their	appge
services	service	nn2
.	.	y
The	the	at
other	other	jj
charges	charge	nn2
,	,	y
he	he	pphs1
says	say	vvz
,	,	y
will	will	vm
be	be	vbi
covered	cover	vvn
by	by	ii
a	a	at1
$	$	nn
1/2	1/2	mf
million	million	m1
charitable	charitable	jj
endowment	endowment	nn1
,	,	y
although	although	cs
he	he	pphs1
admits	admit	vvz
costs	cost	nn2
could	could	vm
exceed	exceed	vvi
that	that	dd1
number	number	nn1
.	.	y
You	you	ppy
take	take	vv0
all	all	db
of	of	io
that	that	dd1
money	money	nn1
for	for	if
two	two	mc
babies	baby	nn2
.	.	y
@!Dr-SPECK		zzq
:	:	y
Yeah	yeah	uh
,	,	y
why	why	rrq
not	not	xx
?	?	y
I	i	ppis1
mean	mean	vv0
,	,	y
society	society	nn1
is	be	vbz
judged	judge	vvn
on	on	ii
what	what	ddq
they	they	pphs2
do	do	vd0
for	for	if
the	the	at
very	very	rg
young	young	jj
and	and	cc
very	very	rg
old	old	jj
.	.	y
And	and	cc
hospitals	hospital	nn2
should	should	vm
be	be	vbi
judged	judge	vvn
the	the	at
same	same	da
way	way	nn1
.	.	y
@!MORIARTY		zzq
:	:	y
But	but	ccb
if	if	cs
you	you	ppy
take	take	vv0
all	all	db
of	of	io
this	this	dd1
money	money	nn1
,	,	y
all	all	db
of	of	io
this	this	dd1
endowment	endowment	nn1
and	and	cc
give	give	vv0
it	it	pph1
to	to	ii
these	these	dd2
two	two	mc
babies	baby	nn2
...	...	...
@!Dr-SPECK		zzq
:	:	y
These	these	dd2
are	be	vbr
endowed	endow	vvn_jj@
beds	bed	nn2
,	,	y
right	right	rr_nn1_jj
.	.	y
@!MORIARTY		zzq
:	:	y
...	...	...
right	right	rr_jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
do	do	vd0
n't	n't	xx
get	get	vvi
those	those	dd2
beds	bed	nn2
,	,	y
who	who	pnqs
do	do	vd0
n't	n't	xx
get	get	vvi
the	the	at
medical	medical	jj
care	care	nn1
?	?	y
@!Dr-SPECK		zzq
:	:	y
Maybe	maybe	rr
.	.	y
I	i	ppis1
mean	mean	vv0
,	,	y
there	there	ex
's	be	vbz
not	not	xx
a	a	at1
lot	lot	nn1
of	of	io
those	those	dd2
kind	kind	nn1
of	of	io
cases	case	nn2
.	.	y
I	i	ppis1
mean	mean	vv0
,	,	y
we	we	ppis2
're	be	vbr
not	not	xx
in	in	ii
the	the	at
business	business	nn1
of	of	io
taking	take	vvg
sick	sick	jj
children	child	nn2
from	from	ii
around	around	ii
the	the	at
world	world	nn1
who	who	pnqs
do	do	vd0
n't	n't	xx
have	have	vhi
medical	medical	jj
care	care	nn1
and	and	cc
providing	providing	cs21
that	that	cs22
care	care	nn1
at	at	ii
this	this	dd1
hospital	hospital	nn1
.	.	y
But	but	ccb
if	if	cs
we	we	ppis2
can	can	vm
provide	provide	vvi
a	a	at1
unique	unique	jj
service	service	nn1
that	that	cst_dd1
is	be	vbz
not	not	xx
available	available	jj
any	any	dd_rr%
place	place	nn1_vv0
else	else	rr
and	and	cc
which	which	ddq
generally	generally	rr
is	be	vbz
life-saving	life-saving	jj_nn1
,	,	y
we	we	ppis2
'll	will	vm
do	do	vdi
it	it	pph1
.	.	y
@!MORIARTY		zzq
:	:	y
Major	major	np1_jj@
hospitals	hospital	nn2
like	like	ii
this	this	dd1
have	have	vh0
a	a	at1
long	long	jj
tradition	tradition	nn1
of	of	io
giving	give	vvg
free	free	jj
medical	medical	jj
care	care	nn1
to	to	ii
children	child	nn2
for	for	if
foreign	foreign	jj
countries	country	nn2
.	.	y
But	but	ccb
times	time	nnt2
have	have	vh0
changed	change	vvn
.	.	y
Today	today	rt
,	,	y
with	with	iw
the	the	at
combined	combined	jj
cost	cost	nn1
of	of	io
Millie	millie	np1
and	and	cc
Lucy	lucy	np1
averaging	averaging	nn1_vvg
between	between	ii
$	$	nn
8,000	8,000	mc
and	and	cc
$	$	nn
11,000	11,000	mc
every	every	at1
single	single	jj
day	day	nnt1
,	,	y
critics	critic	nn2
are	be	vbr
wondering	wonder	vvg
,	,	y
can	can	vm
we	we	ppis2
afford	afford	vvi
to	to	to
do	do	vdi
this	this	dd1
any	any	dd
more	more	dar
?	?	y
qwq		xx
@		ii
(	(	y
Footage-of-Dr.		zz
-Mic		np1
@!Dr-MICHAEL-RIE-@1C		zzq
:	:	y
The	the	at
problem	problem	nn1
is	be	vbz
if	if	cs_csw@
we	we	ppis2
do	do	vd0
for	for	if
Lucy	lucy	np1
and	and	cc
Millie	millie	np1
,	,	y
then	then	rt
we	we	ppis2
can	can	vm
not	not	xx
do	do	vdi
for	for	if
others	others	nn2
.	.	y
@!MORIARTY		zzq
:	:	y
@(Voiceover)		zzc
Dr.	dr	nnb
Michael	michael	np1
Rie	rie	np1
is	be	vbz
a	a	at1
trauma	trauma	nn1
intensive	intensive	jj
care	care	nn1
physician	physician	nn1
at	at	ii
the	the	at
University	university	nn1
of	of	io
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
pink-slipping	pink-slipping	jj_nn1
the	the	at
doctors	doctor	nn2
and	and	cc
nurses	nurse	nn2
of	of	io
this	this	dd1
country	country	nn1
at	at	ii
a	a	at1
ferocious	ferocious	jj
rate	rate	nn1
.	.	y
There	there	ex
is	be	vbz
tremendous	tremendous	jj
