##4080550		
Kai	kai	np1
place/spacebased		fu
but	but	ccb
a	a	at1
zone	zone	nn1
of	of	io
pragmatic	pragmatic	jj
stability	stability	nn1
that	that	cst_dd1
emerges	emerge	vvz
out	out	ii21
of	of	ii22
multiple	multiple	jj_nn1
modes	mode	nn2
of	of	io
interaction	interaction	nn1
.	.	y
These	these	dd2
stabilities	stability	nn2
of	of	io
practice	practice	nn1
are	be	vbr
sustained	sustain	vvn_jj
and	and	cc
repeated	repeat	vvn_vvd
in	in	ii_rp@
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
multiple	multiple	jj_nn1
modalities	modality	nn2
of	of	io
communication	communication	nn1
and	and	cc
collaboration	collaboration	nn1
involved	involved	jj
in	in	ii
creating	create	vvg
software	software	nn1
and	and	cc
networks	network	nn2
.	.	y
Hence	hence	rr
,	,	y
the	the	at
object	object	nn1
of	of	io
"	"	y
hacker	hacker	nn1
sociality	sociality	nn1
"	"	y
comes	come	vvz
to	to	to
look	look	vvi
similar	similar	jj
in	in	ii
form	form	nn1
to	to	ii
objects	object	nn2
like	like	ii
rituals	ritual	nn2
,	,	y
carnivals	carnival	nn2
,	,	y
or	or	cc
feasts	feast	nn2
(	(	y
and	and	cc
thus	thus	rr
the	the	at
turn	turn	nn1
to	to	ii
theorists	theorist	nn2
like	like	ii
Turner	turner	np1
and	and	cc
Bakhtin	bakhtin	np1_nn1@
as	as	csa_ii@
resources	resource	nn2
for	for	if
understanding	understand	vvg
them	them	ppho2
)	)	y
.	.	y
The	the	at
question	question	nn1
remains	remain	vvz
,	,	y
however	however	rr
,	,	y
what	what	ddq
difference	difference	nn1
does	do	vdz
online	online	rr
software-mediated	software-mediated	jj
interaction	interaction	nn1
make	make	vv0
to	to	ii
this	this	dd1
formation	formation	nn1
of	of	io
pragmatic	pragmatic	jj
stabilities	stability	nn2
?	?	y
Coleman	coleman	np1
answers	answer	vvz
that	that	cst
it	it	pph1
is	be	vbz
the	the	at
very	very	jj
details	detail	nn2
of	of	io
technical	technical	jj
practice	practice	nn1
--		nn1_jj
hacking	hack	vvg_nn1@
,	,	y
coding	code	vvg_nn1
,	,	y
designing	design	vvg
,	,	y
tinkering	tinker	vvg
,	,	y
writing	write	vvg_nn1
licenses	license	nn2_vvz
--		nn1_jj
which	which	ddq
provides	provide	vvz
the	the	at
content	content	nn1
of	of	io
these	these	dd2
ritual-like	ritual-like	jj
pragmatic	pragmatic	jj
stabilities	stability	nn2
,	,	y
and	and	cc
hence	hence	rr
remediates	remediates	vvz
the	the	at
cultural	cultural	jj
as	as	csa
something	something	pn1
endemic	endemic	jj
to	to	ii
(	(	y
and	and	cc
located	locate	vvd_vvn
only	only	rr
in	in	ii
the	the	at
practices	practice	nn2
of	of	io
)	)	y
this	this	dd1
community	community	nn1
of	of	io
individuals	individual	nn2
.	.	y
Finally	finally	rr
there	there	ex
is	be	vbz
a	a	at1
third	third	md
and	and	cc
lateral	lateral	jj
move	move	nn1
,	,	y
which	which	ddq
is	be	vbz
away	away	ii21_rl
from	from	ii22_ii
culture	culture	nn1
and	and	cc
towards	towards	ii
"	"	y
social	social	jj
imaginaries	imaginaries	nn2
.	.	y
"	"	y
A	a	at1_zz1
focus	focus	nn1_vv0
on	on	ii
social	social	jj
imaginaries	imaginaries	nn2
(	(	y
especially	especially	rr
those	those	dd2
such	such	ii21
as	as	ii22
the	the	at
public	public	jj_nn1
sphere	sphere	nn1
and	and	cc
the	the	at
economy	economy	nn1
)	)	y
at	at	ii
first	first	md
rejects	reject	vvz
the	the	at
"	"	y
cultural	cultural	jj
"	"	y
as	as	ii_csa
a	a	at1
meaningful	meaningful	jj
word	word	nn1
,	,	y
but	but	ccb
without	without	iw
sacrificing	sacrifice	vvg
the	the	at
complex	complex	jj_nn1
combination	combination	nn1
of	of	io
ideal	ideal	jj_nn1@
and	and	cc
material	material	nn1_jj@
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
than	than	ii22_cs22@
many	many	da2
cultures	culture	nn2
(	(	y
each	each	dd1
distinct	distinct	jj
)	)	y
,	,	y
social	social	jj
imaginaries	imaginaries	nn2
come	come	vv0
in	in	rp@_ii
only	only	rr
a	a	at1
handful	handful	nn1
of	of	io
historically	historically	rr
ramified	ramify	vvd_jj@
forms	form	nn2
tethered	tether	vvn
to	to	ii
global	global	jj
secular	secular	jj
modernity	modernity	nn1
of	of	io
the	the	at
last	last	md
400	400	mc
years	year	nnt2
or	or	cc
so	so	rr
(	(	y
Taylor	taylor	np1
2004	2004	mc
,	,	y
Kelty	kelty	np1
2008	2008	mc
)	)	y
.	.	y
A	a	at1_zz1
focus	focus	nn1_vv0
on	on	ii
"	"	y
social	social	jj
imaginaries	imaginaries	nn2
"	"	y
as	as	ii_csa
a	a	at1
replacement	replacement	nn1
for	for	if
culture	culture	nn1
can	can	vm
then	then	rt
be	be	vbi
employed	employ	vvn
to	to	to
analyze	analyze	vvi
public	public	jj_nn1
spheres	sphere	nn2
,	,	y
democratic	democratic	jj
deliberation	deliberation	nn1
,	,	y
and	and	cc
diasporic	diasporic	jj
identities	identity	nn2
,	,	y
both	both	rr_db2
in	in	ii
person	person	nn1
and	and	cc
via	via	ii
new	new	jj
media	media	nn
technologies	technology	nn2
.	.	y
Such	such	da
a	a	at1
move	move	nn1
can	can	vm
push	push	vvi
analysis	analysis	nn1
so	so	rg
far	far	rr
beyond	beyond	ii
the	the	at
question	question	nn1
of	of	io
information	information	nn1
technology	technology	nn1
that	that	cst
it	it	pph1
disappears	disappear	vvz
or	or	cc
ends	end	vvz
up	up	rp_ii@
making	make	vvg
little	little	jj_rr_da1
or	or	cc
no	no	at
difference	difference	nn1
to	to	ii
the	the	at
case	case	nn1
under	under	ii
consideration	consideration	nn1
.	.	y
Frequently	frequently	rr
this	this	dd1
leads	lead	vvz
people	people	nn
to	to	to
ask	ask	vvi
,	,	y
for	for	rex21
instance	instance	rex22
,	,	y
whether	whether	csw
the	the	at
Internet	internet	nn1_np1
is	be	vbz
a	a	at1
public	public	jj_nn1
sphere	sphere	nn1
(	(	y
usually	usually	rr
in	in	ii
the	the	at
sense	sense	nn1
given	give	vvn
by	by	ii
Habermas	habermas	np2_nn2@
)	)	y
or	or	cc
whether	whether	csw
new	new	jj
forms	form	nn2
of	of	io
political	political	jj
speech	speech	nn1
(	(	y
blogging	blogging	vvg_nn1@
,	,	y
chat	chat	vv0_nn1
,	,	y
IM	im	z'
,	,	y
Twitter	twitter	nn1_vv0
)	)	y
change	change	vv0
the	the	at
dynamics	dynamics	nn
of	of	io
mass	mass	jj_nn1
media	media	nn
politics	politics	nn1
,	,	y
frame	frame	nn1_vv0@
issues	issue	nn2_vvz@
in	in	ii
new	new	jj
ways	way	nn2
,	,	y
and	and	cc
include	include	vv0
,	,	y
or	or	cc
exclude	exclude	vv0
,	,	y
people	people	nn
in	in	ii
new	new	jj
ways	way	nn2
.	.	y
Such	such	da
questions	question	nn2
are	be	vbr
obviously	obviously	rr
productive	productive	jj
,	,	y
but	but	ccb
they	they	pphs2
ignore	ignore	vv0
the	the	at
specificity	specificity	nn1
--		nn1
the	the	at
cultural	cultural	jj
specificity	specificity	nn1
--		nn1
of	of	io
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Dominic	dominic	np1
Boyer	boyer	np1
's	's	ge
piece	piece	nn1
demonstrates	demonstrate	vvz
,	,	y
the	the	at
analysis	analysis	nn1
of	of	io
social	social	jj
imaginaries	imaginaries	nn2
really	really	rr
only	only	rr
gets	get	vvz
interesting	interesting	jj
when	when	cs
some	some	dd
version	version	nn1
of	of	io
the	the	at
cultural	cultural	jj
is	be	vbz
retained	retain	vvn
.	.	y
Understanding	understand	vvg
the	the	at
production	production	nn1
and	and	cc
movement	movement	nn1
of	of	io
social	social	jj
imaginaries	imaginaries	nn2
itself	itself	ppx1
requires	require	vvz
a	a	at1
cultural	cultural	jj
analysis	analysis	nn1
of	of	io
the	the	at
people	people	nn
,	,	y
practices	practice	nn2
,	,	y
places	place	nn2
,	,	y
and	and	cc
techniques	technique	nn2
that	that	cst
make	make	vv0
them	them	ppho2
go	go	vvi
.	.	y
Practices	practice	nn2
of	of	io
journalistic	journalistic	jj
knowledge-making	knowledge-making	nn1
are	be	vbr
a	a	at1
crucial	crucial	jj
component	component	nn1
of	of	io
the	the	at
formation	formation	nn1
of	of	io
imaginaries	imaginaries	nn2
and	and	cc
are	be	vbr
themselves	themselves	ppx2
under	under	ii
assault	assault	nn1
from	from	ii
the	the	at
very	very	jj
proliferation	proliferation	nn1
of	of	io
information	information	nn1
technologies	technology	nn2
,	,	y
software	software	nn1
,	,	y
and	and	cc
networks	network	nn2
.	.	y
It	it	pph1
is	be	vbz
the	the	at
cultural	cultural	jj
features	feature	nn2
of	of	io
journalism	journalism	nn1
that	that	cst_dd1
structure	structure	vv0%_nn1
the	the	at
way	way	nn1
an	a	at1
imaginary	imaginary	jj
of	of	io
the	the	at
public	public	jj_nn1
sphere	sphere	nn1
takes	take	vvz
shape	shape	nn1
--		nn1
not	not	xx
just	just	rr
the	the	at
content	content	nn1_jj
that	that	cst_dd1
circulates	circulate	vvz
,	,	y
as	as	csa
we	we	ppis2
say	say	vv0
,	,	y
"	"	y
in	in	ii
the	the	at
public	public	jj_nn1
sphere	sphere	nn1
.	.	y
"	"	y
New	new	jj
technological	technological	jj
possibilities	possibility	nn2
,	,	y
disastrous	disastrous	jj
financial	financial	jj
arrangements	arrangement	nn2
,	,	y
and	and	cc
new	new	jj
forms	form	nn2
of	of	io
writing	writing	nn1_vvg
,	,	y
blogging	blogging	vvg
,	,	y
tweeting	tweet	vvg
,	,	y
and	and	cc
chatting	chat	vvg_nn1@
are	be	vbr
all	all	db_rr@
transforming	transform	vvg
the	the	at
organizations	organization	nn2
,	,	y
the	the	at
life-worlds	life-worlds	nn2
,	,	y
and	and	cc
the	the	at
practices	practice	nn2
of	of	io
the	the	at
people	people	nn
who	who	pnqs
make	make	vv0
journalistic	journalistic	jj
knowledge	knowledge	nn1
and	and	cc
make	make	vv0
it	it	pph1
circulate	circulate	vvi
.	.	y
It	it	pph1
is	be	vbz
therefore	therefore	rr
incumbent	incumbent	jj_nn1
on	on	ii
us	us	ppio2
(	(	y
anthropologists	anthropologist	nn2
,	,	y
as	as	ii31
well	well	ii32
as	as	ii33
the	the	at
journalists	journalist	nn2
in	in	ii
Boyer	boyer	np1
's	's	ge
account	account	nn1
)	)	y
to	to	to
ask	ask	vvi
how	how	rrq
this	this	dd1
reformed	reformed	jj
consciousness	consciousness	nn1
determines	determine	vvz
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
words	word	nn2
that	that	cst
circulate	circulate	vv0
,	,	y
or	or	cc
by	by	ii
the	the	at
(	(	y
recursive	recursive	jj
)	)	y
technological	technological	jj
layers	layer	nn2
that	that	cst
give	give	vv0
it	it	pph1
form	form	vv0_nn1
,	,	y
but	but	ccb
also	also	rr
by	by	ii
the	the	at
self-understanding	self-understanding	nn1
of	of	io
the	the	at
actors	actor	nn2
who	who	pnqs
occupy	occupy	vv0
it	it	pph1
.	.	y
What	what	ddq
at	at	rr21
first	first	rr22
might	might	vm
seem	seem	vvi
a	a	at1
contradiction	contradiction	nn1
--		nn1
that	that	cst_dd1
social	social	jj
imaginaries	imaginaries	nn2
replace	replace	vv0
the	the	at
concept	concept	nn1
of	of	io
culture	culture	nn1
,	,	y
yet	yet	rr
analyses	analyse	vvz_nn2
of	of	io
social	social	jj
imaginaries	imaginaries	nn2
are	be	vbr
only	only	rr_jj
interesting	interesting	jj
when	when	cs
they	they	pphs2
retain	retain	vv0
a	a	at1
cultural	cultural	jj
analysis	analysis	nn1
--		nn1
is	be	vbz
in	in	ii
my	my	appge
understanding	understanding	nn1_vvg
a	a	at1
response	response	nn1
to	to	ii
the	the	at
other	other	jj_nn1@
two	two	mc
moves	move	nn2_vvz
:	:	y
making	make	vvg
up	up	rp
worlds	world	nn2
and	and	cc
treating	treat	vvg
embodied	embody	vvn_vvd
techniques	technique	nn2
and	and	cc
practices	practice	nn2_vvz@
as	as	ii_csa
the	the	at
site	site	nn1
of	of	io
culture	culture	nn1
.	.	y
For	for	if
a	a	at1
cultural	cultural	jj
analysis	analysis	nn1
to	to	ii_to@
work	work	nn1_vvi
,	,	y
there	there	ex
must	must	vm
be	be	vbi
more	more	rrr_dar
at	at	ii
stake	stake	nn1
in	in	ii
understanding	understand	vvg
the	the	at
role	role	nn1
of	of	io
networked	networked	jj
information	information	nn1
technologies	technology	nn2
than	than	csn
simply	simply	rr
treating	treat	vvg
them	them	ppho2
as	as	csa_ii@
one	one	mc1
more	more	dar
kind	kind	nn1
of	of	io
place	place	nn1_vv0
where	where	rrq
human	human	jj_nn1
behavior	behavior	nn1
occurs	occur	vvz
,	,	y
or	or	cc
as	as	csa_ii@_rg@
one	one	mc1
more	more	dar
form	form	nn1
of	of	io
life	life	nn1
among	among	ii
many	many	da2
.	.	y
Rather	rather	rr@_rg
,	,	y
the	the	at
technical	technical	jj
and	and	cc
epistemic	epistemic	jj
practices	practice	nn2
of	of	io
well-chosen	well-chosen	jj
groups	group	nn2
of	of	io
people	people	nn
--		zz
journalists	journalist	nn2
in	in	ii
Boyer	boyer	np1
's	's	ge
case	case	nn1
--		nn1
must	must	vm
be	be	vbi
explored	explore	vvn
if	if	cs_csw@
one	one	pn1
wants	want	vvz
to	to	to
understand	understand	vvi
the	the	at
difference	difference	nn1
that	that	cst_dd1
new	new	jj
technologies	technology	nn2
make	make	vv0
to	to	ii
human	human	jj_nn1
behavior	behavior	nn1
.	.	y
Indeed	indeed	rr
,	,	y
it	it	pph1
is	be	vbz
Boyer	boyer	np1
who	who	pnqs
comes	come	vvz
closest	close	rrt
to	to	ii
embarking	embark	vvg
on	on	ii_rp@
a	a	at1
cultural	cultural	jj
understanding	understanding	nn1
of	of	io
the	the	at
ubiquity	ubiquity	nn1
of	of	io
attempts	attempt	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
"	"	y
cybernetic-informatic	cybernetic-informatic	jj
consciousness	consciousness	nn1
"	"	y
that	that	cst
he	he	pphs1
uses	use	vvz
to	to	to
link	link	vvi
journalists	journalist	nn2
and	and	cc
anthropologists	anthropologist	nn2
together	together	rl
opens	open	vvz
a	a	at1
door	door	nn1
to	to	ii
understanding	understand	vvg_nn1
why	why	rrq
computers	computer	nn2
and	and	cc
cultures	culture	nn2
are	be	vbr
equally	equally	rr
everywhere	everywhere	rl
today	today	rt
--		zz
and	and	cc
maybe	maybe	rr
for	for	if
some	some	dd
surprising	surprising	jj
reasons	reason	nn2
that	that	cst
have	have	vh0
a	a	rr21@_at1
lot	lot	rr22_nn1
to	to	ii_to
do	do	vd0
with	with	iw
the	the	at
mid-century	mid-century	nnt1
successes	success	nn2
of	of	io
both	both	rr
cybernetics	cybernetics	nn2_nn1
and	and	cc
anthropology	anthropology	nn1
.	.	y
Cybernetics	cybernetics	np1@_nn2_nn1
'	'	ge
fortunes	fortune	nn2
look	look	vv0
a	a	at1_rr21@
lot	lot	nn1_rr22
like	like	ii_jj@
culture	culture	nn1
's	's	ge
--		nn1_jj
overused	overuse	vvd_jj_vvn
,	,	y
diffuse	diffuse	vv0_jj
,	,	y
heavily	heavily	rr
critiqued	critique	vvd_vvn@
,	,	y
yet	yet	rr
nonetheless	nonetheless	rr
compelling	compel	vvg_jj
in	in	ii_rp@
their	their	appge
most	most	rgt
rigorous	rigorous	jj
forms	form	nn2
.	.	y
Cybernetics	cybernetics	np1@_nn2_nn1
'	'	ge
dissemination	dissemination	nn1
looks	look	vvz
a	a	at1_rr21@
lot	lot	nn1_rr22
like	like	ii_jj@
culture	culture	nn1
's	's	ge
--		nn1
taken	take	vvn
up	up	rp
across	across	ii_rl@
nearly	nearly	rr
every	every	at1
discipline	discipline	nn1
,	,	y
attenuated	attenuate	vvn
by	by	ii
circulation	circulation	nn1
,	,	y
unpoliced	unpoliced	jj
by	by	ii
classic	classic	jj
disciplinary	disciplinary	jj
modes	mode	nn2
of	of	io
ownership	ownership	nn1
and	and	cc
exclusion	exclusion	nn1
.	.	y
One	one	pn1
might	might	vm
re-think	rethink	vvi
,	,	y
therefore	therefore	rr
,	,	y
the	the	at
critiques	critique	nn2
of	of	io
ethnographic	ethnographic	jj
authority	authority	nn1
in	in	ii
the	the	at
1980s	1980s	mc2
through	through	ii
this	this	dd1
lens	lens	nn1
.	.	y
They	they	pphs2
can	can	vm
be	be	vbi
read	read	vvn
not	not	xx
as	as	csa_ii@
critiques	critique	nn2
of	of	io
the	the	at
culture	culture	nn1
concept	concept	nn1
,	,	y
or	or	cc
of	of	io
the	the	at
pretensions	pretension	nn2
to	to	ii
scientificity	scientificity	nn1
(	(	y
they	they	pphs2
certainly	certainly	rr
were	be	vbdr
in	in	ii
some	some	dd
quarters	quarter	nn2
)	)	y
,	,	y
but	but	ccb
as	as	csa
critiques	critique	nn2
of	of	io
the	the	at
authority	authority	nn1
of	of	io
the	the	at
concept	concept	nn1
of	of	io
culture	culture	nn1
(	(	y
or	or	cc
of	of	io
science	science	nn1
more	more	rgr_rrr
generally	generally	rr
)	)	y
.	.	y
What	what	ddq
these	these	dd2
critiques	critique	nn2
proposed	propose	vvd_vvn
was	be	vbdz
the	the	at
impossibility	impossibility	nn1
of	of	io
authoritative	authoritative	jj
knowledge	knowledge	nn1
about	about	ii
the	the	at
social	social	jj
world	world	nn1
;	;	y
what	what	ddq
they	they	pphs2
brought	bring	vvd
about	about	rp
was	be	vbdz
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
that	that	dd1
point	point	nn1
real	real	jj
,	,	y
authority	authority	nn1
of	of	io
the	the	at
concept	concept	nn1
of	of	io
culture	culture	nn1
.	.	y
It	it	pph1
is	be	vbz
for	for	if
this	this	dd1
reason	reason	nn1
that	that	cst
these	these	dd2
essays	essay	nn2
should	should	vm
be	be	vbi
seen	see	vvn
as	as	ii
part	part	nn1
of	of	io
a	a	at1
project	project	nn1
of	of	io
reconstruction	reconstruction	nn1
--		nn1
not	not	xx
only	only	rr
of	of	io
the	the	at
concept	concept	nn1
of	of	io
culture	culture	nn1
,	,	y
but	but	ccb
of	of	io
culture	culture	nn1
and	and	cc
computers	computer	nn2
together	together	rl
.	.	y
If	if	cs
some	some	dd
analysis	analysis	nn1
of	of	io
the	the	at
cultural	cultural	jj
is	be	vbz
still	still	rr
central	central	jj
here	here	rl
--		zz
both	both	rr
to	to	ii
anthropology	anthropology	nn1
and	and	cc
to	to	ii
a	a	at1
rich	rich	jj
understanding	understanding	nn1
of	of	io
the	the	at
transformation	transformation	nn1
of	of	io
the	the	at
world	world	nn1
by	by	ii
information	information	nn1
technology	technology	nn1
--		nn1
then	then	rt
it	it	pph1
might	might	vm
just	just	rr
be	be	vbi
that	that	cst
these	these	dd2
essays	essay	nn2
are	be	vbr
at	at	ii
the	the	at
cutting	cutting	nn1_jj@
edge	edge	nn1
,	,	y
not	not	xx
for	for	if
their	their	appge
focus	focus	nn1
on	on	ii
technology	technology	nn1
,	,	y
but	but	ii21_ccb
for	for	ii22_if
their	their	appge
stubborn	stubborn	jj
insistence	insistence	nn1
on	on	ii
saving	saving	nn1_vvg
and	and	cc
refining	refine	vvg
the	the	at
concept	concept	nn1
of	of	io
the	the	at
cultural	cultural	jj
itself	itself	ppx1
.	.	y
What	what	ddq
is	be	vbz
also	also	rr
clear	clear	jj_vv0@_rr@
,	,	y
however	however	rr
,	,	y
is	be	vbz
that	that	cst_dd1
such	such	da
a	a	at1
task	task	nn1
is	be	vbz
intimately	intimately	rr
tied	tie	vvn_vvd
to	to	ii
the	the	at
practice	practice	nn1
of	of	io
anthropological	anthropological	jj
fieldwork	fieldwork	nn1
and	and	cc
that	that	cst
each	each	dd1
of	of	io
these	these	dd2
papers	paper	nn2
in	in	ii
different	different	jj
ways	way	nn2
seeks	seek	vvz
to	to	to
demonstrate	demonstrate	vvi
the	the	at
difficult	difficult	jj
work	work	nn1
that	that	cst_dd1
is	be	vbz
necessary	necessary	jj
for	for	if
the	the	at
concept	concept	nn1
of	of	io
culture	culture	nn1
to	to	to
be	be	vbi
of	of	io
any	any	dd
use	use	nn1_vv0
at	at	rr21
all	all	rr22
.	.	y
There	there	ex
is	be	vbz
,	,	y
for	for	rex21
instance	instance	rex22
,	,	y
a	a	at1
difference	difference	nn1
between	between	ii
really	really	rr
studying	study	vvg
the	the	at
lifeworld	lifeworld	nn1
of	of	io
hackers	hacker	nn2
,	,	y
as	as	csa
they	they	pphs2
live	live	vv0
and	and	cc
breath	breath	nn1
,	,	y
and	and	cc
simply	simply	rr
treating	treat	vvg
them	them	ppho2
as	as	csa
cloistered	cloister	vvn@_jj@
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
are	be	vbr
,	,	y
which	which	ddq
is	be	vbz
nonetheless	nonetheless	rr
both	both	rr
very	very	rg
interesting	interesting	jj
and	and	cc
not	not	xx
easy	easy	jj_rr@
to	to	to
elicit	elicit	vvi
)	)	y
.	.	y
There	there	ex
is	be	vbz
a	a	at1
difference	difference	nn1
between	between	ii
playing	play	vvg
an	a	at1
online	online	jj
game	game	nn1
once	once	rr
or	or	cc
twice	twice	rr
and	and	cc
writing	write	vvg
an	a	at1
essay	essay	nn1
about	about	ii
that	that	dd1
experience	experience	nn1
,	,	y
and	and	cc
spending	spend	vvg_nn1
two	two	mc
years	year	nnt2
creating	create	vvg
two	two	mc
level	level	jj_nn1
80	80	mc
healers	healer	nn2
,	,	y
raiding	raid	vvg
on	on	ii_rp@
weekends	weekend	nnt2
,	,	y
and	and	cc
developing	developing	jj_vvg
strong	strong	jj
emotional	emotional	jj
bonds	bond	nn2
with	with	iw
a	a	at1
collection	collection	nn1
of	of	io
other	other	jj
game-players	game-players	nn2
in	in	bcl21
order	order	bcl22
to	to	to
understand	understand	vvi
the	the	at
nature	nature	nn1
of	of	io
action	action	nn1
and	and	cc
worlding	worlding	vvg_nn1@
.	.	y
There	there	ex
is	be	vbz
a	a	at1
difference	difference	nn1
between	between	ii
reading	read	vvg
a	a	at1
bit	bit	nn1
of	of	io
Habermas	habermas	np2
and	and	cc
loudly	loudly	rr
proclaiming	proclaim	vvg
the	the	at
epochal	epochal	jj
changes	change	nn2
wrought	work	vvn
on	on	ii
our	our	appge
public	public	jj_nn1
sphere	sphere	nn1
by	by	ii
the	the	at
decline	decline	nn1
of	of	io
newspapers	newspaper	nn2
and	and	cc
actually	actually	rr
talking	talk	vvg
to	to	ii
journalists	journalist	nn2
about	about	ii
their	their	appge
practices	practice	nn2
.	.	y
Golub	golub	np1@_nn1
's	's	ge
contribution	contribution	nn1
,	,	y
for	for	rex21
instance	instance	rex22
,	,	y
does	do	vdz
not	not	xx
shy	shy	vvi
away	away	ii21_rl
from	from	ii22_ii
the	the	at
details	detail	nn2
of	of	io
World	world	nn1
of	of	io
Warcraft	warcraft	np1_nn1
,	,	y
the	the	at
way	way	nn1
many	many	da2
articles	article	nn2
by	by	ii
lawyers	lawyer	nn2
do	do	vd0
(	(	y
just	just	rr
to	to	to
pick	pick	vvi
on	on	ii_rp@
those	those	dd2
who	who	pnqs
can	can	vm
take	take	vvi
it	it	pph1
)	)	y
.	.	y
Legal	legal	jj
analysis	analysis	nn1
of	of	io
these	these	dd2
games	game	nn2
eschews	eschew	vvz
detailed	detailed	jj
description	description	nn1
,	,	y
either	either	rr
because	because	cs
it	it	pph1
seems	seem	vvz
way	way	nn1_rr%
too	too	rg
geeky	geeky	jj
to	to	to
do	do	vdi
so	so	rr
,	,	y
or	or	cc
more	more	rgr
likely	likely	jj_rr@
because	because	cs
it	it	pph1
is	be	vbz
seen	see	vvn
as	as	csa_rg@_ii@
irrelevant	irrelevant	jj
to	to	ii
the	the	at
argument	argument	nn1
being	be	vbg
made	make	vvn
(	(	y
which	which	ddq
in	in	ii
many	many	da2
circles	circle	nn2
of	of	io
legal	legal	jj
studies	study	nn2
today	today	rt
is	be	vbz
a	a	at1
deliberately	deliberately	rr
thin	thin	jj_vv0@
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
Golub	golub	np1
must	must	vm
demonstrate	demonstrate	vvi
the	the	at
details	detail	nn2
of	of	io
this	this	dd1
lifeworld	lifeworld	nn1
in	in	bcl21
order	order	bcl22
to	to	to
make	make	vvi
his	his	appge
case	case	nn1
that	that	cst
players	player	nn2
in	in	ii
WoW	wow	uh
deliberately	deliberately	rr
break	break	vv0
down	down	rp
and	and	cc
limit	limit	vv0
the	the	at
sensory	sensory	jj
aspects	aspect	nn2
of	of	io
the	the	at
game	game	nn1
in	in	bcl21
order	order	bcl22
to	to	to
achieve	achieve	vvi
other	other	jj
goals	goal	nn2
.	.	y
What	what	ddq
he	he	pphs1
demonstrates	demonstrate	vvz
thereby	thereby	rr
is	be	vbz
not	not	xx
the	the	at
sensory	sensory	jj
realism	realism	nn1
of	of	io
these	these	dd2
games	game	nn2
,	,	y
but	but	ccb
their	their	appge
social	social	jj
realism	realism	nn1
--		nn1
the	the	at
ways	way	nn2
in	in	ii
which	which	ddq
the	the	at
game	game	nn1
facilitates	facilitate	vvz
,	,	y
and	and	cc
perhaps	perhaps	rr
transforms	transform	vvz
,	,	y
affectively	affectively	rr
intense	intense	jj
social	social	jj
bonds	bond	nn2
.	.	y
Coleman	coleman	np1
's	's	ge
contribution	contribution	nn1
does	do	vdz
something	something	pn1
similar	similar	jj
,	,	y
by	by	ii
showing	show	vvg
in	in	ii_rp@
detail	detail	nn1
the	the	at
nature	nature	nn1
of	of	io
hacker	hacker	nn1
embodiment	embodiment	nn1
and	and	cc
sociality	sociality	nn1
across	across	ii
both	both	db2
the	the	at
lived	live	vvn_vvd
experience	experience	nn1
of	of	io
the	the	at
conference	conference	nn1
or	or	cc
hacker	hacker	nn1
camp	camp	nn1
and	and	cc
the	the	at
everyday	everyday	jj
interaction	interaction	nn1
online	online	rr_jj
.	.	y
This	this	dd1
analysis	analysis	nn1
of	of	io
conferences	conference	nn2
as	as	ii_csa
an	a	at1
innovation	innovation	nn1
of	of	io
virtuality	virtuality	nn1
,	,	y
not	not	xx
something	something	pn1
that	that	cst
precedes	precede	vvz
them	them	ppho2
,	,	y
has	have	vhz
general	general	jj
applicability	applicability	nn1
.	.	y
It	it	pph1
has	have	vhz
long	long	rr
been	be	vbn
true	true	jj
of	of	io
scientific	scientific	jj
and	and	cc
scholarly	scholarly	jj
fields	field	nn2
(	(	y
Diana	diana	np1
Crane	crane	np1
's	's	ge_vbz
famous	famous	jj
"	"	y
invisible	invisible	jj
colleges	college	nn2
"	"	y
and	and	cc
the	the	at
essential	essential	jj
role	role	nn1
of	of	io
the	the	at
scientific	scientific	jj
congress	congress	nn1
and	and	cc
yearly	yearly	jj
conferences	conference	nn2
)	)	y
,	,	y
but	but	ccb
is	be	vbz
now	now	rt
also	also	rr
true	true	jj
of	of	io
many	many	da2
other	other	jj
fields	field	nn2
,	,	y
from	from	ii
security	security	nn1
guards	guard	nn2_vvz@
to	to	ii
struggling	struggling	jj_vvg
musicians	musician	nn2
,	,	y
where	where	rrq_cs
people	people	nn
develop	develop	vv0
social	social	jj
bonds	bond	nn2
according	according	ii21
to	to	ii22
professional	professional	jj_nn1@
and	and	cc
work	work	vv0_nn1
affinities	affinity	nn2
,	,	y
not	not	xx
geographical	geographical	jj
or	or	cc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
