##1003056		
Granite	granite	nn1
terrified	terrify	vvn
.	.	y
Edani	edani	np1@_nn2_nn1@
was	be	vbdz
clutching	clutch	vvg
Inasha	inasha	np1
's	's	ge
hand	hand	nn1
.	.	y
<p>	<p>	y
Inasha	inasha	np1@_nn1
stood	stand	vvd
up	up	rp
.	.	y
"	"	y
Mashi	mashi	nn2_np1@
,	,	y
I	i	ppis1
want	want	vv0
you	you	ppy
to	to	to
be	be	vbi
strong	strong	jj
.	.	y
Fear	fear	vv0
never	never	rr
solves	solve	vvz
anything	anything	pn1
.	.	y
Help	help	vv0
Lily	lily	np1_nn1@
remember	remember	vvi
her	her	appge
dream	dream	nn1
.	.	y
"	"	y
Inasha	inasha	nn1_np1@
and	and	cc
Edani	edani	np1_nn1
left	leave	vvd
quietly	quietly	rr
.	.	y
<p>	<p>	y
The	the	at
next	next	md
morning	morning	nnt1
.	.	y
Inasha	inasha	np1@_nn1
took	take	vvd
Lily	lily	np1
to	to	ii
a	a	at1
quiet	quiet	jj
orchard	orchard	nn1
to	to	to
talk	talk	vvi
.	.	y
"	"	y
Lily	lily	np1_nn1
,	,	y
"	"	y
she	she	pphs1
began	begin	vvd
,	,	y
"	"	y
what	what	ddq
you	you	ppy
saw	see	vvd
in	in	ii_rp@
your	your	appge
dream	dream	nn1
-	-	-
it	it	pph1
was	be	vbdz
n't	n't	xx
just	just	rr
scary	scary	jj
for	for	if
you	you	ppy
alone	alone	rr_jj
.	.	y
You	you	ppy
received	receive	vvd
that	that	cst_dd1
dream	dream	vv0_nn1
from	from	ii
the	the	at
Goddess	goddess	nn1
.	.	y
She	she	pphs1
is	be	vbz
telling	tell	vvg
us	us	ppio2
something	something	pn1
through	through	ii
your	your	appge
dream	dream	nn1
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
do	do	vd0
n't	n't	xx
want	want	vvi
to	to	to
alarm	alarm	vvi
you	you	ppy
,	,	y
but	but	ccb
since	since	cs
you	you	ppy
were	be	vbdr
chosen	choose	vvn
for	for	if
this	this	dd1
dream	dream	nn1
,	,	y
I	i	ppis1
'll	will	vm
tell	tell	vvi
you	you	ppy
the	the	at
whole	whole	jj
story	story	nn1
.	.	y
The	the	at
Goddess	goddess	nn1
has	have	vhz
been	be	vbn
sending	send	vvg
us	us	ppio2
this	this	dd1
message	message	nn1
for	for	if
many	many	da2
years	year	nnt2
.	.	y
The	the	at
priestesses	priestess	nn2
received	receive	vvd_vvn
visions	vision	nn2
that	that	cst
our	our	appge
palace	palace	nn1
would	would	vm
be	be	vbi
destroyed	destroy	vvn
,	,	y
that	that	cst
people	people	nn
who	who	pnqs
did	do	vdd
n't	n't	xx
care	care	vvi
about	about	ii
the	the	at
Goddess	goddess	nn1
would	would	vm
come	come	vvi
and	and	cc
kill	kill	vvi
us	us	ppio2
.	.	y
People	people	nn
do	do	vd0
n't	n't	xx
know	know	vvi
about	about	ii
these	these	dd2
visions	vision	nn2
because	because	cs
the	the	at
Queen	queen	nn1
is	be	vbz
keeping	keep	vvg
it	it	pph1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
I	i	ppis1
know-I	know-i	vv0
work	work	nn1_vv0
in	in	ii
the	the	at
palace	palace	nn1
,	,	y
and	and	cc
I	i	ppis1
talk	talk	vv0
to	to	ii
the	the	at
Priestesses	priestess	nn2_np1
.	.	y
"	"	y
<p>	<p>	y
Lily	lily	np1_nn1
was	be	vbdz
confused	confuse	vvn_jj
and	and	cc
stunned	stun	vvn
.	.	y
"	"	y
Does	do	vdz
Mashi	mashi	np1_nn1
know	know	vvi
this	this	dd1
?	?	y
Does	do	vdz
Edani	edani	np1_nn1_jj
?	?	y
"	"	y
<p>	<p>	y
"	"	y
No	no	xx
.	.	y
I	i	ppis1
do	do	vd0
n't	n't	xx
talk	talk	vvi
about	about	ii
it	it	pph1
with	with	iw
anyone	anyone	pn1
.	.	y
I	i	ppis1
will	will	vm
wait	wait	vvi
until	until	cs_ii@
the	the	at
Queen	queen	nn1
is	be	vbz
ready	ready	jj_rr@
.	.	y
"	"	y
<p>	<p>	y
Lily	lily	np1
had	have	vhd
carefully	carefully	rr
planned	plan	vvn
her	her	appge
strategy	strategy	nn1
-	-	-
thinking	think	vvg
up	up	rp_ii@
what	what	ddq
the	the	at
dream	dream	nn1
would	would	vm
be	be	vbi
about	about	rp@_ii
,	,	y
planning	plan	vvg
a	a	at1
night	night	nnt1
to	to	to
scream	scream	vvi
.	.	y
She	she	pphs1
thought	think	vvd
Inasha	inasha	np1
would	would	vm
believe	believe	vvi
a	a	at1
dream	dream	nn1
.	.	y
That	that	dd1
way	way	nn1
,	,	y
Lily	lily	np1
would	would	vm
n't	n't	xx
have	have	vhi
to	to	to
go	go	vvi
into	into	ii
the	the	at
whole	whole	jj
story	story	nn1
of	of	io
how	how	rrq
she	she	pphs1
was	be	vbdz
a	a	at1
time-traveler	time-traveler	nn1_jj
and	and	cc
knew	know	vvd
about	about	ii
the	the	at
destruction	destruction	nn1
.	.	y
Lily	lily	np1_nn1
was	be	vbdz
delighted	delight	vvn@_jj
that	that	cst
her	her	appge
plan	plan	nn1
had	have	vhd
worked	work	vvn
so	so	rg_rr
well	well	rr
.	.	y
<p>	<p>	y
But	but	ccb
now	now	rt
Lily	lily	np1
understood	understand	vvd
why	why	rrq
-	-	-
Inasha	inasha	np1
knew	know	vvd
all	all	db_rr@
along	along	rp
!	!	y
Even	even	rr
the	the	at
Queen	queen	nn1_np1@
knew	know	vvd
!	!	y
And	and	cc
they	they	pphs2
still	still	rr
had	have	vhd
n't	n't	xx
been	be	vbn
able	able	jk
to	to	to
prevent	prevent	vvi
the	the	at
invasion	invasion	nn1
.	.	y
Yet	yet	rr
,	,	y
to	to	to
tell	tell	vvi
them	them	ppho2
,	,	y
Lily	lily	np1
had	have	vhd
risked	risk	vvn
never	never	rr
going	go	vvg
home	home	rl
again	again	rt
.	.	y
Her	her	appge
head	head	nn1
was	be	vbdz
spinning	spin	vvg
.	.	y
She	she	pphs1
did	do	vdd
n't	n't	xx
know	know	vvi
what	what	ddq
to	to	to
do	do	vdi
.	.	y
<p>	<p>	y
"	"	y
Come	come	vv0
on	on	rp
,	,	y
before	before	cs
you	you	ppy
forget	forget	vv0
your	your	appge
dream	dream	nn1
.	.	y
"	"	y
Inasha	inasha	np1@_nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
"	"	y
Where	where	rrq
are	be	vbr
we	we	ppis2
doing	do	vdg
?	?	y
"	"	y
Lily	lily	np1
scrambled	scramble	vvd
up	up	rp
after	after	ii
her	her	ppho1
.	.	y
<p>	<p>	y
"	"	y
We	we	ppis2
're	be	vbr
going	go	vvgk
to	to	to
tell	tell	vvi
the	the	at
Queen	queen	nn1
.	.	y
Do	do	vd0
n't	n't	xx
be	be	vbi
scared	scared	jj_vvn%
,	,	y
"	"	y
Inasha	inasha	np1
added	add	vvd
when	when	rrq_cs
she	she	pphs1
<p>	<p>	y
Map	map	nn1_vv0@
(	(	y
Knossos	knossos	np1
)	)	y
<p>	<p>	y
##1003067		
BUSINESS	business	nn1
FROM	from	ii
THE	the	at
heart	heart	nn1
<p>	<p>	y
It	it	pph1
's	be	vbz_vhz@
3	3	mc
A.M.	am	ra
There	there	ex
is	be	vbz
a	a	at1
soft	soft	jj
knock	knock	nn1
on	on	ii
the	the	at
front	front	jj_nn1
door	door	nn1
.	.	y
A	a	at1_zz1
large	large	jj
,	,	y
pretty	pretty	rg_jj
thirty-three-year-old	thirty-three-year-old	jj
woman	woman	nn1
with	with	iw
dark	dark	jj
brown	brown	jj
eyes	eye	nn2
rouses	rouse	vvz
herself	herself	ppx1
from	from	ii
sleep	sleep	nn1
on	on	ii
the	the	at
couch	couch	nn1
.	.	y
She	she	pphs1
gently	gently	rr
wraps	wrap	vvz
a	a	at1
sleeping	sleeping	jj_nn1
child	child	nn1
in	in	ii
a	a	at1
blanket	blanket	nn1
and	and	cc
carries	carry	vvz
the	the	at
child	child	nn1
into	into	ii
the	the	at
arms	arm	nn2
of	of	io
her	her	appge
father	father	nn1
.	.	y
<p>	<p>	y
"	"	y
Thanks	thanks	nn2
,	,	y
Dezirae	dezirae	np1
,	,	y
"	"	y
he	he	pphs1
whispers	whisper	vvz
,	,	y
"	"	y
you	you	ppy
're	be	vbr
a	a	at1
lifesaver	lifesaver	nn1
.	.	y
"	"	y
The	the	at
child	child	nn1
does	do	vdz
n't	n't	xx
stir	stir	vvi
and	and	cc
will	will	vm
wake	wake	vvi
up	up	rp
in	in	ii
her	her	appge
own	own	da
bed	bed	nn1
.	.	y
<p>	<p>	y
The	the	at
woman	woman	nn1
is	be	vbz
Dezirae	dezirae	np1
Rose	rose	np1_vvd
--	--	x
a	a	at1
wife	wife	nn1
,	,	y
mother	mother	nn1
,	,	y
and	and	cc
the	the	at
owner-operator	owner-operator	nn1
of	of	io
Rose	rose	np1
Day-Care	daycare	np1
,	,	y
located	locate	vvn_vvd
in	in	ii
the	the	at
small	small	jj
town	town	nn1
of	of	io
Bristol	bristol	np1
,	,	y
Tennessee	tennessee	np1
.	.	y
<p>	<p>	y
Bristol	bristol	np1
,	,	y
nestled	nestle	vvd_vvn@
in	in	ii
the	the	at
Great	great	jj
Smoky	smoky	np1
Mountains	mountain	nnl2
,	,	y
lies	lie	vvz_nn2
on	on	ii
the	the	at
Tennessee-Virginia	tennessee-virginia	np1
border	border	nn1
.	.	y
A	a	at1_zz1
quiet	quiet	jj
town	town	nn1
,	,	y
Bristol	bristol	np1
has	have	vhz
been	be	vbn
hard	hard	rr
hit	hit	vvn_vvd
by	by	ii
the	the	at
recession	recession	nn1
of	of	io
recent	recent	jj
years	year	nnt2
.	.	y
A	a	at1_zz1
major	major	jj
steel	steel	nn1
manufacturer	manufacturer	nn1
was	be	vbdz
only	only	rr
the	the	at
first	first	md
in	in	ii
a	a	at1
series	series	nn
of	of	io
plant	plant	nn1
closings	closing	nn2
and	and	cc
layoffs	layoffs	vvz_nn2
--	--	x
from	from	ii
coal	coal	nn1
mining	mining	nn1_vvg
equipment	equipment	nn1
to	to	ii
government	government	nn1
missile	missile	nn1
production	production	nn1
.	.	y
In	in	ii
the	the	at
past	past	jj
seven	seven	mc
years	year	nnt2
,	,	y
more	more	dar
than	than	csn
five	five	mc
major	major	jj
manufacturing	manufacturing	nn1
and	and	cc
production	production	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
is	be	vbz
run	run	vvn
out	out	ii21
of	of	ii22
the	the	at
Rose	rose	nn1_np1_jj@
home	home	rl_nn1
,	,	y
a	a	at1
restored	restored	jj
one-hundred-year-old	one-hundred-year-old	jj
Victorian	victorian	jj
giant	giant	nn1
located	locate	vvn_vvd
in	in	ii_rp@
a	a	at1
quiet	quiet	jj
Tennessee	tennessee	np1
neighborhood	neighborhood	nn1
with	with	iw
a	a	at1
gorgeous	gorgeous	jj
view	view	nn1
of	of	io
the	the	at
mountains	mountain	nn2
.	.	y
Dezirae	dezirae	np1@_nn2
shares	share	vvz@
her	her	ppho1_appge
home	home	rl_nn1
with	with	iw
her	her	appge
husband	husband	nn1
of	of	io
fifteen	fifteen	mc
years	year	nnt2
,	,	y
David	david	np1
,	,	y
and	and	cc
their	their	appge
two	two	mc
children	child	nn2
,	,	y
eleven-year-old	eleven-year-old	nn1
Christopher	christopher	np1
and	and	cc
seven-year-old	seven-year-old	jj
Tiffany	tiffany	np1
.	.	y
<p>	<p>	y
"	"	y
Are	be	vbr
3	3	mc
A.M.	am	ra
pickups	pickup	nn2
the	the	at
norm	norm	nn1
?	?	y
"	"	y
I	i	ppis1
ask	ask	vv0
.	.	y
<p>	<p>	y
"	"	y
Well	well	rr
,	,	y
"	"	y
Dezirae	dezirae	np1
smiles	smile	vvz_nn2
,	,	y
"	"	y
both	both	db2_rr
her	her	appge
parents	parent	nn2
were	be	vbdr
laid	lay	vvn
off	off	ii_rp
their	their	appge
previous	previous	jj
jobs	job	nn2
and	and	cc
were	be	vbdr
lucky	lucky	jj
just	just	rr_jj@
to	to	to
find	find	vvi
work	work	nn1
.	.	y
There	there	ex
was	be	vbdz
no	no	pn121
one	one	pn122
to	to	to_ii
keep	keep	vvi
their	their	appge
little	little	jj
girl	girl	nn1
.	.	y
Someone	someone	pn1
gave	give	vvd
them	them	ppho2
my	my	appge
name	name	nn1
,	,	y
and	and	cc
I	i	ppis1
just	just	rr
could	could	vm
n't	n't	xx
turn	turn	vvi
them	them	ppho2
away	away	rl
.	.	y
"	"	y
<p>	<p>	y
Not	not	xx
turning	turn	vvg
anyone	anyone	pn1
away	away	rl
has	have	vhz
become	become	vvn@
Dezirae	dezirae	np1
Rose	rose	np1
's	's	ge
trademark	trademark	nn1
.	.	y
"	"	y
This	this	dd1
is	be	vbz
my	my	appge
business	business	nn1
,	,	y
"	"	y
she	she	pphs1
says	say	vvz
,	,	y
brown	brown	jj
eyes	eye	nn2
flashing	flash	vvg
,	,	y
"	"	y
and	and	cc
I	i	ppis1
'll	will	vm
run	run	vvi
it	it	pph1
my	my	appge
way	way	nn1
!	!	y
"	"	y
<p>	<p>	y
And	and	cc
that	that	dd1
way	way	nn1
is	be	vbz
from	from	ii
her	her	appge
heart	heart	nn1
.	.	y
Rose	rose	np1@_nn1
's	's	ge
dream	dream	nn1
of	of	io
starting	start	vvg
her	her	appge
own	own	da
child-care	child-care	nn1
business	business	nn1
began	begin	vvd
after	after	cs
she	she	pphs1
took	take	vvd
a	a	at1
staff	staff	nn
job	job	nn1
at	at	ii
a	a	at1
large	large	jj
day-care	daycare	nn
center	center	nn1
in	in	ii
Nashville	nashville	np1
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
decided	decide	vvd
that	that	cst
this	this	dd1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
few	few	da2
changes	change	nn2
.	.	y
We	we	ppis2
the	the	at
staff	staff	nn
were	be	vbdr
told	tell	vvn
not	not	xx
to	to	to
get	get	vvi
too	too	rg
personal	personal	jj
with	with	iw
the	the	at
children	child	nn2
.	.	y
Can	can	vm_vv0%
you	you	ppy
believe	believe	vvi
that	that	dd1
?	?	y
"	"	y
She	she	pphs1
laughs	laugh	vvz
.	.	y
"	"	y
How	how	rrq
can	can	vm
you	you	ppy
not	not	xx
get	get	vvi
too	too	rg
personal	personal	jj
with	with	iw
children	child	nn2
?	?	y
My	my	appge
idea	idea	nn1
of	of	io
a	a	at1
day-care	daycare	nn
center	center	nn1
is	be	vbz
that	that	cst
it	it	pph1
's	be	vbz
not	not	xx
just	just	rr
a	a	at1
preschool	preschool	jj_nn1@
,	,	y
not	not	xx
just	just	rr
a	a	at1
baby-sitter	baby-sitter	nn1
,	,	y
but	but	ccb
a	a	at1
place	place	nn1_vv0
a	a	at1
child	child	nn1
enjoys	enjoy	vvz
coming	come	vvg
to	to	ii
.	.	y
Another	another	dd1
home	home	nn1_rl
.	.	y
Instead	instead	ii21
of	of	ii22
saying	say	vvg
I	i	ppis1
go	go	vv0
to	to	ii
day	day	nnt1
care	care	nn1_vv0
,	,	y
'	'	ge_"@
the	the	at
children	child	nn2
I	i	ppis1
keep	keep	vv0
say	say	vv0
,	,	y
I	i	ppis1
go	go	vv0
to	to	ii
Dezirae	dezirae	np1
's	's	ge
.	.	y
