##1007451		
Historical	historical	jj
hanging	hang	vvg
out	out	rp
with	with	iw
her	her	appge
father	father	nn1
and	and	cc
the	the	at
local	local	jj
football	football	nn1
team	team	nn1
.	.	y
Because	because	cs
Theo	theo	np1
knew	know	vvd
so	so	rg
much	much	da1_rr
about	about	ii
the	the	at
sport	sport	nn1
,	,	y
the	the	at
town	town	nn1
now	now	rt
wanted	want	vvd_vvn
to	to	to
make	make	vvi
him	him	ppho1
the	the	at
new	new	jj
high	high	jj
school	school	nn1
football	football	nn1
coach	coach	nn1
.	.	y
"	"	y
Daddy	daddy	nn1
,	,	y
what	what	ddq
do	do	vd0
you	you	ppy
expect	expect	vvi
me	me	ppio1
to	to	to
do	do	vdi
?	?	y
The	the	at
man	man	nn1
lives	live	vvz_nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
attorney	attorney	nn1
.	.	y
"	"	y
"	"	y
I	i	ppis1
think	think	vv0
you	you	ppy
could	could	vm
change	change	vvi
his	his	appge
mind	mind	nn1
if	if	cs
you	you	ppy
worked	work	vvd_vvn
at	at	ii
it	it	pph1
,	,	y
"	"	y
her	her	appge
father	father	nn1
said	say	vvd
.	.	y
"	"	y
How	how	rrq
?	?	y
"	"	y
she	she	pphs1
asked	ask	vvd
.	.	y
"	"	y
I	i	ppis1
'm	be	vbm
sure	sure	jj
you	you	ppy
'll	will	vm
think	think	vvi
of	of	io
something	something	pn1
,	,	y
"	"	y
he	he	pphs1
said	say	vvd
.	.	y
"	"	y
Now	now	rt
go	go	vv0
sit	sit	vv0
,	,	y
and	and	cc
I	i	ppis1
'll	will	vm
bring	bring	vvi
out	out	rp
supper	supper	nn1
for	for	if
you	you	ppy
and	and	cc
Theo	theo	np1
.	.	y
"	"	y
Michelle	michelle	np1
did	do	vdd
n't	n't	xx
have	have	vhi
a	a	at1
quiet	quiet	jj
moment	moment	nn1
for	for	if
the	the	at
next	next	md
three	three	mc
hours	hour	nnt2
.	.	y
She	she	pphs1
and	and	cc
Theo	theo	np1
had	have	vhd
just	just	rr
finished	finish	vvn
eating	eat	vvg_nn1
when	when	rrq_cs
the	the	at
restaurant	restaurant	nn1
got	get	vvd_vvn
so	so	rg_rr
busy	busy	jj_vv0@
that	that	cst
she	she	pphs1
had	have	vhd
to	to	to
help	help	vvi
out	out	rp
.	.	y
After	after	cs_ii
the	the	at
crowd	crowd	nn1
thinned	thin	vvd_vvn
,	,	y
Michelle	michelle	np1
sat	sit	vvd
at	at	ii
a	a	at1
table	table	nn1
trying	try	vvg
not	not	xx
to	to	to
stare	stare	vvi
at	at	ii
Theo	theo	np1
,	,	y
who	who	pnqs
was	be	vbdz
at	at	ii
the	the	at
bar	bar	nn1
.	.	y
He	he	pphs1
looked	look	vvd
adorable	adorable	jj
in	in	ii
his	his	appge
tee	tee	nn1
shirt	shirt	nn1
and	and	cc
jeans	jeans	nn2
.	.	y
All	all	db_rr@
she	she	pphs1
could	could	vm
think	think	vvi
of	of	io
was	be	vbdz
having	have	vhg
sex	sex	nn1
with	with	iw
him	him	ppho1
.	.	y
Pretty	pretty	rg
soon	soon	rr
,	,	y
he	he	pphs1
would	would	vm
go	go	vvi
home	home	rl
;	;	y
just	just	rr
like	like	ii_vv0@
her	her	appge
father	father	nn1
,	,	y
she	she	pphs1
wanted	want	vvd
him	him	ppho1
to	to	to
stay	stay	vvi
.	.	y
Michelle	michelle	np1
was	be	vbdz
so	so	rg_rr
busy	busy	jj
worrying	worrying	jj
,	,	y
she	she	pphs1
did	do	vdd
n't	n't	xx
notice	notice	vvi
him	him	ppho1
approaching	approach	vvg
her	her	ppho1
.	.	y
"	"	y
I	i	ppis1
'm	be	vbm
gon	go	vvgk
na	na	to
get	get	vvi
some	some	dd
fresh	fresh	jj
air	air	nn1
,	,	y
"	"	y
he	he	pphs1
announced	announce	vvd
casually	casually	rr
.	.	y
As	as	csa
she	she	pphs1
watched	watch	vvd
him	him	ppho1
walk	walk	vv0
away	away	rl
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
He	he	pphs1
had	have	vhd
just	just	rr
pushed	push	vvn
the	the	at
door	door	nn1
open	open	jj_vv0
and	and	cc
stepped	step	vvn
outside	outside	rl_ii
when	when	cs_rrq
she	she	pphs1
went	go	vvd
running	run	vvg
after	after	ii
him	him	ppho1
.	.	y
"	"	y
That	that	dd1
's	be	vbz
it	it	pph1
,	,	y
"	"	y
she	she	pphs1
said	say	vvd
,	,	y
catching	catch	vvg
up	up	rp
with	with	iw
Theo	theo	np1
outside	outside	rl_jj_nn1@
in	in	ii
the	the	at
moonlight	moonlight	nn1
.	.	y
"	"	y
You	you	ppy
win	win	vv0
.	.	y
"	"	y
He	he	pphs1
turned	turn	vvd
around	around	rp
.	.	y
"	"	y
What	what	ddq
?	?	y
"	"	y
"	"	y
You	you	ppy
know	know	vv0
what	what	ddq
I	i	ppis1
'm	be	vbm
talking	talk	vvg
about	about	ii
.	.	y
This	this	dd1
game	game	nn1
we	we	ppis2
've	have	vh0
been	be	vbn
playing	play	vvg
,	,	y
the	the	at
flirting	flirting	nn1@_jj@
and	and	cc
innuendos	innuendo	nn2
.	.	y
We	we	ppis2
're	be	vbr
going	go	vvgk
to	to	to
have	have	vhi
sex	sex	nn1
,	,	y
Theo	theo	np1
Buchanan	buchanan	np1
.	.	y
The	the	at
tear-our-clothes-off	tear-our-clothes-off	jj
,	,	y
mind-blowing	mind-blowing	jj
,	,	y
scream-out-loud	scream-out-loud	jj
kind	kind	nn1
of	of	io
sex	sex	nn1
.	.	y
All	all	db
night	night	nnt1
long	long	rr_jj
.	.	y
You	you	ppy
name	name	vv0@
the	the	at
time	time	nnt1
and	and	cc
the	the	at
place	place	nn1
,	,	y
and	and	cc
I	i	ppis1
'm	be	vbm
there	there	rl
.	.	y
"	"	y
Theo	theo	np1
stared	stare	vvd
at	at	ii
her	her	ppho1
with	with	iw
a	a	at1
devilish	devilish	jj
grin	grin	nn1
.	.	y
Apparently	apparently	rr
,	,	y
she	she	pphs1
'd	have	vhd
rendered	render	vvn
him	him	ppho1
speechless	speechless	jj
.	.	y
She	she	pphs1
folded	fold	vvd
her	her	appge
arms	arm	nn2
and	and	cc
demanded	demand	vvd_vvn
,	,	y
"	"	y
So	so	rr
?	?	y
What	what	ddq
do	do	vd0
you	you	ppy
have	have	vhi
to	to	to
say	say	vvi
to	to	ii
that	that	dd1
?	?	y
"	"	y
"	"	y
Michelle	michelle	np1
,	,	y
turn	turn	vv0
around	around	rp
.	.	y
"	"	y
She	she	pphs1
did	do	vdd
as	as	csa
he	he	pphs1
said	say	vvd
and	and	cc
that	that	dd1
's	be	vbz
when	when	rrq
she	she	pphs1
saw	see	vvd
her	her	appge
father	father	nn1
.	.	y
He	he	pphs1
was	be	vbdz
standing	stand	vvg
in	in	ii
the	the	at
doorway	doorway	nn1
,	,	y
definitely	definitely	rr
close	close	vv0
enough	enough	rr_dd
to	to	to
have	have	vhi
overheard	overhear	vvn
what	what	ddq
she	she	pphs1
'd	have	vhd_vm
just	just	rr
said	say	vvn
to	to	ii
Theo	theo	np1
.	.	y
late-night	late-night	jj
liaisons	liaison	nn2
On	on	ii
the	the	at
drive	drive	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
humiliated	humiliated	jj_vvn_vvd
.	.	y
When	when	cs_rrq
they	they	pphs2
got	get	vvd
back	back	rp
,	,	y
they	they	pphs2
retreated	retreat	vvd
to	to	ii
their	their	appge
bedrooms	bedroom	nn2
without	without	iw
so	so	rr31
much	much	rr32
as	as	rr33
a	a	at1
good-night	goodnight	nn1@_uh
.	.	y
Now	now	rt
Michelle	michelle	np1
could	could	vm
n't	n't	xx
sleep	sleep	vvi
because	because	cs
she	she	pphs1
was	be	vbdz
unable	unable	jk
to	to	to
stop	stop	vvi
thinking	think	vvg_nn1
about	about	ii
Theo	theo	np1
.	.	y
She	she	pphs1
decided	decide	vvd
some	some	dd
late-night	late-night	jj_nnt1
TV	tv	nn1
in	in	ii
the	the	at
den	den	nn1
might	might	vm
take	take	vvi
her	her	appge
mind	mind	nn1
off	off	ii_rp
her	her	appge
lustful	lustful	jj
thoughts	thought	nn2
,	,	y
so	so	cs@_rr
she	she	pphs1
headed	head	vvd@
downstairs	downstairs	rl
.	.	y
"	"	y
Michelle	michelle	np1
,	,	y
what	what	ddq
are	be	vbr
you	you	ppy
doing	do	vdg
?	?	y
Its	its	z'
2:30	2:30	mc
in	in	ii
the	the	at
morning	morning	nnt1
.	.	y
"	"	y
He	he	pphs1
nearly	nearly	rr
scared	scare	vvd
her	her	ppho1
to	to	ii
death	death	nn1
.	.	y
Theo	theo	np1
stood	stand	vvd
in	in	ii_rp@
his	his	appge
doorway	doorway	nn1
,	,	y
his	his	appge
arms	arm	nn2
folded	fold	vvn
across	across	ii
his	his	appge
bare	bare	jj
chest	chest	nn1
.	.	y
His	his	appge
hair	hair	nn1
was	be	vbdz
tousled	tousle	vvn@_jj@
and	and	cc
his	his	appge
face	face	nn1
needed	need	vvd_vvn
a	a	at1
shave	shave	nn1
.	.	y
He	he	pphs1
had	have	vhd
pulled	pull	vvn
on	on	ii
a	a	at1
pair	pair	nn
of	of	io
Levi	levi	np1
's	's	ge
but	but	ccb
had	have	vhd
n't	n't	xx
zipped	zip	vvn
them	them	ppho2
.	.	y
Michelle	michelle	np1
stared	stare	vvd
at	at	ii
the	the	at
narrow	narrow	jj
opening	opening	nn1
between	between	ii
the	the	at
zipper	zipper	nn1
and	and	cc
swallowed	swallow	vvd_jj_vvn
hard	hard	rr_jj
.	.	y
"	"	y
I	i	ppis1
'm	be	vbm
sorry	sorry	jj
,	,	y
Theo	theo	np1
.	.	y
I	i	ppis1
did	do	vdd
n't	n't	xx
mean	mean	vvi
to	to	to
disturb	disturb	vvi
you	you	ppy
,	,	y
but	but	ccb
I	i	ppis1
ca	can	vm
n't	n't	xx
sleep	sleep	vvi
.	.	y
Do	do	vd0
you	you	ppy
want	want	vvi
to	to	to
do	do	vdi
something	something	pn1
until	until	cs
I	i	ppis1
feel	feel	vv0
tired	tired	jj
?	?	y
"	"	y
"	"	y
What	what	ddq
did	do	vdd
you	you	ppy
have	have	vhi
in	in	ii
mind	mind	nn1
?	?	y
"	"	y
"	"	y
I	i	ppis1
could	could	vm
fix	fix	vvi
you	you	ppy
a	a	at1
sandwich	sandwich	nn1
,	,	y
"	"	y
she	she	pphs1
said	say	vvd
.	.	y
"	"	y
Not	not	xx
tonight	tonight	rt
.	.	y
I	i	ppis1
want	want	vv0
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
back	back	rp
into	into	ii
his	his	appge
bedroom	bedroom	nn1
,	,	y
though	though	rr@
.	.	y
He	he	pphs1
took	take	vvd
hold	hold	nn1
of	of	io
her	her	appge
hand	hand	nn1
and	and	cc
tugged	tug	vvd
Michelle	michelle	np1
into	into	ii
her	her	appge
room	room	nn1
.	.	y
Once	once	rr
inside	inside	rl
,	,	y
he	he	pphs1
buried	bury	vvd@
his	his	appge
face	face	nn1
in	in	ii
her	her	appge
hair	hair	nn1
and	and	cc
whispered	whisper	vvd
,	,	y
"	"	y
God	god	np1
,	,	y
you	you	ppy
smell	smell	vv0
good	good	jj
.	.	y
"	"	y
"	"	y
I	i	ppis1
thought	think	vvd
you	you	ppy
wanted	want	vvd
to	to	to
sleep	sleep	vvi
.	.	y
"	"	y
"	"	y
No	no	xx
,	,	y
"	"	y
he	he	pphs1
corrected	correct	vvd
,	,	y
then	then	rt
kissed	kiss	vvd_vvn
that	that	cst_dd1
wonderfully	wonderfully	rr
sensitive	sensitive	jj
spot	spot	nn1
below	below	ii
her	her	appge
ear	ear	nn1
.	.	y
Her	her	appge
breath	breath	nn1
caught	catch	vvn_vvd
in	in	ii_rp@
her	her	appge
throat	throat	nn1
when	when	cs_rrq
his	his	appge
teeth	tooth	nn2
gently	gently	rr
closed	close	vvn_vvd
on	on	ii
her	her	appge
earlobe	earlobe	nn1
.	.	y
"	"	y
I	i	ppis1
said	say	vvd
I	i	ppis1
wanted	want	vvd
to	to	to
go	go	vvi
to	to	ii
bed	bed	nn1
.	.	y
"	"	y
doctor	doctor	nn1_vv0%
feel-good	feel-good	jj_nn1%
His	his	appge
mouth	mouth	nn1
covered	cover	vvd_vvn
hers	hers	ppge
in	in	ii
a	a	at1
long	long	jj_rr
,	,	y
passionate	passionate	jj
kiss	kiss	nn1
that	that	cst
let	let	vv0_vvd@
her	her	ppho1
know	know	vvi
how	how	rgq
much	much	da1
he	he	pphs1
wanted	want	vvd
her	her	ppho1
too	too	rr@
.	.	y
Her	her	appge
lips	lip	nn2
parted	part	vvn
,	,	y
and	and	cc
she	she	pphs1
felt	feel	vvd
a	a	at1
jolt	jolt	nn1
of	of	io
pleasure	pleasure	nn1
all	all	db
the	the	at
way	way	nn1
down	down	rp
to	to	ii
her	her	appge
toes	toe	nn2
when	when	cs_rrq
his	his	appge
tongue	tongue	nn1
went	go	vvd
in	in	ii31
search	search	ii32
of	of	ii33
hers	hers	ppge
.	.	y
Her	her	appge
arms	arm	nn2
wrapped	wrap	vvn_vvd
around	around	ii_rp
his	his	appge
waist	waist	nn1
,	,	y
and	and	cc
then	then	rt
her	her	appge
hands	hand	nn2
began	begin	vvd
to	to	to
stroke	stroke	vvi
and	and	cc
caress	caress	vvi
him	him	ppho1
.	.	y
She	she	pphs1
could	could	vm
feel	feel	vvi
the	the	at
hard	hard	jj
muscles	muscle	nn2
of	of	io
his	his	appge
back	back	nn1
under	under	ii
her	her	appge
fingertips	fingertip	nn2
,	,	y
and	and	cc
when	when	cs_rrq
her	her	appge
hips	hip	nn2
began	begin	vvd
to	to	to
move	move	vvi
restlessly	restlessly	rr
against	against	ii
him	him	ppho1
,	,	y
she	she	pphs1
felt	feel	vvd
him	him	ppho1
tremble	tremble	vvi
.	.	y
She	she	pphs1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
his	his	appge
hips	hip	nn2
.	.	y
"	"	y
Slow	slow	vv0@
down	down	rp
,	,	y
sweetheart	sweetheart	nn1
,	,	y
"	"	y
he	he	pphs1
said	say	vvd
.	.	y
"	"	y
We	we	ppis2
've	have	vh0
got	get	vvn
all	all	db
night	night	nnt1
.	.	y
"	"	y
And	and	cc
that	that	dd1
was	be	vbdz
the	the	at
problem	problem	nn1
.	.	y
She	she	pphs1
wanted	want	vvd
more	more	dar
than	than	csn
one	one	mc1
night	night	nnt1
.	.	y
She	she	pphs1
wanted	want	vvd
forever	forever	rt
,	,	y
but	but	ccb
she	she	pphs1
knew	know	vvd
that	that	dd1_cst
was	be	vbdz
n't	n't	xx
possible	possible	jj
,	,	y
and	and	cc
so	so	rr_cs@
she	she	pphs1
decided	decide	vvd
to	to	to
take	take	vvi
what	what	ddq
she	she	pphs1
could	could	vm
get	get	vvi
.	.	y
They	they	pphs2
shared	share	vvd
another	another	dd1
hot	hot	jj
,	,	y
tongue-thrusting	tongue-thrusting	jj_nn1
kiss	kiss	nn1
,	,	y
and	and	cc
then	then	rt
he	he	pphs1
pulled	pull	vvd
away	away	rl
,	,	y
stepped	step	vvd_vvn
back	back	rp
,	,	y
and	and	cc
stripped	strip	vvd_vvn
off	off	rp_ii
his	his	appge
jeans	jeans	nn2
.	.	y
The	the	at
sight	sight	nn1
of	of	io
his	his	appge
naked	naked	jj
body	body	nn1
overwhelmed	overwhelm	vvn_vvd@
her	her	ppho1
because	because	cs
he	he	pphs1
was	be	vbdz
so	so	rg
perfectly	perfectly	rr
sculpted	sculpt	vvn_vvd_jj
.	.	y
She	she	pphs1
reached	reach	vvd
for	for	if
the	the	at
straps	strap	nn2
of	of	io
her	her	appge
gown	gown	nn1
,	,	y
but	but	ccb
he	he	pphs1
stopped	stop	vvd
her	her	ppho1
.	.	y
"	"	y
Let	let	vv0
me	me	ppio1
.	.	y
"	"	y
Slowly	slowly	rr
,	,	y
Theo	theo	np1
pulled	pull	vvd
her	her	appge_ppho1
nightgown	nightgown	nn1_vv0
over	over	ii_rp
her	her	appge
head	head	nn1
and	and	cc
tossed	toss	vvd
it	it	pph1
onto	onto	ii
the	the	at
floor	floor	nn1
.	.	y
He	he	pphs1
picked	pick	vvd
her	her	ppho1
up	up	rp
in	in	ii
his	his	ppge@
an-as	an-as	csa
and	and	cc
carried	carry	vvd
her	her	ppho1
to	to	ii
the	the	at
bed	bed	nn1
.	.	y
His	his	appge
fingers	finger	nn2
circled	circle	vvd
her	her	appge
belly	belly	nn1
button	button	nn1
,	,	y
then	then	rt
moved	move	vvd_vvn
lower	low	jjr_rrr@
.	.	y
She	she	pphs1
sucked	suck	vvd
in	in	ii_rp@
her	her	appge
breath	breath	nn1
,	,	y
"	"	y
Wait	wait	vv0
,	,	y
"	"	y
she	she	pphs1
whispered	whisper	vvd
.	.	y
"	"	y
You	you	ppy
do	do	vd0
n't	n't	xx
like	like	vvi
it	it	pph1
?	?	y
"	"	y
His	his	appge
fingers	finger	nn2
were	be	vbdr
magical	magical	jj
.	.	y
"	"	y
Yes	yes	uh
..	..	y
yes	yes	uh
,	,	y
but	but	ccb
ifyou	ifyou	nn1
do	do	vd0
n't	n't	xx
stop	stop	vvi
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
He	he	pphs1
was	be	vbdz
driving	drive	vvg
her	her	appge_ppho1
crazy	crazy	jj
,	,	y
teasing	tease	vvg_nn1_jj
,	,	y
preparing	prepare	vvg
her	her	ppho1
for	for	if
him	him	ppho1
.	.	y
His	his	appge
head	head	nn1
dipped	dip	vvd_vvn
,	,	y
and	and	cc
he	he	pphs1
began	begin	vvd
to	to	to
kiss	kiss	vvi
between	between	ii
her	her	appge
breasts	breast	nn2
.	.	y
He	he	pphs1
kissed	kiss	vvd
each	each	dd1
one	one	pn1
,	,	y
his	his	appge
tongue	tongue	nn1
stroking	stroke	vvg
her	her	appge
nipples	nipple	nn2
until	until	cs
she	she	pphs1
was	be	vbdz
arched	arch	vvn
half	half	db_rr@
offthe	offthe	vv0_nn1
bed	bed	nn1
.	.	y
He	he	pphs1
moved	move	vvd
down	down	rp
her	her	appge
body	body	nn1
,	,	y
kissing	kiss	vvg
every	every	at1
inch	inch	nnu1
of	of	io
her	her	appge
skin	skin	nn1
until	until	cs
she	she	pphs1
cried	cry	vvd
out	out	rp
with	with	iw
pleasure	pleasure	nn1
.	.	y
Then	then	rt
he	he	pphs1
moved	move	vvd
lower	low	jjr_rrr@
until	until	cs_ii@
his	his	appge
mouth	mouth	nn1
was	be	vbdz
between	between	ii
her	her	appge
thighs	thigh	nn2
.	.	y
She	she	pphs1
clung	cling	vvd
to	to	ii
him	him	ppho1
as	as	csa
he	he	pphs1
brought	bring	vvd
her	her	ppho1
to	to	ii
a	a	at1
fevered	fevered	jj@
pitch	pitch	nn1
again	again	rt
and	and	cc
again	again	rt
with	with	iw
his	his	appge
mouth	mouth	nn1
.	.	y
But	but	ccb
just	just	rr
when	when	cs_rrq
she	she	pphs1
was	be	vbdz
reaching	reach	vvg
the	the	at
explosive	explosive	jj
brink	brink	nn1
,	,	y
he	he	pphs1
stopped	stop	vvd
and	and	cc
pUlled	pull	vvd_vvn
away	away	rl
.	.	y
When	when	cs_rrq
she	she	pphs1
thought	think	vvd
she	she	pphs1
could	could	vm
n't	n't	xx
take	take	vvi
it	it	pph1
anymore	anymore	rr
,	,	y
he	he	pphs1
put	put	vvd
his	his	appge
hands	hand	nn2
down	down	rp
there	there	rl
and	and	cc
began	begin	vvd
to	to	to
stroke	stroke	vvi
her	her	ppho1
once	once	rr21
again	again	rr22
.	.	y
Consumed	consume	vvn_vvd
with	with	iw
the	the	at
waves	wave	nn2
of	of	io
pleasure	pleasure	nn1
still	still	rr
coursing	course	vvg
through	through	ii_rp@
her	her	appge
body	body	nn1
,	,	y
she	she	pphs1
braced	brace	vvd
herself	herself	ppx1
as	as	csa
he	he	pphs1
knelt	kneel	vvd
before	before	ii
her	her	ppho1
and	and	cc
roughly	roughly	rr
parted	part	vvd_vvn
her	her	appge
thighs	thigh	nn2
.	.	y
Then	then	rt
,	,	y
at	at	rr31
long	long	rr32
last	last	rr33
,	,	y
he	he	pphs1
lifted	lift	vvd
her	her	appge
hips	hip	nn2
and	and	cc
sank	sink	vvd
himself	himself	ppx1
deep	deep	rr_jj
inside	inside	ii
her	her	ppho1
.	.	y
She	she	pphs1
moved	move	vvd
forcefully	forcefully	rr
,	,	y
arch	arch	nn1_jj
ing	ing	vvg
up	up	rp
against	against	ii
him	him	ppho1
to	to	to
take	take	vvi
him	him	ppho1
deeper	deep	jjr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
again	again	rr22
,	,	y
then	then	rt
again	again	rt
and	and	cc
again	again	rt
and	and	cc
again	again	rt
.	.	y
Theo	theo	np1
wanted	want	vvd
to	to	to
tell	tell	vvi
her	her	ppho1
how	how	rgq@_rrq
perfect	perfect	jj_vv0@
she	she	pphs1
was	be	vbdz
,	,	y
but	but	ccb
lie	lie	vv0_nn1@
could	could	vm
n't	n't	xx
get	get	vvi
the	the	at
words	word	nn2
out	out	rp
.	.	y
The	the	at
intensity	intensity	nn1
of	of	io
the	the	at
feelings	feeling	nn2
rocketing	rocket	vvg@_jj
through	through	ii_rp@
his	his	appge
body	body	nn1
was	be	vbdz
too	too	rg
overpowering	overpowering	jj
.	.	y
She	she	pphs1
would	would	vm
n't	n't	xx
let	let	vvi
him	him	ppho1
slow	slow	rr@_vv0@
down	down	rp
.	.	y
He	he	pphs1
buried	bury	vvd
himself	himself	ppx1
inside	inside	ii
her	her	ppho1
,	,	y
and	and	cc
with	with	iw
one	one	mc1
final	final	jj_nn1
thrust	thrust	nn1
,	,	y
they	they	pphs2
climaxed	climax	vvd
while	while	cs
she	she	pphs1
held	hold	vvd
him	him	ppho1
close	close	rr@_jj_vv0
.	.	y
It	it	pph1
took	take	vvd
a	a	at1
few	few	da2
minutes	minute	nnt2
for	for	if
both	both	db2
of	of	io
them	them	ppho2
to	to	to
recover	recover	vvi
.	.	y
Finally	finally	rr
,	,	y
Michelle	michelle	np1
started	start	vvd
to	to	to
laugh	laugh	vvi
.	.	y
"	"	y
Loving	love	vvg_jj
you	you	ppy
is	be	vbz
going	go	vvgk
to	to	to
be	be	vbi
the	the	at
death	death	nn1
of	of	io
me	me	ppio1
,	,	y
"	"	y
she	she	pphs1
said	say	vvd
as	as	csa
she	she	pphs1
traced	trace	vvd
the	the	at
tiny	tiny	jj
scar	scar	nn1
from	from	ii
his	his	appge
appendectomy	appendectomy	nn1
.	.	y
"	"	y
I	i	ppis1
can	can	vm
see	see	vvi
the	the	at
headlines	headline	nn2
now	now	rt
:	:	y
Sex	sex	nn1
Kills	kill	vvz
Surgeon	surgeon	nn1
.	.	y
"	"	y
She	she	pphs1
leaned	lean	vvd
down	down	rp
and	and	cc
gently	gently	rr
kissed	kiss	vvd_vvn
the	the	at
scar	scar	nn1
.	.	y
"	"	y
Do	do	vd0
you	you	ppy
do	do	vdi
that	that	dd1
to	to	ii
all	all	db
of	of	io
your	your	appge
patients	patient	nn2
?	?	y
"	"	y
he	he	pphs1
asked	ask	vvd
.	.	y
"	"	y
It	it	pph1
's	be	vbz
part	part	nn1
of	of	io
the	the	at
oath	oath	nn1
I	i	ppis1
took	take	vvd
.	.	y
Kiss	kiss	vv0
it	it	pph1
and	and	cc
make	make	vv0
it	it	pph1
better	better	rrr_jjr
.	.	y
"	"	y
"	"	y
Want	want	vv0
to	to	to
know	know	vvi
what	what	ddq
my	my	appge
favorite	favorite	jj_nn1
thing	thing	nn1
about	about	ii
you	you	ppy
is	be	vbz
?	?	y
"	"	y
Theo	theo	np1
whispered	whisper	vvd
.	.	y
"	"	y
What	what	ddq
?	?	y
"	"	y
she	she	pphs1
asked	ask	vvd
in	in	ii_rp@
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
breast	breast	nn1
.	.	y
If	if	cs
she	she	pphs1
had	have	vhd
n't	n't	xx
been	be	vbn
so	so	rg_rr
tired	tired	jj
,	,	y
she	she	pphs1
would	would	vm
have	have	vhi
asked	ask	vvn@
him	him	ppho1
why	why	rrq
men	man	nn2
have	have	vh0
such	such	da
an	a	at1
obsession	obsession	nn1
with	with	iw
breasts	breast	nn2
.	.	y
Then	then	rt
she	she	pphs1
suddenly	suddenly	rr
realized	realize	vvd
just	just	rr
where	where	cs_rrq
his	his	appge
hand	hand	nn1
was	be	vbdz
pressed	press	vvn
,	,	y
and	and	cc
tears	tear	nn2
sprang	spring	vvd
into	into	ii
her	her	appge
eyes	eye	nn2
.	.	y
He	he	pphs1
had	have	vhd
placed	place	vvn
his	his	appge
hand	hand	nn1
over	over	ii_rp
her	her	appge
heart	heart	nn1
.	.	y
Footnote	footnote	np1@_nn1_vv0
Adapted	adapt	vvd
from	from	ii
MERCY	mercy	nn1
2001	2001	mc
by	by	ii
Julie	julie	np1
Garwood	garwood	np1
.	.	y
Published	publish	vvn
by	by	ii
Pocket	pocket	nn1
Books	book	nn2
.	.	y
<p>	<p>	y
##1007467		
It	it	pph1
was	be	vbdz
just	just	rr
a	a	at1
year	year	nnt1
after	after	ii_cs
her	her	appge
husband	husband	nn1
left	leave	vvd_vvn
,	,	y
and	and	cc
Jillian	jillian	jj
and	and	cc
the	the	at
kids	kid	nn2
were	be	vbdr
on	on	ii
their	their	appge
own	own	da
.	.	y
She	she	pphs1
wanted	want	vvd
the	the	at
holiday	holiday	nn1
to	to	to
be	be	vbi
special	special	jj
,	,	y
but	but	ccb
she	she	pphs1
never	never	rr
imagined	imagine	vvd_vvn
it	it	pph1
would	would	vm
be	be	vbi
a	a	at1
turning	turning	jj@_nn1
point	point	nn1
in	in	ii
her	her	appge
life	life	nn1
.	.	y
By	by	ii
Toni	toni	np1
Gerber	gerber	np1
Hope	hope	np1_nn1
<p>	<p>	y
JILLIAN	jillian	np1
PUT	put	vvd
DOWN	down	rp_ii@
THE	the	at
LAST	last	md
OF	of	io
THE	the	at
GROCERY	grocery	nn1
BAGS	bag	nn2
AND	and	cc
GLANCED	glance	vvd
OVER	over	rp
AT	at	ii
the	the	at
answering	answering	jj_nn1
machine	machine	nn1
.	.	y
One	one	pn1
call-she	call-she	pphs1
could	could	vm
guess	guess	vvi
who	who	pnqs
that	that	dd1
would	would	vm
be	be	vbi
.	.	y
She	she	pphs1
pulled	pull	vvd
off	off	rp
her	her	appge_ppho1
down	down	jj%_rp_nn1%
parka	parka	nn1
and	and	cc
ski	ski	vv0_nn1
cap	cap	nn1
,	,	y
hung	hang	vvd
them	them	ppho2
near	near	ii
the	the	at
back	back	nn1_jj@
door	door	nn1
,	,	y
then	then	rt
shook	shake	vvd
out	out	rp
her	her	appge
hair	hair	nn1
.	.	y
She	she	pphs1
needed	need	vvd
a	a	at1
haircut	haircut	nn1
,	,	y
she	she	pphs1
knew	know	vvd
.	.	y
When	when	cs_rrq
it	it	pph1
was	be	vbdz
styled	style	vvn
,	,	y
Jillian	jillian	nn1@_jj
's	's	ge
straight	straight	rr_jj
brown	brown	jj
hair	hair	nn1
had	have	vhd
a	a	at1
nice	nice	jj
swing	swing	nn1
,	,	y
but	but	ccb
now	now	rt
it	it	pph1
hung	hang	vvd
limply	limply	rr
against	against	ii
her	her	appge
neck	neck	nn1
.	.	y
*	*	fu
She	she	pphs1
was	be	vbdz
right	right	jj
about	about	ii
the	the	at
call	call	nn1
.	.	y
*	*	fu
"	"	y
Hi	hi	uh
,	,	y
sweetie	sweetie	nn1
