##4021957		
Present	present	jj_nn1
elegantly	elegantly	rr
detailed	detailed	jj
front	front	jj_nn1
porch	porch	nn1
had	have	vhd
now	now	rt
been	be	vbn
burned	burn	vvn
black	black	jj_nn1@
,	,	y
embers	ember	nn2
glowing	glow	vvg
in	in	ii
the	the	at
wood	wood	nn1
.	.	y
A	a	at1
couple	couple	nn1
of	of	io
small	small	jj
cottages	cottage	nn2
were	be	vbdr
also	also	rr
ablaze	ablaze	jj
.	.	y
//	//	zz
A	a	at1@_zz1
handful	handful	nn1
of	of	io
people-no	people-no	jj_nn1%
more	more	rrr
than	than	csn
a	a	at1
dozen-had		vhd
gathered	gather	vvn
in	in	ii
the	the	at
center	center	nn1
of	of	io
the	the	at
village	village	nn1
to	to	to
watch	watch	vvi
the	the	at
conflagration	conflagration	nn1
.	.	y
They	they	pphs2
hung	hang	vvd
back	back	rp
as	as	cs21
though	though	cs22
afraid	afraid	jj
the	the	at
fire	fire	nn1
would	would	vm
engulf	engulf	vvi
them	them	ppho2
.	.	y
None	none	pn
of	of	io
them	them	ppho2
so	so	rr31
much	much	rr32
as	as	rr33
looked	look	vvn_vvd
at	at	ii
Julianna	julianna	np1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
had	have	vhd
seen	see	vvn
dozens	dozen	m
of	of	io
small	small	jj
houses	house	nn2
and	and	cc
cottages	cottage	nn2
.	.	y
Admittedly	admittedly	rr
,	,	y
some	some	dd
of	of	io
them	them	ppho2
had	have	vhd
looked	look	vvn
abandoned	abandon	vvn_vvd_jj@
,	,	y
but	but	ccb
could	could	vm
there	there	rl_ex
really	really	rr
be	be	vbi
so	so	rg
few	few	da2
people	people	nn
living	live	vvg_nn1
on	on	ii
this	this	dd1
island	island	nn1
?	?	y
//	//	zz
The	the	at
gray	gray	jj
sky	sky	nn1
hung	hang	vvd_vvn
low	low	jj
and	and	cc
heavy	heavy	jj
,	,	y
and	and	cc
with	with	iw
the	the	at
blanket	blanket	nn1
of	of	io
snow	snow	nn1
muffling	muffle	vvg
all	all	db
sounds	sound	nn2
,	,	y
the	the	at
whole	whole	jj
island	island	nn1
had	have	vhd
a	a	at1
claustrophobic	claustrophobic	jj
feel	feel	nn1%_vv0
.	.	y
When	when	cs
the	the	at
sound	sound	nn1
of	of	io
cracking	cracking	jj_vvg
wood	wood	nn1
split	split	vvd_vv0_vvn
the	the	at
sky	sky	nn1
,	,	y
Julianna	julianna	np1
jumped	jump	vvd
as	as	cs21
though	though	cs22
it	it	pph1
had	have	vhd
been	be	vbn
a	a	at1
gunshot.	gunshot	nnu
//	//	zz
But	but	ccb
it	it	pph1
was	be	vbdz
only	only	rr
the	the	at
roof	roof	nn1
of	of	io
the	the	at
church	church	nn1
buckling	buckle	vvg_nn1@
.	.	y
Red	red	jj_nn1
embers	ember	nn2
sprayed	spray	vvn_vvd
into	into	ii
the	the	at
sky	sky	nn1
.	.	y
//	//	zz
A	a	zz1_at1@
strong	strong	jj
hand	hand	nn1
grabbed	grab	vvd_vvn
her	her	appge
arm	arm	nn1
and	and	cc
pulled	pull	vvd
her	her	ppho1
backward	backward	rl
,	,	y
and	and	cc
she	she	pphs1
turned	turn	vvd
to	to	to
glare	glare	vvi
at	at	ii
the	the	at
man	man	nn1
who	who	pnqs
'd	have	vhd
taken	take	vvn
hold	hold	nn1
of	of	io
her	her	ppho1
.	.	y
It	it	pph1
was	be	vbdz
Halliwell	halliwell	np1
,	,	y
his	his	appge
sad	sad	jj
eyes	eye	nn2
dark	dark	nn1_jj
with	with	iw
confusion	confusion	nn1
.	.	y
//	//	zz
Julianna	julianna	np1
shook	shake	vvd
herself	herself	ppx1
free	free	jj
.	.	y
"	"	y
Do	do	vd0
n't	n't	xx
do	do	vdi
that	that	dd1
,	,	y
okay	okay	rr
?	?	y
"	"	y
//	//	zz
Halliwell	halliwell	np1_nn1@
gave	give	vvd
her	her	ppho1
a	a	at1
look	look	nn1
as	as	rg
cold	cold	jj
as	as	csa
the	the	at
storm	storm	nn1
.	.	y
"	"	y
You	you	ppy
were	be	vbdr
too	too	rg
close	close	jj
.	.	y
"	"	y
//	//	zz
Before	before	cs
she	she	pphs1
could	could	vm
respond	respond	vvi
there	there	rl
came	come	vvd
another	another	dd1
crack	crack	nn1
of	of	io
wood	wood	nn1
and	and	cc
then	then	rt
a	a	at1
splintering	splintering	jj@_nn1@
noise	noise	nn1
,	,	y
accompanied	accompany	vvn
by	by	ii
the	the	at
hiss	hiss	nn1
of	of	io
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
the	the	at
steeple	steeple	nn1
start	start	nn1_vv0
to	to	to
fall	fall	vvi
.	.	y
It	it	pph1
snapped	snap	vvd
in	in	ii
two	two	mc
,	,	y
part	part	nn1
of	of	io
it	it	pph1
crashing	crash	vvg
down	down	rp
inside	inside	ii
the	the	at
blazing	blazing	jj@
ruin	ruin	nn1
.	.	y
But	but	ccb
the	the	at
top	top	nn1
of	of	io
the	the	at
steeple	steeple	nn1
struck	strike	vvd_vvn
the	the	at
ground	ground	nn1
only	only	rr
a	a	at1
few	few	da2
feet	foot	nn2
from	from	ii
where	where	rrq
she	she	pphs1
had	have	vhd
been	be	vbn
standing	stand	vvg
,	,	y
the	the	at
fire	fire	nn1
sending	send	vvg
up	up	rp
tendrils	tendril	nn2
of	of	io
steam	steam	nn1
as	as	csa
it	it	pph1
hit	hit	vvd
the	the	at
snow	snow	nn1
.	.	y
//	//	zz
For	for	if
a	a	at1
moment	moment	nn1
she	she	pphs1
could	could	vm
only	only	rr
stare	stare	vvi
at	at	ii
the	the	at
ground	ground	nn1
,	,	y
then	then	rt
she	she	pphs1
let	let	vvd@
out	out	rp
a	a	at1
shuddering	shuddering	jj@_nn1@
breath	breath	nn1
and	and	cc
glanced	glance	vvd
at	at	ii
Halliwell	halliwell	np1
.	.	y
"	"	y
Thank	thank	vv0
you	you	ppy
.	.	y
"	"	y
//	//	zz
The	the	at
detective	detective	nn1
replied	reply	vvd
with	with	iw
an	a	at1
almost	almost	rr
imperceptible	imperceptible	jj
shrug	shrug	nn1
,	,	y
then	then	rt
turned	turn	vvd_vvn
to	to	to
survey	survey	vvi
the	the	at
village	village	nn1
,	,	y
as	as	cs21
though	though	cs22
he	he	pphs1
was	be	vbdz
back	back	rp
in	in	ii
Maine	maine	np1
and	and	cc
this	this	dd1
was	be	vbdz
just	just	rr
another	another	dd1
case	case	nn1
.	.	y
Halliwell	halliwell	nn1_np1@_vv0
was	be	vbdz
thus	thus	rr
far	far	rr
doing	do	vdg
an	a	at1
excellent	excellent	jj
job	job	nn1
of	of	io
pretending	pretend	vvg
he	he	pphs1
was	be	vbdz
undisturbed	undisturbed	jj
by	by	ii
what	what	ddq
they	they	pphs2
had	have	vhd
seen	see	vvn
as	as	csa
they	they	pphs2
arrived	arrive	vvd
at	at	ii
Canna	canna	np1
Island	island	nnl1
.	.	y
They	they	pphs2
'd	have	vm
come	come	vvi
halfway	halfway	rr_jj
around	around	ii
the	the	at
world	world	nn1
in	in	ii31
search	search	ii32
of	of	ii33
Oliver	oliver	np1
Bascombe	bascombe	np1
on	on	ii
a	a	at1
journey	journey	nn1
financed	finance	vvn
by	by	ii
the	the	at
law	law	nn1
firm	firm	nn1
of	of	io
Bascombe	bascombe	np1
&	&amp;	cc
Cox	cox	np1
.	.	y
Halliwell	halliwell	nn1_np1@_vv0
was	be	vbdz
a	a	at1
homicide	homicide	nn1
detective	detective	nn1
,	,	y
moonlighting	moonlight	vvg
for	for	if
the	the	at
firm	firm	nn1_jj
because	because	cs
Oliver	oliver	np1
was	be	vbdz
wanted	want	vvn
for	for	if
questioning	question	vvg_nn1
in	in	ii31
connection	connection	ii32
with	with	ii33
the	the	at
murder	murder	nn1
of	of	io
his	his	appge
father	father	nn1
.	.	y
Julianna	julianna	nn1_np1@
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
for	for	if
the	the	at
firm	firm	nn1_jj
.	.	y
//	//	zz
Oliver	oliver	np1
Bascombe	bascombe	np1
was	be	vbdz
her	her	appge
fianc.	fianc	nnu
//	//	zz
He	he	pphs1
had	have	vhd
disappeared	disappear	vvn
shortly	shortly	rr
before	before	ii_cs
his	his	appge
father	father	nn1
's	's	ge
murder-gone	murder-gone	nn1_jj
missing	miss	vvg_jj
in	in	ii
the	the	at
middle	middle	nn1
of	of	io
the	the	at
night	night	nnt1
,	,	y
in	in	ii
a	a	at1
snowstorm	snowstorm	nn1
far	far	rg
worse	bad	jjr_rrr@
than	than	csn
the	the	at
one	one	pn1
currently	currently	rr
assailing	assail	vvg
Canna	canna	np1
Island	island	nnl1
.	.	y
Then	then	rt
,	,	y
on	on	ii
the	the	at
night	night	nnt1
of	of	io
Max	maximum	np1
Bascombe	bascombe	np1
's	's	ge
murder	murder	nn1
,	,	y
Oliver	oliver	np1
's	's	ge
sister	sister	nn1
,	,	y
Collette	collette	np1_nn1
,	,	y
had	have	vhd
gone	go	vvn
missing	miss	vvg_jj
as	as	rr21_rg
well	well	rr22_rr
.	.	y
There	there	ex
was	be	vbdz
so	so	rg
much	much	da1_rr
more-theories		nn2
that	that	cst
Halliwell	halliwell	np1
had	have	vhd
,	,	y
imagined	imagined	jj_vvd
connections	connection	nn2
to	to	ii
the	the	at
mutilation	mutilation	nn1
murders	murder	nn2
of	of	io
dozens	dozen	m
of	of	io
children	child	nn2
around	around	ii
the	the	at
world-but	world	ccb
there	there	ex
could	could	vm
be	be	vbi
no	no	at
answers	answer	nn2
to	to	ii
any	any	dd
of	of	io
those	those	dd2
questions	question	nn2
until	until	cs_ii@
Oliver	oliver	np1
was	be	vbdz
found	find	vvn
.	.	y
The	the	at
murder	murder	nn1
of	of	io
one	one	mc1
of	of	io
its	its	z'
founders	founder	nn2
had	have	vhd
been	be	vbn
ugly	ugly	jj
enough	enough	rr
;	;	y
if	if	cs
there	there	ex
was	be	vbdz
to	to	to
be	be	vbi
more	more	rgr
bad	bad	jj
publicity	publicity	nn1
,	,	y
the	the	at
firm	firm	nn1
wanted	want	vvd_vvn
to	to	to
be	be	vbi
in	in	ii
a	a	at1
position	position	nn1
to	to	to
do	do	vdi
some	some	dd
spin	spin	nn1_vv0
control	control	nn1
.	.	y
//	//	zz
Julianna	julianna	np1_nn1@
and	and	cc
Halliwell	halliwell	np1
had	have	vhd
tracked	track	vvn
Oliver	oliver	np1
here	here	rl
and	and	cc
paid	pay	vvn
a	a	at1
local	local	jj
man	man	nn1
an	a	at1
absurd	absurd	jj
sum	sum	nn1
of	of	io
money	money	nn1
to	to	to
take	take	vvi
them	them	ppho2
out	out	rp
to	to	ii
the	the	at
island	island	nn1
in	in	ii
the	the	at
midst	midst	nn1
of	of	io
the	the	at
storm	storm	nn1
.	.	y
On	on	ii
their	their	appge
arrival	arrival	nn1
,	,	y
they	they	pphs2
had	have	vhd
been	be	vbn
rewarded	reward	vvn
with	with	iw
a	a	at1
brief	brief	jj
glimpse	glimpse	nn1
of	of	io
Oliver	oliver	np1
as	as	csa
he	he	pphs1
strode	stride	vvd
toward	toward	ii
them-toward	them-toward	ii
the	the	at
dock-with	dock-with	iw
the	the	at
fires	fire	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Oliver	oliver	np1
had	have	vhd
not	not	xx
been	be	vbn
alone	alone	jj
.	.	y
He	he	pphs1
had	have	vhd
been	be	vbn
accompanied	accompany	vvn
by	by	ii
a	a	at1
man	man	nn1
with	with	iw
blue	blue	jj
feathers	feather	nn2
in	in	ii
his	his	appge
hair	hair	nn1
,	,	y
an	a	at1
Asian	asian	jj
woman	woman	nn1
wearing	wear	vvg
a	a	at1
copper-red	copper-red	jj_nn1
fur	fur	nn1
cloak	cloak	nn1
,	,	y
and	and	cc
a	a	at1
man	man	nn1
made	make	vvn
entirely	entirely	rr
of	of	io
ice	ice	nn1
.	.	y
//	//	zz
She	she	pphs1
and	and	cc
Halliwell	halliwell	np1
had	have	vhd
not	not	xx
discussed	discuss	vvn
that	that	cst_dd1
particular	particular	jj
topic	topic	nn1
,	,	y
but	but	ccb
she	she	pphs1
was	be	vbdz
not	not	xx
prone	prone	jj
to	to	ii
hallucination	hallucination	nn1
.	.	y
She	she	pphs1
knew	know	vvd
precisely	precisely	rr
what	what	ddq
she	she	pphs1
had	have	vhd
seen	see	vvn
,	,	y
and	and	cc
that	that	dd1
man	man	nn1
had	have	vhd
not	not	xx
been	be	vbn
a	a	at1
mirage.	mirage	nnu
//	//	zz
Then	then	rt
the	the	at
ice	ice	nn1
man	man	nn1
had	have	vhd
stretched	stretch	vvn
out	out	rp
a	a	at1
hand	hand	nn1
and	and	cc
drawn	draw	vvn
a	a	at1
kind	kind	nn1
of	of	io
oval	oval	nn1_jj
;	;	y
the	the	at
air	air	nn1
there	there	ex_rl
had	have	vhd
begun	begin	vvn
to	to	to
shimmer	shimmer	vvi
,	,	y
and	and	cc
Oliver	oliver	np1
and	and	cc
his	his	appge
companions	companion	nn2
had	have	vhd
simply	simply	rr
stepped	step	vvn
out	out	ii21
of	of	ii22
this	this	dd1
world	world	nn1
,	,	y
disappearing	disappear	vvg
one	one	pn1_mc1
after	after	ii_cs
the	the	at
other	other	jj_nn1@
.	.	y
//	//	zz
Halliwell	halliwell	np1
spoke	speak	vvd
her	her	appge
name	name	nn1
.	.	y
The	the	at
man	man	nn1
was	be	vbdz
a	a	at1
curmudgeon	curmudgeon	nn1
by	by	ii
nature	nature	nn1
,	,	y
gruff	gruff	jj
and	and	cc
distant	distant	jj
.	.	y
But	but	ccb
somehow	somehow	rr
the	the	at
events	event	nn2
of	of	io
the	the	at
previous	previous	jj
few	few	da2
minutes	minute	nnt2
had	have	vhd
created	create	vvn
a	a	at1
connection	connection	nn1
between	between	ii
them	them	ppho2
that	that	cst_dd1
had	have	vhd
not	not	xx
existed	exist	vvn
before	before	rt
.	.	y
For	for	if_cs%
when	when	rrq_cs
he	he	pphs1
spoke	speak	vvd
to	to	ii
her	her	ppho1
now	now	rt
,	,	y
Halliwell	halliwell	np1
seemed	seem	vvd
almost	almost	rr
gentle	gentle	jj
.	.	y
//	//	zz
"	"	y
Focus	focus	nn1
,	,	y
"	"	y
he	he	pphs1
said	say	vvd
.	.	y
//	//	zz
Julianna	julianna	np1
did	do	vdd
.	.	y
"	"	y
What	what	ddq
happened	happen	vvd
here	here	rl
?	?	y
"	"	y
//	//	zz
The	the	at
detective	detective	nn1
glanced	glance	vvd_vvn@
at	at	ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
"	"	y
He	he	pphs1
turned	turn	vvd
to	to	to
face	face	vvi
them	them	ppho2
.	.	y
"	"	y
My	my	appge
name	name	nn1
is	be	vbz
Ted	ted	np1
Halliwell	halliwell	np1
.	.	y
I	i	ppis1
'm	be	vbm
a	a	at1
police	police	nn2
detective	detective	nn1
from	from	ii
the	the	at
U.S.	us	np1
Anyone	anyone	pn1
have	have	vh0
any	any	dd
idea	idea	nn1
how	how	rrq
these	these	dd2
fires	fire	nn2
began	begin	vvd
?	?	y
"	"	y
//	//	zz
Blank	blank	jj_nn1@
faces	face	nn2
stared	stare	vvd
back	back	rp
at	at	ii
him	him	ppho1
.	.	y
Several	several	da2
people	people	nn
began	begin	vvd
to	to	to
whisper	whisper	vvi
to	to	ii
one	one	ppx121
another	another	ppx122
.	.	y
Others	other	npx
started	start	vvd
to	to	to
walk	walk	vvi
away	away	rl
,	,	y
eyes	eye	nn2
averted	avert	vvd_vvn
,	,	y
as	as	cs21
though	though	cs22
the	the	at
last	last	md
thing	thing	nn1
they	they	pphs2
wanted	want	vvd
was	be	vbdz
for	for	if
Halliwell	halliwell	np1_nn1@
to	to	to
talk	talk	vvi
to	to	ii
them	them	ppho2
.	.	y
//	//	zz
Halliwell	halliwell	np1
shook	shake	vvd
his	his	appge
head	head	nn1
as	as	csa
he	he	pphs1
turned	turn	vvd
back	back	rp
to	to	ii
her	her	ppho1
.	.	y
"	"	y
Had	have	vhd
a	a	at1
feeling	feeling	nn1
that	that	cst_dd1
was	be	vbdz
going	go	vvgk
to	to	to
be	be	vbi
useless	useless	jj
.	.	y
I	i	ppis1
know	know	vv0
from	from	ii
back	back	nn1_jj@
home	home	nn1_rl
that	that	cst
islanders	islander	nn2
are	be	vbr
xenophobic	xenophobic	jj
as	as	csa_ii@
hell	hell	nn1
,	,	y
but	but	ccb
this	this	dd1
is	be	vbz
different	different	jj
.	.	y
I	i	ppis1
think	think	vv0
they	they	pphs2
saw	see	vvd
something	something	pn1
,	,	y
all	all	rr21
right	right	rr22
,	,	y
and	and	cc
it	it	pph1
is	be	vbz
n't	n't	xx
just	just	rr
that	that	cst
they	they	pphs2
do	do	vd0
n't	n't	xx
want	want	vvi
to	to	to
talk	talk	vvi
to	to	ii
outsiders	outsider	nn2
about	about	ii
it	it	pph1
.	.	y
They	they	pphs2
do	do	vd0
n't	n't	xx
want	want	vvi
to	to	to
talk	talk	vvi
about	about	ii
it	it	pph1
at	at	rr21
all	all	rr22
.	.	y
"	"	y
//	//	zz
Julianna	julianna	np1
glanced	glance	vvd
at	at	ii
the	the	at
people	people	nn
.	.	y
Some	some	dd
of	of	io
them	them	ppho2
were	be	vbdr
no	no	at_rr%
more	more	dar_rrr
than	than	csn
gray	gray	jj
shapes	shape	nn2
in	in	ii
the	the	at
storm	storm	nn1
.	.	y
More	more	rrr
had	have	vhd
begun	begin	vvn
to	to	to
drift	drift	vvi
away	away	rl
,	,	y
going	go	vvg
back	back	rp
to	to	ii
their	their	appge
lives	life	nn2
.	.	y
She	she	pphs1
wondered	wonder	vvd
if	if	cs_csw@
any	any	dd
of	of	io
them	them	ppho2
had	have	vhd
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
about	about	ii
it	it	pph1
.	.	y
No	no	xx
one	one	pn122
was	be	vbdz
coming	come	vvg
from	from	ii
the	the	at
mainland	mainland	nn1
in	in	ii
this	this	dd1
storm	storm	nn1
.	.	y
//	//	zz
Embers	ember	nn2
floated	float	vvn_vvd
and	and	cc
danced	dance	vvn_vvd
with	with	iw
the	the	at
falling	falling	jj@
snow	snow	nn1
.	.	y
//	//	zz
"	"	y
Let	let	vm21
's	be	vm22
keep	keep	vvi
looking	look	vvg
,	,	y
"	"	y
Halliwell	halliwell	np1
said	say	vvd
.	.	y
He	he	pphs1
stared	stare	vvd
at	at	ii
Julianna	julianna	np1
,	,	y
waiting	wait	vvg
for	for	if
her	her	appge
reply	reply	nn1
.	.	y
When	when	cs_rrq
she	she	pphs1
nodded	nod	vvd
,	,	y
the	the	at
detective	detective	nn1
started	start	vvd
around	around	ii_rp
the	the	at
church	church	nn1
,	,	y
moving	move	vvg
toward	toward	ii
the	the	at
large	large	jj
building	building	nn1
whose	whose	ddqge
beautifully	beautifully	rr
carved	carved	jj_vvn
porch	porch	nn1
was	be	vbdz
little	little	da1_rr
more	more	dar_rrr
than	than	csn
charred	charred	jj@_vvd
kindling	kindling	nn1_vvg
now	now	rt
.	.	y
//	//	zz
"	"	y
Wait	wait	vv0_nn1@
!	!	y
"	"	y
a	a	at1
voice	voice	nn1
called	call	vvn_vvd@
.	.	y
//	//	zz
A	a	zz1_at1@
lone	lone	jj
woman	woman	nn1
strode	stride	vvd
toward	toward	ii
them	them	ppho2
even	even	rr
as	as	csa_ii
the	the	at
other	other	jj
islanders	islander	nn2
retreated	retreat	vvd_vvn@
into	into	ii
the	the	at
storm	storm	nn1
.	.	y
Her	her	appge
grim	grim	jj
features	feature	nn2
were	be	vbdr
cast	cast	vvn
into	into	ii
even	even	rr
sharper	sharp	jjr
angles	angle	nn2
by	by	ii
the	the	at
firelight.	firelight	nnu
//	//	zz
"	"	y
Do	do	vd0
you	you	ppy
know	know	vvi
what	what	ddq
happened	happen	vvd
here	here	rl
?	?	y
"	"	y
Halliwell	halliwell	np1@_nn1
asked	ask	vvd
her	her	ppho1
.	.	y
//	//	zz
The	the	at
woman	woman	nn1
ignored	ignore	vvd_vvn
him	him	ppho1
,	,	y
focusing	focus	vvg
on	on	ii
Julianna	julianna	np1
.	.	y
"	"	y
You	you	ppy
'd	have	vm
be	be	vbi
looking	look	vvg
for	for	if
them	them	ppho2
what	what	ddq
came	come	vvd
before	before	rt
.	.	y
The	the	at
young	young	jj
man	man	nn1
and	and	cc
his	his	ppge@
friends-the	friends	at
fox	fox	nn1
girl	girl	nn1
and	and	cc
the	the	at
others	others	nn2
.	.	y
"	"	y
//	//	zz
Julianna	julianna	np1
shivered	shiver	vvd
and	and	cc
hugged	hug	vvd
herself	herself	ppx1
,	,	y
the	the	at
thick	thick	jj
coat	coat	nn1
suddenly	suddenly	rr
not	not	xx
enough	enough	rr_dd
to	to	to
protect	protect	vvi
her	her	ppho1
from	from	ii
the	the	at
cold	cold	nn1_jj
.	.	y
Or	or	cc
perhaps	perhaps	rr
this	this	dd1
chill	chill	nn1
came	come	vvd
from	from	ii
within	within	rl@
.	.	y
//	//	zz
"	"	y
That	that	dd1
's	be	vbz
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
could	could	vm
you	you	ppy
tell	tell	vvi
us	us	ppio2
what	what	ddq
you	you	ppy
saw	see	vvd_vv0%
?	?	y
"	"	y
Halliwell	halliwell	np1@_nn1_vv0
urged	urge	vvd
.	.	y
"	"	y
It	it	pph1
's	be	vbz
not	not	xx
a	a	at1
difficult	difficult	jj
question	question	nn1
.	.	y
"	"	y
//	//	zz
But	but	ccb
the	the	at
woman	woman	nn1
only	only	rr
narrowed	narrow	vvd_vvn
her	her	appge
eyes	eye	nn2
and	and	cc
gazed	gaze	vvd
at	at	ii
Julianna	julianna	np1
.	.	y
"	"	y
They	they	pphs2
've	have	vh0
gone	go	vvn
.	.	y
Came	come	vvd
to	to	to
see	see	vvi
the	the	at
professor	professor	nn1
,	,	y
and	and	cc
this	this	dd1
is	be	vbz
what	what	ddq
comes	come	vvz
of	of	io
it	it	pph1
.	.	y
Maybe	maybe	rr
that	that	dd1_cst
's	be	vbz
the	the	at
end	end	nn1
,	,	y
though	though	rr@
.	.	y
No	no	xx
more	more	dar
strangers	stranger	nn2
on	on	ii
the	the	at
island	island	nn1
.	.	y
Better	better	rrr_jjr
for	for	if
everyone	everyone	pn1
if	if	cs
you	you	ppy
just	just	rr
let	let	vv0
us	us	ppio2
clean	clean	vvi
up	up	rp_ii@
the	the	at
mess	mess	nn1
.	.	y
Turn	turn	vv0
round	round	rp
and	and	cc
go	go	vv0
back	back	rp
to	to	ii
the	the	at
mainland	mainland	nn1
.	.	y
Those	those	dd2
you	you	ppy
seek	seek	vv0
have	have	vh0
gone	go	vvn
.	.	y
"	"	y
//	//	zz
Halliwell	halliwell	np1
sighed	sigh	vvd
and	and	cc
gestured	gesture	vvd
to	to	to
indicate	indicate	vvi
that	that	cst
since	since	cs
the	the	at
woman	woman	nn1
was	be	vbdz
ignoring	ignore	vvg
him	him	ppho1
,	,	y
Julianna	julianna	np1
should	should	vm
ask	ask	vvi
the	the	at
questions	question	nn2
.	.	y
//	//	zz
She	she	pphs1
narrowed	narrow	vvd
her	her	appge
eyes	eye	nn2
and	and	cc
gazed	gaze	vvd
at	at	ii
the	the	at
woman	woman	nn1
.	.	y
"	"	y
What	what	ddq
professor	professor	nn1
?	?	y
Where	where	rrq
is	be	vbz
he	he	pphs1
?	?	y
"	"	y
//	//	zz
The	the	at
woman	woman	nn1
scowled	scowl	vvd_vvn@
and	and	cc
pointed	point	vvd_vvn_jj
.	.	y
"	"	y
Continue	continue	vv0
on	on	ii_rp@
the	the	at
way	way	nn1
you	you	ppy
're	be	vbr
going	go	vvg
if	if	cs_csw@
you	you	ppy
must	must	vm
,	,	y
but	but	ccb
you	you	ppy
wo	will	vm
n't	n't	xx
like	like	vvi
what	what	ddq
you	you	ppy
find	find	vv0
.	.	y
"	"	y
//	//	zz
Then	then	rt
she	she	pphs1
turned	turn	vvd
and	and	cc
strode	stride	vvd
away	away	rl
without	without	iw
a	a	at1
single	single	jj
backward	backward	jj
glance	glance	nn1
.	.	y
Julianna	julianna	np1@_nn1
watched	watch	vvd
until	until	cs
she	she	pphs1
had	have	vhd
left	leave	vvn
the	the	at
main	main	jj
square	square	nn1_jj
,	,	y
then	then	rt
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
a	a	at1
breath	breath	nn1
and	and	cc
let	let	vv0
it	it	pph1
out	out	rp
slowly	slowly	rr
.	.	y
//	//	zz
"	"	y
Let	let	vm21
's	be	vm22
go	go	vvi
,	,	y
"	"	y
she	she	pphs1
said	say	vvd
.	.	y
//	//	zz
Halliwell	halliwell	np1
nodded	nod	vvd
and	and	cc
together	together	rl
they	they	pphs2
continued	continue	vvd
on	on	rp@
toward	toward	ii
the	the	at
building	building	nn1
whose	whose	ddqge
porch	porch	nn1
was	be	vbdz
now	now	rt
crumbling	crumble	vvg
in	in	ii_rp@
flames	flame	nn2
.	.	y
Bits	bit	nn2
of	of	io
the	the	at
ornate	ornate	jj
woodwork	woodwork	nn1
had	have	vhd
burned	burn	vvn
away	away	rl
completely	completely	rr
.	.	y
Railings	railing	nn2
had	have	vhd
fallen	fall	vvn
,	,	y
withering	wither	vvg
in	in	ii
the	the	at
fire	fire	nn1
.	.	y
The	the	at
flames	flame	nn2
glowed	glow	vvd_vvn@
within	within	ii
the	the	at
gutted	gutted	jj
structure	structure	nn1
,	,	y
its	its	z'
windows	window	nn2
like	like	ii
the	the	at
eyes	eye	nn2
of	of	io
some	some	dd
gigantic	gigantic	jj
jack	jack	nn1
o	o	zz1
'	'	ge
lantern	lantern	nn1
.	.	y
//	//	zz
The	the	at
burning	burning	jj
church	church	nn1
was	be	vbdz
behind	behind	ii
them	them	ppho2
now	now	rt
,	,	y
along	along	ii21
with	with	ii22
the	the	at
two	two	mc
other	other	jj
houses	house	nn2
of	of	io
worship	worship	nn1
and	and	cc
a	a	at1
number	number	nn1
of	of	io
cottages	cottage	nn2
.	.	y
Julianna	julianna	np1@_nn1
felt	feel	vvd
the	the	at
chill	chill	nn1
of	of	io
the	the	at
storm	storm	nn1
,	,	y
the	the	at
snow	snow	nn1
whipping	whip	vvg
around	around	rp_ii
her	her	appge
face	face	nn1
as	as	ii_csa
the	the	at
wind	wind	nn1
picked	pick	vvd_vvn
up	up	rp
,	,	y
but	but	ccb
as	as	csa
they	they	pphs2
neared	near	vvd
this	this	dd1
other	other	jj
fire	fire	nn1
,	,	y
its	its	z'
heat	heat	nn1
made	make	vvd_vvn
her	her	ppho1_appge
feel	feel	vv0_nn1%
as	as	cs21
though	though	cs22
the	the	at
skin	skin	nn1
on	on	ii
her	her	appge
face	face	nn1
was	be	vbdz
stretched	stretch	vvn
too	too	rg
tight	tight	rr_jj
.	.	y
//	//	zz
"	"	y
What	what	ddq
is	be	vbz
that	that	dd1
?	?	y
"	"	y
Halliwell	halliwell	np1@_nn1
said	say	vvd
,	,	y
his	his	appge
voice	voice	nn1
barely	barely	rr
audible	audible	jj
over	over	ii
the	the	at
hungry	hungry	jj
roar	roar	nn1
of	of	io
the	the	at
blaze	blaze	nn1
.	.	y
//	//	zz
Julianna	julianna	np1
picked	pick	vvd
up	up	rp
her	her	appge
pace	pace	nn1
.	.	y
Her	her	appge
boots	boot	nn2
slid	slide	vvd_vvn@
in	in	ii
the	the	at
slushy	slushy	jj
melting	melting	nn1_jj@
snow	snow	nn1
.	.	y
To	to	ii
the	the	at
left	left	nn1@_jj
of	of	io
the	the	at
burning	burning	jj
