##1002573		
FINAL	final	jj_nn1
,	,	y
you	you	ppy
'll	will	vm
enjoy	enjoy	vvi
resortstyle	resortstyle	nn1
living	live	vvg_nn1
in	in	ii
an	a	at1
adult	adult	nn1_jj@
community	community	nn1
with	with	iw
golf	golf	nn1
,	,	y
swim	swim	vv0_nn1
club	club	nn1
,	,	y
tennis	tennis	nn1
,	,	y
security	security	nn1
and	and	cc
much	much	rr_da1
more	more	rrr_dar
.	.	y
Priced	price	vvn
from	from	ii
the	the	at
$50	$50	nnu
's	be	vbz
to	to	ii
the	the	at
$100's.	$100's	nnu
##	##	fo
She	she	pphs1
took	take	vvd
his	his	appge
hand	hand	nn1
and	and	cc
led	lead	vvd
him	him	ppho1
to	to	ii
a	a	at1
pair	pair	nn
of	of	io
deck	deck	nn1
chairs	chair	nn2
.	.	y
They	they	pphs2
sat	sit	vvd
down	down	rp
side	side	nn1
by	by	ii
side	side	nn1
.	.	y
Danny	danny	np1
took	take	vvd
a	a	at1
deep	deep	jj
breath	breath	nn1
and	and	cc
lay	lay	vvd_vv0
back	back	rp
,	,	y
staring	stare	vvg
at	at	ii
the	the	at
sky	sky	nn1
.	.	y
"	"	y
Look	look	vv0
!	!	y
"	"	y
he	he	pphs1
cried	cry	vvd
.	.	y
A	a	at1_zz1
pair	pair	nn
of	of	io
birds	bird	nn2
were	be	vbdr
coming	come	vvg
down	down	rp
from	from	ii
above	above	rl
,	,	y
shooting	shoot	vvg
down	down	rp
like	like	ii
stars	star	nn2
and	and	cc
landing	land	vvg
soft	soft	jj
as	as	csa
silken	silken	jj
feathers	feather	nn2
on	on	ii
the	the	at
still	still	jj
surface	surface	nn1
of	of	io
the	the	at
water	water	nn1
.	.	y
Light	light	nn1_vv0@_jj
from	from	ii
the	the	at
tower	tower	nn1
played	play	vvn_vvd
on	on	ii
the	the	at
iridescent	iridescent	jj
feathers	feather	nn2
of	of	io
their	their	appge
necks	neck	nn2
.	.	y
"	"	y
Amazing	amazing	jj
!	!	y
"	"	y
Danny	danny	np1
said	say	vvd
,	,	y
finally	finally	rr
.	.	y
"	"	y
Beautiful	beautiful	jj
,	,	y
"	"	y
Janet	janet	np1
whispered	whisper	vvd
.	.	y
"	"	y
Lucky	lucky	jj
we	we	ppis2
were	be	vbdr
here	here	rl
to	to	to
see	see	vvi
it	it	pph1
.	.	y
"	"	y
Danny	danny	np1
patted	pat	vvd
his	his	appge
chair	chair	nn1
,	,	y
inviting	invite	vvg_jj
Janet	janet	np1
to	to	to
join	join	vvi
him	him	ppho1
.	.	y
She	she	pphs1
came	come	vvd
into	into	ii
his	his	appge
arms	arm	nn2
and	and	cc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
"	"	y
she	she	pphs1
said	say	vvd
.	.	y
Inside	inside	ii
the	the	at
casino	casino	nn1
a	a	at1
slot	slot	nn1
machine	machine	nn1
went	go	vvd
off	off	rp
like	like	ii
a	a	at1
cannon	cannon	nn
.	.	y
There	there	ex
were	be	vbdr
shouts	shout	nn2
and	and	cc
loud	loud	jj
hurrahs	hurrah	nn2
.	.	y
They	they	pphs2
faced	face	vvd
each	each	ppx221
other	other	ppx222
and	and	cc
,	,	y
at	at	ii
the	the	at
same	same	da
moment	moment	nn1
,	,	y
laughed	laugh	vvd
.	.	y
##1002667		
SADIE	sadie	np1
STORIES	story	nn2
<p>	<p>	y
Alice	alice	np1
told	tell	vvd
me	me	ppio1
another	another	dd1
story	story	nn1
some	some	dd
years	year	nnt2
later	later	rrr
when	when	cs
we	we	ppis2
were	be	vbdr
both	both	db2
mothers	mother	nn2
a	a	at1
few	few	da2
times	time	nnt2
over	over	rp
.	.	y
Her	her	appge
elder	elder	jjr_nn1
son	son	nn1
,	,	y
the	the	at
baby	baby	nn1
born	born	vvn
and	and	cc
nursed	nurse	vvn
that	that	cst_dd1
dog-pack	dog-pack	jj_nn1
summer	summer	nnt1
,	,	y
was	be	vbdz
never	never	rr
strong	strong	jj
.	.	y
Around	around	rg
six	six	mc
years	year	nnt2
old	old	jj
,	,	y
he	he	pphs1
'd	have	vm
become	become	vvi
very	very	rg
ill	ill	z'
with	with	iw
some	some	dd
kidney	kidney	nn1
thing	thing	nn1
she	she	pphs1
never	never	rr
divined	divine	vvd_vvn@
,	,	y
and	and	cc
Alice	alice	np1
all	all	rr21
but	but	rr22
lived	live	vvn_vvd
in	in	ii
hospitals	hospital	nn2
.	.	y
<p>	<p>	y
The	the	at
hospitals	hospital	nn2
were	be	vbdr
special	special	jj
children	child	nn2
's	's	ge
centers	center	nn2
;	;	y
in	in	ii
them	them	ppho2
,	,	y
children	child	nn2
died	die	vvd
every	every	at1
day	day	nnt1
,	,	y
and	and	cc
before	before	cs_ii
their	their	appge
bodies	body	nn2
were	be	vbdr
cool	cool	jj_rr@
,	,	y
other	other	jj
sick	sick	jj
children	child	nn2
were	be	vbdr
in	in	ii
their	their	appge
beds	bed	nn2
.	.	y
When	when	cs
Alice	alice	np1
came	come	vvd
home	home	rl
,	,	y
she	she	pphs1
was	be	vbdz
paler	pale	jjr
than	than	csn
ever	ever	rr
,	,	y
and	and	cc
she	she	pphs1
said	say	vvd
it	it	pph1
would	would	vm
take	take	vvi
her	her	ppho1
forever	forever	rt
to	to	to
forget	forget	vvi
the	the	at
children	child	nn2
's	's	ge
faces	face	nn2
.	.	y
When	when	cs_rrq
she	she	pphs1
was	be	vbdz
home	home	rl
,	,	y
home	home	nn1_rl
was	be	vbdz
a	a	at1
tiny	tiny	jj
house	house	nn1
outside	outside	ii
the	the	at
village	village	nn1
,	,	y
where	where	cs_rrq
she	she	pphs1
lived	live	vvd
with	with	iw
the	the	at
two	two	mc
body	body	nn1
,	,	y
Sadie	sadie	np1
and	and	cc
the	the	at
cats	cat	nn2
,	,	y
Moose	moose	nn
and	and	cc
Max	maximum	np1
and	and	cc
Bill	bill	np1_nn1
.	.	y
She	she	pphs1
got	get	vvd
divorced	divorce	vvn_vvd_jj
quite	quite	rg_rr@
a	a	at1
while	while	nnt1@
before	before	cs
I	i	ppis1
did	do	vdd
.	.	y
<p>	<p>	y
My	my	appge
three	three	mc
girls	girl	nn2
and	and	cc
her	her	appge
boys	boy	nn2
were	be	vbdr
playing	play	vvg
in	in	ii_rp@
her	her	appge
yard	yard	nn1
while	while	cs
she	she	pphs1
told	tell	vvd
me	me	ppio1
this	this	dd1
one	one	pn1
.	.	y
That	that	dd1
oldest	old	jjt
boy	boy	nn1
had	have	vhd
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
rubber	rubber	jj
bags	bag	nn2
taped	tape	vvn_vvd
to	to	ii
his	his	appge
belly	belly	nn1
to	to	to
empty	empty	vvi
him	him	ppho1
,	,	y
all	all	rr@_db
tucked	tuck	vvn_vvd
under	under	ii
his	his	appge
T-shirt	t-shirt	nn1
.	.	y
He	he	pphs1
was	be	vbdz
only	only	rr_jj
home	home	rl_nn1
on	on	ii
a	a	at1
kind	kind	nn1
of	of	io
leave	leave	nn1
because	because	cs
they	they	pphs2
needed	need	vvd
his	his	appge
bed	bed	nn1
,	,	y
but	but	ccb
he	he	pphs1
looked	look	vvd
fine	fine	jj_rr%
there	there	rl
in	in	ii
the	the	at
yard	yard	nn1
.	.	y
<p>	<p>	y
Sadie	sadie	np1
slept	sleep	vvd
at	at	ii
our	our	appge
feet	foot	nn2
.	.	y
We	we	ppis2
were	be	vbdr
sitting	sit	vvg
on	on	ii_rp@
towels	towel	nn2
in	in	ii
the	the	at
sun	sun	nn1
,	,	y
trying	try	vvg
to	to	to
get	get	vvi
tan	tan	jj_nn1
and	and	cc
drinking	drink	vvg_nn1
whiskey	whiskey	nn1
sours	sour	vvz
.	.	y
Alice	alice	np1
's	's	ge
legs	leg	nn2
were	be	vbdr
stretched	stretch	vvn
out	out	rp
on	on	ii
the	the	at
grass	grass	nn1
,	,	y
and	and	cc
we	we	ppis2
both	both	db2_rr
laughed	laugh	vvd_vvn@
at	at	ii
how	how	rrq
they	they	pphs2
reflected	reflect	vvd
the	the	at
sunlight	sunlight	nn1
;	;	y
they	they	pphs2
were	be	vbdr
so	so	rg
blindingly	blindingly	rr
pale	pale	jj
.	.	y
I	i	ppis1
still	still	rr
like	like	vv0
to	to	ii
sun	sun	nn1
with	with	iw
Alice	alice	np1
-	-	-
she	she	pphs1
makes	make	vvz
everyone	everyone	pn1
else	else	rr
look	look	vv0
healthy	healthy	jj
and	and	cc
brown	brown	jj_nn1@
.	.	y
Even	even	rr
now	now	rt
,	,	y
I	i	ppis1
can	can	vm
almost	almost	rr
feel	feel	vvi
that	that	dd1_cst
sun	sun	nn1
warming	warm	vvg
my	my	appge
back	back	nn1
and	and	cc
legs	leg	nn2_vvz%
the	the	at
way	way	nn1
it	it	pph1
did	do	vdd
when	when	cs
Alice	alice	np1
told	tell	vvd
<p>	<p>	y
Sadie	sadie	np1
and	and	cc
the	the	at
Death	death	nn1
of	of	io
Toad	toad	np1_nn1
<p>	<p>	y
Sadie	sadie	np1
had	have	vhd
nine	nine	mc
puppies	puppy	nn2
in	in	ii
her	her	appge
first	first	md
and	and	cc
only	only	jj
litter	litter	nn1
,	,	y
and	and	cc
every	every	at1
single	single	jj
one	one	pn1
of	of	io
them	them	ppho2
was	be	vbdz
different	different	jj
.	.	y
Two	two	mc
were	be	vbdr
black	black	jj
,	,	y
one	one	mc1
with	with	iw
short	short	jj
fur	fur	nn1
,	,	y
one	one	mc1
long	long	jj_rr
;	;	y
two	two	mc
brown	brown	jj
,	,	y
one	one	mc1
curly	curly	jj
,	,	y
one	one	mc1
straight	straight	jj_rr
;	;	y
two	two	mc
tan	tan	jj_nn1
,	,	y
one	one	mc1
fluffy	fluffy	jj
,	,	y
one	one	mc1
flat	flat	nn1_jj
;	;	y
three	three	mc
mixed	mix	vvd_vvn_jj@
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
fuzzy	fuzzy	jj
.	.	y
Two	two	mc
of	of	io
their	their	appge
fathers	father	nn2
we	we	ppis2
knew	know	vvd
:	:	y
a	a	at1
black	black	jj
standard	standard	jj_nn1
poodle	poodle	nn1
belonging	belong	vvg
to	to	ii
the	the	at
owners	owner	nn2
of	of	io
the	the	at
farm	farm	nn1
and	and	cc
a	a	at1
mixed	mixed	jj@
something	something	pn1
named	name	vvd
Tyler	tyler	np1
.	.	y
The	the	at
vet	vet	nn1
said	say	vvd
there	there	ex_rl
were	be	vbdr
probably	probably	rr
more	more	rrr
:	:	y
I	i	ppis1
suspected	suspect	vvd
the	the	at
dog	dog	nn1
pack	pack	nn1
.	.	y
Anyway	anyway	rr
,	,	y
the	the	at
pups	pup	nn2
were	be	vbdr
all	all	db_rr@
sort	sort	rr21@_nn1
of	of	rr22_io
cute	cute	jj
and	and	cc
all	all	db_rr@
sort	sort	rr21@_nn1
of	of	rr22_io
ugly	ugly	jj
,	,	y
and	and	cc
we	we	ppis2
gave	give	vvd
them	them	ppho2
away	away	rl
to	to	ii
anyone	anyone	pn1
at	at	rr21
all	all	rr22
.	.	y
<p>	<p>	y
Expect	expect	vv0
for	for	if
the	the	at
nearly	nearly	rr
prettiest	pretty	jjt
:	:	y
a	a	at1
golden	golden	jj
tan	tan	jj_nn1
male	male	nn1
who	who	pnqs
actually	actually	rr
looked	look	vvn_vvd
a	a	rr21
little	little	rr22
like	like	ii_vv0@
a	a	at1
Lab	lab	nn1
,	,	y
except	except	cs_ii
thinner	thin	jjr
,	,	y
more	more	rgr
delicate	delicate	jj
.	.	y
We	we	ppis2
kept	keep	vvd
him	him	ppho1
to	to	to
keep	keep	vvi
Sadie	sadie	np1
company	company	nn1
after	after	cs
she	she	pphs1
got	get	vvd
fixed	fixed	jj_vvn
.	.	y
But	but	ccb
she	she	pphs1
barely	barely	rr
even	even	rr
let	let	vv0
that	that	cst_dd1
poor	poor	jj
pup	pup	nn1
breathe	breathe	vvi
on	on	ii_rp@
his	his	appge
own	own	da
.	.	y
Sadie	sadie	np1
was	be	vbdz
top	top	jj
dog	dog	nn1
,	,	y
and	and	cc
she	she	pphs1
just	just	rr
stomped	stomp	vvd
every	every	at1
bit	bit	nn1
of	of	io
spunk	spunk	nn1
out	out	ii21
of	of	ii22
that	that	dd1
pup	pup	nn1
.	.	y
He	he	pphs1
quaked	quake	vvd
along	along	rp
behind	behind	ii
her	her	ppho1
,	,	y
belly	belly	nn1
to	to	ii
the	the	at
ground	ground	nn1
,	,	y
wherever	wherever	rrqv
she	she	pphs1
went	go	vvd
.	.	y
He	he	pphs1
ate	eat	vvd
last	last	md
,	,	y
peed	pee	vvd
last	last	md
,	,	y
slept	sleep	vvd
last	last	md
.	.	y
We	we	ppis2
named	name	vvd
him	him	ppho1
what	what	ddq
he	he	pphs1
was	be	vbdz
:	:	y
Toad	toad	np1_vv0_nn1
.	.	y
<p>	<p>	y
(	(	y
Of	of	rr21
course	course	rr22
,	,	y
Alice	alice	np1
was	be	vbdz
still	still	rr
on	on	ii
the	the	at
farm	farm	nn1
when	when	cs_rrq
this	this	dd1
one	one	pn1
happened	happen	vvd
;	;	y
she	she	pphs1
just	just	rr
did	do	vdd
n't	n't	xx
tell	tell	vvi
it	it	pph1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
-	-	-
I	i	ppis1
knew	know	vvd
at	at	ii
the	the	at
time	time	nnt1
that	that	cst_dd1
Toad	toad	np1_nn1
had	have	vhd
come	come	vvn
along	along	rp
,	,	y
but	but	ccb
she	she	pphs1
had	have	vhd
no	no	at
story	story	nn1
about	about	ii
him	him	ppho1
until	until	cs
later	later	rrr_jjr
when	when	cs
,	,	y
I	i	ppis1
think	think	vv0
,	,	y
she	she	pphs1
needed	need	vvd
it	it	pph1
.	.	y
)	)	y
<p>	<p>	y
Well	well	rr
,	,	y
Sadie	sadie	np1
did	do	vdd
take	take	vvi
Toad	toad	vv0_nn1
out	out	rp
into	into	ii
the	the	at
fields	field	nn2
with	with	iw
her	her	ppho1
.	.	y
She	she	pphs1
showed	show	vvd
him	him	ppho1
how	how	rrq
to	to	to
hunt	hunt	vvi
woodchucks	woodchuck	nn2
,	,	y
but	but	ccb
she	she	pphs1
never	never	rr
let	let	vv0_vvd@
him	him	ppho1
have	have	vhi
a	a	at1
bite	bite	nn1
of	of	io
one	one	pn1
until	until	cs
it	it	pph1
had	have	vhd
been	be	vbn
dead	dead	jj
for	for	if
about	about	rg
three	three	mc
weeks	week	nnt2
and	and	cc
was	be	vbdz
stiff	stiff	jj_rr@
as	as	csa_ii@
leather	leather	nn1
.	.	y
She	she	pphs1
still	still	rr
pushed	push	vvd
him	him	ppho1
off	off	ii_rp
the	the	at
porch	porch	nn1
whenever	whenever	rrqv
she	she	pphs1
was	be	vbdz
feeling	feel	vvg
even	even	rr
halfway	halfway	jj
testy	testy	nn1
,	,	y
and	and	cc
she	she	pphs1
raised	raise	vvd
her	her	appge
lip	lip	nn1
if	if	cs
he	he	pphs1
came	come	vvd
anywhere	anywhere	rl
near	near	ii
the	the	at
water	water	nn1
bowl	bowl	nn1
before	before	cs
she	she	pphs1
'd	have	vhd
slobbered	slobber	vvn
it	it	pph1
all	all	rr
over	over	ii
the	the	at
floor	floor	nn1
.	.	y
<p>	<p>	y
But	but	ccb
whenever	whenever	rrqv
Sadie	sadie	np1
went	go	vvd
anywhere	anywhere	rl
,	,	y
Toad	toad	np1
followed	follow	vvd
.	.	y
They	they	pphs2
had	have	vhd
the	the	at
run	run	nn1
of	of	io
the	the	at
farm	farm	nn1
.	.	y
Well	well	rr
,	,	y
one	one	mc1
night	night	nnt1
,	,	y
Sadie	sadie	np1
and	and	cc
Toad	toad	np1_nn1
went	go	vvd
off	off	rp
somewhere	somewhere	rl
and	and	cc
did	do	vdd
n't	n't	xx
come	come	vvi
back	back	rp
by	by	ii
morning	morning	nnt1
.	.	y
I	i	ppis1
did	do	vdd
n't	n't	xx
really	really	rr
miss	miss	vvi
them	them	ppho2
because	because	cs
I	i	ppis1
was	be	vbdz
making	make	vvg
breakfast	breakfast	nn1
for	for	if
my	my	appge
sister	sister	nn1
from	from	ii
New	new	np1
Jersey	jersey	np1
and	and	cc
her	her	appge
husband	husband	nn1
and	and	cc
their	their	appge
four	four	mc
kids	kid	nn2
who	who	pnqs
'd	have	vhd
been	be	vbn
visiting	visit	vvg
for	for	if
a	a	at1
week	week	nnt1
and	and	cc
their	their	appge
four	four	mc
kids	kid	nn2
who	who	pnqs
'd	have	vhd
been	be	vbn
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
The	the	at
did	do	vdd
go	go	vvi
,	,	y
finally	finally	rr
,	,	y
in	in	ii
their	their	appge
station	station	nn1
wagon	wagon	nn1
,	,	y
and	and	cc
I	i	ppis1
settled	settle	vvd
in	in	rp@
with	with	iw
a	a	at1
cup	cup	nn1
of	of	io
tea	tea	nn1
,	,	y
when	when	rrq_cs
,	,	y
shit	shit	nn1
,	,	y
back	back	nn1_rp
they	they	pphs2
all	all	db_rr@
came	come	vvd
and	and	cc
piled	pile	vvn_vvd
out	out	ii21
of	of	ii22
the	the	at
car	car	nn1
and	and	cc
stood	stand	vvd
there	there	rl
on	on	ii
the	the	at
lawn	lawn	nn1
.	.	y
The	the	at
kids	kid	nn2
were	be	vbdr
bawling	bawl	vvg
.	.	y
<p>	<p>	y
I	i	ppis1
went	go	vvd
out	out	rp
on	on	ii
the	the	at
porch	porch	nn1
.	.	y
They	they	pphs2
hemmed	hem	vvd
and	and	cc
fidgeted	fidget	vvd
,	,	y
and	and	cc
my	my	appge
sister	sister	nn1
finally	finally	rr
said	say	vvd_vvn@
that	that	cst_dd1
Toad	toad	np1_nn1
was	be	vbdz
dead	dead	jj
out	out	rp
there	there	rl
on	on	ii
the	the	at
edge	edge	nn1
of	of	io
the	the	at
highway	highway	nn1
and	and	cc
Sadie	sadie	np1
was	be	vbdz
sitting	sit	vvg
there	there	rl
with	with	iw
him	him	ppho1
-	-	-
sitting	sit	vvg
straight	straight	rr
up	up	rp
in	in	ii31
front	front	ii32
of	of	ii33
his	his	appge
body	body	nn1
,	,	y
staring	stare	vvg
into	into	ii
space	space	nn1
.	.	y
They	they	pphs2
'd	have	vhd
called	call	vvn
her	her	ppho1
and	and	cc
even	even	rr
held	hold	vvn_vvd
out	out	rp
a	a	at1
piece	piece	nn1
of	of	io
one	one	mc1
of	of	io
the	the	at
bologna	bologna	nn1
sandwiches	sandwich	nn2
we	we	ppis2
'd	have	vhd
packed	pack	vvn
in	in	rp@
with	with	iw
their	their	appge
lunch	lunch	nn1
,	,	y
but	but	ccb
she	she	pphs1
would	would	vm
n't	n't	xx
come	come	vvi
.	.	y
<p>	<p>	y
So	so	rr
I	i	ppis1
got	get	vvd
John	john	np1
from	from	ii
the	the	at
barn	barn	nn1
(	(	y
her	her	appge
husband	husband	nn1
-	-	-
on	on	ii
the	the	at
farm	farm	nn1
they	they	pphs2
were	be	vbdr
still	still	rr
married	married	jj
)	)	y
and	and	cc
he	he	pphs1
got	get	vvd
the	the	at
truck	truck	nn1
.	.	y
We	we	ppis2
went	go	vvd
out	out	rp
,	,	y
leaving	leave	vvg
my	my	appge
sister	sister	nn1
with	with	iw
six	six	mc
bawling	bawling	jj@_vvg
kids	kid	nn2
,	,	y
my	my	appge
two	two	mc
having	have	vhg
joined	join	vvn
right	right	rr
in	in	rp@_ii
.	.	y
Their	their	appge
description	description	nn1
was	be	vbdz
absolutely	absolutely	rr
correct	correct	jj_vv0@
.	.	y
Toad	toad	nn1_np1@_vv0
was	be	vbdz
certainly	certainly	rr
dead	dead	jj
,	,	y
although	although	cs
outwardly	outwardly	rr
perfect	perfect	jj_vv0@
.	.	y
In	in	ii
fact	fact	nn1
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
was	be	vbdz
lying	lie	vvg
flat	flat	nn1_jj_rr@
,	,	y
with	with	iw
dignity	dignity	nn1
.	.	y
<p>	<p>	y
I	i	ppis1
got	get	vvd
out	out	ii21
of	of	ii22
the	the	at
truck	truck	nn1
and	and	cc
put	put	vvd_vv0
my	my	appge
arms	arm	nn2
around	around	ii
Sadie	sadie	np1
's	's	ge
neck	neck	nn1
.	.	y
"	"	y
He	he	pphs1
's	be	vbz
dead	dead	jj
,	,	y
Sade	sade	np1
,	,	y
"	"	y
I	i	ppis1
said	say	vvd
.	.	y
"	"	y
Do	do	vd0
n't	n't	xx
you	you	ppy
bother	bother	vvi
.	.	y
"	"	y
She	she	pphs1
would	would	vm
n't	n't	xx
move	move	vvi
,	,	y
though	though	cs_rr@
,	,	y
until	until	cs
John	john	np1
heaved	heave	vvd
Toad	toad	np1_nn1
into	into	ii
the	the	at
rear	rear	nn1
of	of	io
the	the	at
truck	truck	nn1
,	,	y
then	then	rt
she	she	pphs1
climbed	climb	vvd
into	into	ii
the	the	at
front	front	jj_nn1
seat	seat	nn1
and	and	cc
came	come	vvd
home	home	rl
.	.	y
<p>	<p>	y
Back	back	rp_nn1_vv0%
home	home	rl_nn1
,	,	y
she	she	pphs1
climbed	climb	vvd
out	out	ii21
of	of	ii22
the	the	at
truck	truck	nn1
and	and	cc
went	go	vvd
,	,	y
once	once	rr21
again	again	rr22
,	,	y
under	under	ii
the	the	at
porch	porch	nn1
.	.	y
New	new	jj
hole	hole	nn1
,	,	y
just	just	rr
as	as	rg
deep	deep	jj_rr
.	.	y
She	she	pphs1
took	take	vvd
no	no	at
interest	interest	nn1
in	in	ii
the	the	at
funeral	funeral	nn1
we	we	ppis2
staged	stage	vvd
for	for	if
the	the	at
kids	kid	nn2
,	,	y
and	and	cc
she	she	pphs1
would	would	vm
n't	n't	xx
eat	eat	vvi
for	for	if
two	two	mc
days	day	nnt2
.	.	y
On	on	ii
the	the	at
third	third	md
day	day	nnt1
,	,	y
though	though	cs
a	a	at1
UPS	up	nn2
man	man	nn1_vv0%
sprayed	spray	vvd_vvn_jj@
mace	mace	nn1_vv0
at	at	ii
her	her	ppho1
when	when	cs_rrq
she	she	pphs1
growled	growl	vvd
at	at	ii
him	him	ppho1
from	from	ii
under	under	ii
the	the	at
porch	porch	nn1
.	.	y
She	she	pphs1
just	just	rr
sprang	spring	vvd
out	out	rp
in	in	ii
living	living	jj_vvg_nn1
fury	fury	nn1
and	and	cc
knocked	knock	vvd
him	him	ppho1
flat	flat	rr@_jj_nn1
.	.	y
I	i	ppis1
had	have	vhd
to	to	to
pull	pull	vvi
her	her	ppho1
off	off	rp_ii
his	his	appge
chest	chest	nn1
,	,	y
and	and	cc
for	for	if
awhile	awhile	rr
it	it	pph1
was	be	vbdz
touch	touch	nn1
and	and	cc
go	go	nn1
as	as	csa
to	to	ii
whether	whether	csw
he	he	pphs1
'd	have	vm
sue	sue	vvi
.	.	y
Anyway	anyway	rr
,	,	y
after	after	ii
that	that	dd1
,	,	y
Sadie	sadie	np1
felt	feel	vvd
much	much	rr
better	better	rrr_jjr
,	,	y
and	and	cc
she	she	pphs1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
misses	miss	vvz
Toad	toad	nn1_np1
.	.	y
I	i	ppis1
think	think	vv0
of	of	io
her	her	ppho1
,	,	y
sometimes	sometimes	rt
,	,	y
sitting	sit	vvg
by	by	ii
that	that	dd1
road	road	nn1
,	,	y
helpless	helpless	jj
,	,	y
his	his	appge
body	body	nn1
behind	behind	ii
her	her	ppho1
:	:	y
She	she	pphs1
's	be	vbz
a	a	at1
farm	farm	nn1
dog	dog	nn1
;	;	y
she	she	pphs1
knows	know	vvz
what	what	ddq
death	death	nn1
smells	smell	vvz
like	like	ii
.	.	y
She	she	pphs1
knows	know	vvz
he	he	pphs1
's	be	vhz
gone	go	vvn
.	.	y
But	but	ccb
she	she	pphs1
sits	sit	vvz
watch	watch	vv0_nn1
all	all	db
night	night	nnt1
,	,	y
and	and	cc
I	i	ppis1
think	think	vv0
she	she	pphs1
wishes	wish	vvz
she	she	pphs1
'd	have	vhd
been	be	vbn
a	a	at1
better	better	jjr
mother	mother	nn1
.	.	y
<p>	<p>	y
We	we	ppis2
nodded	nod	vvd
wisely	wisely	rr
into	into	ii
our	our	appge
drinks	drink	nn2
and	and	cc
watched	watch	vvd
our	our	appge
children	child	nn2
play	play	vvi
in	in	ii
the	the	at
sun	sun	nn1
.	.	y
Alice	alice	np1
wiped	wipe	vvd
her	her	appge
eyes	eye	nn2
with	with	iw
the	the	at
edge	edge	nn1
of	of	io
the	the	at
towel	towel	nn1
.	.	y
I	i	ppis1
never	never	rr
saw	see	vvd
her	her	ppho1
,	,	y
before	before	cs_rt@_ii
or	or	cc
since	since	rr@_cs
,	,	y
cry	cry	vv0_nn1
for	for	if
her	her	appge
son	son	nn1
's	's	ge
pain	pain	nn1
or	or	cc
those	those	dd2
children	child	nn2
's	's	ge
faces	face	nn2
or	or	cc
all	all	db
the	the	at
times	time	nnt2
she	she	pphs1
left	leave	vvd
her	her	appge_ppho1
younger	young	jjr
boy	boy	nn1
with	with	iw
whatever	whatever	ddqv
neighbor	neighbor	nn1
she	she	pphs1
could	could	vm
talk	talk	vvi
into	into	ii
keeping	keep	vvg
him	him	ppho1
in	in	ii
those	those	dd2
years	year	nnt2
lost	lose	vvn_vvd
to	to	ii
hospitals	hospital	nn2
.	.	y
But	but	ccb
she	she	pphs1
cried	cry	vvd
over	over	rp_ii
that	that	dd1_cst
spineless	spineless	jj
Toad	toad	nn1_np1
,	,	y
and	and	cc
even	even	rr
Sadie	sadie	np1
sighed	sigh	vvd
in	in	ii_rp@
her	her	appge
sleep	sleep	nn1
.	.	y
<p>	<p>	y
III	iii	mc
<p>	<p>	y
Many	many	da2
years	year	nnt2
later	later	rrr
,	,	y
Sadie	sadie	np1
died	die	vvd
,	,	y
when	when	cs_rrq
Alice	alice	np1
still	still	rr
lived	live	vvn_vvd
in	in	ii
that	that	dd1
little	little	jj
house	house	nn1
,	,	y
after	after	ii
all	all	db
of	of	io
our	our	appge
children	child	nn2
were	be	vbdr
grown	grow	vvn
or	or	cc
gone	go	vvn
.	.	y
Sadie	sadie	np1
had	have	vhd
lived	live	vvn
an	a	at1
unusual	unusual	jj
twenty-three	twenty-three	mc
years	year	nnt2
,	,	y
but	but	ccb
she	she	pphs1
had	have	vhd
cancer	cancer	nn1
and	and	cc
arthritis	arthritis	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
leg	leg	nn1
was	be	vbdz
all	all	rr@_db
twisted	twist	vvn_vvd
from	from	ii
a	a	at1
fox	fox	nn1
trap	trap	nn1
.	.	y
<p>	<p>	y
One	one	mc1
day	day	nnt1
,	,	y
finally	finally	rr
,	,	y
Alice	alice	np1
had	have	vhd
to	to	to
call	call	vvi
John	john	np1
,	,	y
even	even	cs21
though	though	cs22
they	they	pphs2
'd	have	vhd
been	be	vbn
divorced	divorce	vvn
for	for	if
years	year	nnt2
,	,	y
and	and	cc
ask	ask	vv0
him	him	ppho1
to	to	to
bring	bring	vvi
his	his	appge
shotgun	shotgun	nn1
over	over	rp
.	.	y
Sadie	sadie	np1
's	's	ge
tumor	tumor	nn1
had	have	vhd
grown	grow	vvn
right	right	rr
out	out	rp
through	through	ii
her	her	appge
skin	skin	nn1
,	,	y
and	and	cc
she	she	pphs1
was	be	vbdz
in	in	ii
terrible	terrible	jj
pain	pain	nn1
.	.	y
So	so	rr
John	john	np1
carried	carry	vvd
Sadie	sadie	np1
out	out	rp
to	to	ii
the	the	at
edge	edge	nn1
of	of	io
the	the	at
yard	yard	nn1
.	.	y
