##54663		
WONDER	wonder	nn1_vv0_jj@
how	how	rrq
Graybill	graybill	np1
uses	use	vvz
it	it	pph1
to	to	to
create	create	vvi
sign	sign	nn1
language	language	nn1
rhymes	rhyme	nn2_vvz
.	.	y
@!Mr-GRAYBILL		zzq
:	:	y
(	(	y
Through	through	ii
Interpreter	interpreter	nn1
)		np1
I	i	ppis1
am	be	vbm
so	so	rg_rr
excited	excited	jj
.	.	y
What	what	ddq
am	be	vbm
I	i	ppis1
going	go	vvg
to	to	to
do	do	vdi
?	?	y
There	there	ex
's	be	vbz
the	the	at
door	door	nn1
.	.	y
Hello	hello	uh
!	!	y
Oh	oh	uh
,	,	y
we	we	ppis2
talk	talk	vv0
and	and	cc
we	we	ppis2
talk	talk	vv0
and	and	cc
we	we	ppis2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
They	they	pphs2
leave	leave	vv0
.	.	y
Hey	hey	uh
,	,	y
I	i	ppis1
am	be	vbm
fifty	fifty	mc
.	.	y
It	it	pph1
's	be	vbz
wonderful	wonderful	jj
.	.	y
@!TEICHNER		zzq
:	:	y
What	what	ddq
is	be	vbz
this	this	dd1
?	?	y
Unidentified	unidentified	jj
Woman	woman	nn1
7	7	mc
:	:	y
(	(	y
Through	through	ii
Interpreter	interpreter	nn1
)		np1
Oh	oh	uh
,	,	y
good	good	jj
question	question	nn1
.	.	y
As	as	ii31
opposed	opposed	ii32
to	to	ii33
clapping	clap	vvg_nn1@
,	,	y
because	because	cs
clapping	clap	vvg_nn1@
is	be	vbz
a	a	at1
--		nn1_jj
a	a	at1
sound	sound	nn1
,	,	y
we	we	ppis2
visually	visually	rr
applaud	applaud	vv0
.	.	y
@!Mr-GRAYBILL		zzq
:	:	y
(	(	y
Through	through	ii
Interpreter	interpreter	nn1
)		np1
Very	very	rg
nice	nice	jj
.	.	y
Very	very	rg
nice	nice	jj
.	.	y
@(Footage-of-people-)		zzc
@!TEICHNER		zzq
:	:	y
@(Voiceover)		zzc
It	it	pph1
is	be	vbz
that	that	dd1_cst_rg%
proud	proud	jj
big	big	jj
D	d	zz1
deaf	deaf	jj
culture	culture	nn1
that	that	cst
Scott	scott	np1
Matchett	matchett	np1
was	be	vbdz
born	born	vvn
into	into	ii
.	.	y
By	by	ii
his	his	appge
second	second	md
birthday	birthday	nn1
Scott	scott	np1
was	be	vbdz
learning	learn	vvg
sign	sign	nn1
language	language	nn1
the	the	at
way	way	nn1
hearing	hearing	nn1_vvg
toddlers	toddler	nn2
learn	learn	vvi
baby	baby	nn1
talk	talk	nn1
.	.	y
@(Footage-of-Scott-M)		zzc
@!TEICHNER		zzq
:	:	y
@(Voiceover)		zzc
His	his	appge
parents	parent	nn2
are	be	vbr
deaf	deaf	jj
,	,	y
so	so	rr
is	be	vbz
his	his	appge
younger	young	jjr
sister	sister	nn1
.	.	y
The	the	at
chance	chance	nn1
of	of	io
that	that	dd1
happening	happening	nn1
--		nn1
two	two	mc
deaf	deaf	jj
children	child	nn2
born	born	vvn
to	to	ii
deaf	deaf	jj
parents	parent	nn2
--		nn1
is	be	vbz
unlikely	unlikely	jj
.	.	y
@!Mr-MATCHETT		zzq
:	:	y
It	it	pph1
was	be	vbdz
like	like	ii
it	it	pph1
's	be	vbz
almost	almost	rr
impossible	impossible	jj
to	to	to
have	have	vhi
deaf	deaf	jj
children	child	nn2
but	but	ccb
it	it	pph1
turned	turn	vvd
out	out	rp
to	to	to
be	be	vbi
that	that	dd1_cst
...	...	...
@!TEICHNER		zzq
:	:	y
Two	two	mc
deaf	deaf	jj
children	child	nn2
.	.	y
@!Yeah-Bam-bam		zzq
--		nn1_jj
yea#		fo
@(Footage-of-Matchet)		zzc
@!TEICHNER		zzq
:	:	y
@(Voiceover)		zzc
Scott	scott	np1
is	be	vbz
10	10	mc
now	now	rt
,	,	y
his	his	appge
sister	sister	nn1
Kara	kara	np1_nn1@
,	,	y
seven	seven	mc
.	.	y
You	you	ppy
look	look	vv0
at	at	ii
the	the	at
Matchetts	matchetts	np2
and	and	cc
you	you	ppy
see	see	vv0
your	your	appge
typical	typical	jj
all-American	all-american	jj
family	family	nn1
,	,	y
except	except	cs21
that	that	cs22
everybody	everybody	pn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
wonder	wonder	vv0
how	how	rrq
did	do	vdd
they	they	pphs2
live	live	vvi
their	their	appge
lives	life	nn2
.	.	y
@(Footage-of-Matchet)		zzc
@!TEICHNER		zzq
:	:	y
@(Voiceover)		zzc
For	for	if
over	over	rg
a	a	at1
year	year	nnt1
,	,	y
the	the	at
Matchetts	matchetts	np2
have	have	vh0
been	be	vbn
sharing	share	vvg
theirs	theirs	ppge
with	with	iw
us	us	ppio2
and	and	cc
next	next	md
week	week	nnt1
on	on	ii
SUNDAY	sunday	npd1
MORNING	morning	nnt1
with	with	iw
you	you	ppy
.	.	y
@(Photograph-of-Matc)		zzc
@!OSGOOD		zzq
:	:	y
@(Voiceover)		zzc
Next	next	md
,	,	y
color	color	vv0@_nn1
it	it	pph1
green	green	jj
?	?	y
@(Announcements)		zzc
##54666		
GESUNDHEIT	gesundheit	vv0_nn1_np1
!	!	y
!	!	y
@!CHARLES-OSGOOD-ho		zzq
:	:	y
To	to	to
say	say	vvi
'	'	ge
gesundheit	gesundheit	nn1
'	'	ge
is	be	vbz
the	the	at
least	least	rgt_rrt
we	we	ppis2
can	can	vm
do	do	vdi
for	for	if
somebody	somebody	pn1
who	who	pnqs
sneezes	sneeze	vvz
from	from	ii
a	a	at1
cold	cold	jj_nn1
.	.	y
And	and	cc
unfortunately	unfortunately	rr
,	,	y
until	until	ii
now	now	rt
,	,	y
it	it	pph1
's	be	vhz
been	be	vbn
just	just	rr21
about	about	rr22
all	all	db
we	we	ppis2
could	could	vm
do	do	vdi
.	.	y
The	the	at
common	common	jj
cold	cold	nn1
has	have	vhz
been	be	vbn
uncommonly	uncommonly	rr
resistant	resistant	jj
to	to	ii
any	any	dd
effective	effective	jj
medical	medical	jj
cure	cure	nn1
.	.	y
But	but	ccb
now	now	rt
at	at	rr21
least	least	rr22
some	some	dd
small	small	jj
measure	measure	nn1
of	of	io
help	help	nn1
is	be	vbz
on	on	ii
the	the	at
way	way	nn1
.	.	y
Our	our	appge
cover	cover	nn1
story	story	nn1
is	be	vbz
reported	report	vvn
by	by	ii
Elizabeth	elizabeth	np1
Kaledin.	kaledin	np1
@(Footage-of-man-sne)		zzc
@!ELIZABETH-KALEDIN-		zzq
:	:	y
@(Voiceover)		zzc
Not	not	xx
everyone	everyone	pn1
feels	feel	vvz
like	like	ii
singing	sing	vvg
about	about	ii
it	it	pph1
,	,	y
but	but	ccb
it	it	pph1
's	be	vbz
the	the	at
rare	rare	jj
person	person	nn1
who	who	pnqs
has	have	vhz
n't	n't	xx
experienced	experience	vvn
the	the	at
common	common	jj
cold	cold	nn1_jj
.	.	y
Americans	american	nn2
sniffle	sniffle	vv0
and	and	cc
sneeze	sneeze	vv0
their	their	appge
way	way	nn1
through	through	ii
a	a	at1
billion	billion	m1
colds	cold	nn2
every	every	at1
year	year	nnt1
.	.	y
@(Footage-of-people-)		zzc
@!KALEDIN		zzq
:	:	y
@(Voiceover)		zzc
It	it	pph1
's	be	vbz
a	a	at1
familiar	familiar	jj
foe	foe	nn1
,	,	y
but	but	ccb
just	just	rr
what	what	ddq
is	be	vbz
the	the	at
common	common	jj
cold	cold	nn1_jj
?	?	y
@!Dr-SCOTT-HAMMER-@1		zzq
:	:	y
The	the	at
common	common	jj
cold	cold	nn1_jj
basically	basically	rr
is	be	vbz
a	a	at1
runny	runny	jj
nose	nose	nn1
,	,	y
sore	sore	jj
throat	throat	nn1
,	,	y
congestion	congestion	nn1
and	and	cc
just	just	rr
feeling	feel	vvg
ill.	ill	z'
@!KALEDIN		zzq
:	:	y
@(Voiceover)		zzc
So	so	rr
how	how	rrq
is	be	vbz
that	that	dd1_cst_rg%
different	different	jj
from	from	ii
the	the	at
flu	flu	nn1
?	?	y
Dr.	dr	nnb
Scott	scott	np1
Hammer	hammer	nn1
is	be	vbz
chief	chief	jj_nn1
of	of	io
infectious	infectious	jj
diseases	disease	nn2
at	at	ii
New	new	np1
York	york	np1
's	's	ge
Columbia	columbia	np1
Presbyterian	presbyterian	jj
Medical	medical	jj
Center	center	nn1
.	.	y
@!Dr-HAMMER		zzq
:	:	y
The	the	at
flu	flu	nn1
,	,	y
on	on	ii
the	the	at
other	other	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
are	be	vbr
more	more	rgr
systemic	systemic	jj
symptoms	symptom	nn2
such	such	ii21
as	as	ii22
fever	fever	nn1
,	,	y
severe	severe	jj
muscle	muscle	nn1
aches	ache	nn2_vvz
,	,	y
real	real	jj
serious	serious	jj
tiredness	tiredness	nn1
feeling	feeling	nn1_vvg
,	,	y
often	often	rr
a	a	at1
significant	significant	jj
cough	cough	nn1
...	...	...
@(Footage-of-people-)		zzc
@!Dr-HAMMER		zzq
:	:	y
@(Voiceover)		zzc
...	...	...
and	and	cc
then	then	rt
in	in	ii
some	some	dd
percentage	percentage	nn1
of	of	io
people	people	nn
,	,	y
complications	complication	nn2
of	of	io
--		nn1
of	of	io
the	the	at
--		nn1
of	of	io
the	the	at
lungs	lung	nn2
,	,	y
which	which	ddq
can	can	vm
be	be	vbi
quite	quite	rg
life-threatening.	life-threatening	nnu_jj
@!KALEDIN		zzq
:	:	y
@(Voiceover)		zzc
Most	most	dat
of	of	io
the	the	at
time	time	nnt1
a	a	at1
cold	cold	nn1_jj
is	be	vbz
not	not	xx
life-threatening	life-threatening	jj_nn1
,	,	y
of	of	rr21
course	course	rr22
.	.	y
But	but	ccb
it	it	pph1
does	do	vdz
make	make	vvi
us	us	ppio2
miserable	miserable	jj
.	.	y
Every	every	at1
year	year	nnt1
Americans	american	nn2
spend	spend	vv0
millions	million	m
on	on	ii
cold	cold	jj
relief	relief	nn1
and	and	cc
researchers	researcher	nn2
are	be	vbr
busily	busily	rr
searching	search	vvg
for	for	if
elusive	elusive	jj
treatments	treatment	nn2
.	.	y
It	it	pph1
may	may	vm
be	be	vbi
a	a	at1
common	common	jj
cold	cold	nn1_jj
but	but	ccb
it	it	pph1
's	be	vbz
not	not	xx
simple	simple	jj
.	.	y
@!Ms-LINDA-LAMBERT-@		zzq
:	:	y
I	i	ppis1
think	think	vv0
one	one	mc1
vaccine	vaccine	nn1
or	or	cc
one	one	mc1
drug	drug	nn1
that	that	cst_dd1
's	be	vbz
going	go	vvg
--		nn1_jj
going	go	vvg
to	to	ii
work	work	nn1
to	to	ii
--		nn1_jj
to	to	ii
--		zz
to	to	to
prevent	prevent	vvi
common	common	jj
cold	cold	nn1_jj
for	for	if
everyone	everyone	pn1
,	,	y
I	i	ppis1
think	think	vv0
,	,	y
is	be	vbz
--		nn1_jj
is	be	vbz
--		nn1_jj
is	be	vbz
pretty	pretty	rg_jj
--		zz
pretty	pretty	jj_rg
challenging	challenging	jj
.	.	y
@!KALEDIN		zzq
:	:	y
@(Voiceover)		zzc
Linda	linda	np1
Lambert	lambert	np1
coordinates	coordinate	nn2
cold	cold	jj
research	research	nn1
for	for	if
the	the	at
National	national	jj
Institutes	institute	nn2
of	of	io
Health	health	nn1
.	.	y
@!Ms-LAMBERT		zzq
:	:	y
@(Voiceover)		zzc
And	and	cc
I	i	ppis1
say	say	vv0
that	that	cst
because	because	cs
there	there	ex
's	be	vbz
a	a	at1
lot	lot	nn1
of	of	io
very	very	rg
different	different	jj
viruses	virus	nn2
that	that	cst
cause	cause	vv0
the	the	at
common	common	jj
cold	cold	nn1_jj
.	.	y
@!KALEDIN		zzq
:	:	y
If	if	cs
there	there	ex
were	be	vbdr
a	a	at1
single	single	jj
culprit	culprit	nn1
for	for	if
the	the	at
cold	cold	nn1_jj
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
there	there	ex
are	be	vbr
200	200	mc
different	different	jj
viruses	virus	nn2
that	that	cst
cause	cause	vv0
the	the	at
common	common	jj
cold	cold	nn1_jj
.	.	y
The	the	at
most	most	rgt
common	common	jj
is	be	vbz
called	call	vvn
the	the	at
rhinovirus	rhinovirus	nn1
,	,	y
'	'	ge_"@
rhino	rhino	nn
'	'	ge
being	being	nn1%
Greek	greek	nn1_jj
for	for	if
nose	nose	nn1
,	,	y
and	and	cc
there	there	ex
are	be	vbr
about	about	rg
110	110	mc
different	different	jj
strains	strain	nn2
of	of	io
rhinovirus	rhinovirus	nn1
alone	alone	rr_jj
.	.	y
@!Dr-HAMMER		zzq
:	:	y
It	it	pph1
first	first	md
enters	enter	vvz
either	either	rr
in	in	ii
the	the	at
nose	nose	nn1
or	or	cc
the	the	at
mouth	mouth	nn1
.	.	y
@(Footage-of-animati)		zzc
@!Dr-HAMMER		zzq
:	:	y
It	it	pph1_nn1@
attack	attack	vv0_nn1
--		nn1
attaches	attach	vvz
to	to	ii
the	the	at
surface	surface	nn1
lining	lining	nn1_vvg
cells	cell	nn2
of	of	io
th	th	nnu
--		nn1
of	of	io
those	those	dd2
areas	area	nn2
,	,	y
gets	get	vvz
into	into	ii
those	those	dd2
cells	cell	nn2
and	and	cc
starts	start	vvz
to	to	to
grow	grow	vvi
and	and	cc
what	what	ddq
we	we	ppis2
call	call	vv0
replicate	replicate	vvi
;		np1
it	it	pph1
multiplies	multiply	vvz
itself	itself	ppx1
.	.	y
@(Footage-of-people-)		zzc
@!KALEDIN		zzq
:	:	y
@(Voiceover)		zzc
As	as	ii_csa
the	the	at
virus	virus	nn1
multiplies	multiply	vvz
,	,	y
the	the	at
body	body	nn1
kicks	kick	vvz_nn2
into	into	ii
gear	gear	nn1
to	to	to
fight	fight	vvi
the	the	at
attack	attack	nn1
.	.	y
That	that	dd1
runny	runny	jj
nose	nose	nn1
and	and	cc
cough	cough	vv0
you	you	ppy
have	have	vh0
is	be	vbz
not	not	xx
virus	virus	nn1
,	,	y
per	per	rr21
se	se	rr22
.	.	y
It	it	pph1
's	be	vbz
your	your	appge
body	body	nn1
's	's	ge
way	way	nn1
of	of	io
fighting	fight	vvg
the	the	at
virus	virus	nn1
,	,	y
of	of	io
flooding	flood	vvg@_nn1
it	it	pph1
out	out	ii21
of	of	ii22
your	your	appge
system	system	nn1
.	.	y
So	so	rr
the	the	at
runny	runny	jj
nose	nose	nn1
and	and	cc
the	the	at
cough	cough	nn1
and	and	cc
the	the	at
congestion	congestion	nn1
are	be	vbr
actually	actually	rr
the	the	at
body	body	nn1
's	's	ge
way	way	nn1
of	of	io
fighting	fight	vvg
the	the	at
cold	cold	nn1_jj
?	?	y
@!Dr-JACK-GWALTNEY		zzq
:	:	y
Exactly	exactly	rr
.	.	y
Sometimes	sometimes	rt
it	it	pph1
's	be	vbz
not	not	xx
a	a	at1
very	very	rg
good	good	jj
way	way	nn1
.	.	y
qwq		xx
@		ii
(	(	y
Footage-of-Dr.		zz
-Gwa		np1_jj
@!KALEDIN		zzq
:	:	y
@(Voiceover)		zzc
Dr.	dr	nnb
Jack	jack	np1
Gwaltney	gwaltney	np1
has	have	vhz
devoted	devote	vvn
his	his	appge
career	career	nn1
,	,	y
more	more	dar
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Why	why	rrq
,	,	y
as	as	rg
--		zz
as	as	csa
a	a	at1
society	society	nn1
,	,	y
do	do	vd0
we	we	ppis2
need	need	vvi
to	to	to
conquer	conquer	vvi
the	the	at
cold	cold	nn1_jj
?	?	y
@!Dr-GWALTNEY		zzq
:	:	y
Well	well	rr
,	,	y
I	i	ppis1
've	have	vh0
had	have	vhn
colds	cold	nn2
.	.	y
I	i	ppis1
guess	guess	vv0
you	you	ppy
've	have	vh0
had	have	vhn
colds	cold	nn2
.	.	y
They	they	pphs2
make	make	vv0
you	you	ppy
feel	feel	vvi
bad	bad	jj
and	and	cc
doctors	doctor	nn2
are	be	vbr
committed	commit	vvn
to	to	ii
treating	treat	vvg
diseases	disease	nn2
that	that	cst
make	make	vv0
you	you	ppy
feel	feel	vvi
bad	bad	jj
.	.	y
@!KALEDIN		zzq
:	:	y
@(Voiceover)		zzc
Over	over	ii
the	the	at
years	year	nnt2
,	,	y
Dr.	dr	nnb
Gwaltney	gwaltney	np1
says	say	vvz
he	he	pphs1
has	have	vhz
mastered	master	vvn
the	the	at
secret	secret	nn1_jj
to	to	ii
staying	stay	vvg
healthy	healthy	jj
.	.	y
@!Dr-GWALTNEY		zzq
:	:	y
Well	well	rr
,	,	y
the	the	at
best	best	jjt
way	way	nn1
to	to	to
avoid	avoid	vvi
colds	cold	nn2
is	be	vbz
to	to	to
be	be	vbi
a	a	at1
hermit.	hermit	nnu
@(Footage-of-people-)		zzc
@!KALEDIN		zzq
:	:	y
@(Voiceover)		zzc
But	but	ccb
since	since	cs_rr@
for	for	if
most	most	dat
of	of	io
us	us	ppio2
that	that	dd1_cst
's	be	vbz
not	not	xx
an	a	at1
option	option	nn1
,	,	y
drug	drug	nn1
researchers	researcher	nn2
are	be	vbr
focused	focus	vvn
on	on	ii
finding	find	vvg_nn1
ways	way	nn2
to	to	to
attack	attack	vvi
the	the	at
virus	virus	nn1
before	before	cs
it	it	pph1
has	have	vhz
a	a	at1
chance	chance	nn1
to	to	to
multiply	multiply	vvi
.	.	y
Leading	lead	vvg
the	the	at
pack	pack	nn1
of	of	io
these	these	dd2
drugs	drug	nn2
is	be	vbz
the	the	at
newest	new	jjt
development	development	nn1
on	on	ii
the	the	at
cold	cold	jj_nn1
scene	scene	nn1
,	,	y
an	a	at1
antiviral	antiviral	jj_nn1
drug	drug	nn1
called	call	vvn_vvd@
pleconaril	pleconaril	nn1_vv0
.	.	y
The	the	at
drug	drug	nn1
fits	fit	vvz_nn2
exactly	exactly	rr
into	into	ii
pockets	pocket	nn2
on	on	ii
the	the	at
surface	surface	nn1
of	of	io
the	the	at
virus	virus	nn1
,	,	y
preventing	prevent	vvg
it	it	pph1
from	from	ii
attaching	attach	vvg
to	to	ii
the	the	at
cell	cell	nn1
.	.	y
If	if	cs
the	the	at
virus	virus	nn1
were	be	vbdr
a	a	at1
lock	lock	nn1
,	,	y
and	and	cc
the	the	at
cell	cell	nn1
surface	surface	nn1
a	a	at1
key	key	nn1_jj
,	,	y
the	the	at
drug	drug	nn1
essentially	essentially	rr
keeps	keep	vvz
the	the	at
key	key	nn1_jj
from	from	ii
fitting	fit	vvg_nn1
into	into	ii
the	the	at
lock	lock	nn1
.	.	y
Infection	infection	nn1
ca	can	vm
n't	n't	xx
take	take	vvi
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
:	:	y
@(Voiceover)		zzc
Developed	develop	vvn
by	by	ii
a	a	at1
company	company	nn1
called	call	vvn
ViroPharma	viropharma	np1
,	,	y
pleconaril	pleconaril	nn1_vv0
is	be	vbz
expected	expect	vvn_jj
to	to	to
be	be	vbi
approved	approve	vvn
by	by	ii
the	the	at
FDA	fda	nn1_np1
in	in	ii
the	the	at
next	next	md
few	few	da2
months	month	nnt2
.	.	y
But	but	ccb
pleconaril	pleconaril	nn1_vv0
is	be	vbz
not	not	xx
a	a	at1
cure	cure	nn1
.	.	y
What	what	ddq
studies	study	nn2
show	show	vv0_nn1
pleconaril	pleconaril	nn1
can	can	vm
do	do	vdi
is	be	vbz
shorten	shorten	vvi
a	a	at1
cold	cold	nn1
's	's	ge
duration	duration	nn1
by	by	ii
a	a	at1
day	day	nnt1
or	or	cc
a	a	at1
day	day	nnt1
and	and	cc
a	a	at1
half	half	nn1@_db
.	.	y
So	so	rr
you	you	ppy
're	be	vbr
growing	grow	vvg
the	the	at
cold	cold	nn1_jj
in	in	ii
here	here	rl
.	.	y
@!Dr-FRED-HAYDEN-@1U		zzq
:	:	y
We	we	ppis2
're	be	vbr
--		zz
we	we	ppis2
're	be	vbr
trying	try	vvg
to	to	to
grow	grow	vvi
common	common	jj
cold	cold	jj_nn1
viruses	virus	nn2
here	here	rl
to	to	to
see	see	vvi
...	...	...
@!KALEDIN		zzq
:	:	y
@(Voiceover)		zzc
Dr.	dr	nnb
Fred	fred	np1
Hayden	hayden	np1
and	and	cc
his	his	appge
team	team	nn1
at	at	ii
the	the	at
University	university	nn1
of	of	io
Virginia	virginia	np1
tested	test	vvd
pleconaril	pleconaril	nn1_vv0
in	in	ii_rp@
more	more	dar
than	than	csn
2,000	2,000	mc
people	people	nn
.	.	y
@(Footage-of-laborat)		zzc
@!Dr-HAYDEN		zzq
:	:	y
What	what	ddq
we	we	ppis2
found	find	vvd
in	in	ii_rp@
these	these	dd2
clinical	clinical	jj
studies	study	nn2
was	be	vbdz
that	that	rg
early	early	rr
treatment	treatment	nn1
,	,	y
that	that	rex21
is	is	rex22
,	,	y
with	with	iw
24	24	mc
hours	hour	nnt2
of	of	io
the	the	at
onset	onset	nn1
of	of	io
cold	cold	jj
symptoms	symptom	nn2
in	in	ii
adults	adult	nn2
,	,	y
we	we	ppis2
've	have	vh0
--		nn1_jj
showed	show	vvn
a	a	at1
shortening	shortening	nn1@
of	of	io
the	the	at
duration	duration	nn1
of	of	io
the	the	at
common	common	jj
cold	cold	jj_nn1
illness	illness	nn1
and	and	cc
also	also	rr
a	a	at1
reduction	reduction	nn1
in	in	ii
its	its	z'
severities.	severities	nnu
@(Footage-of-people-)		zzc
@!KALEDIN		zzq
:	:	y
@(Voiceover)		zzc
And	and	cc
while	while	cs
shortening	shorten	vvg
your	your	appge
cold	cold	nn1_jj
by	by	ii
a	a	at1
day	day	nnt1
may	may	vm
not	not	xx
sound	sound	vvi
like	like	ii
much	much	rr_da1
,	,	y
multiply	multiply	vv0
one	one	mc1
day	day	nnt1
by	by	ii
a	a	at1
billion	billion	m1
colds	cold	nn2
every	every	at1
year	year	nnt1
and	and	cc
it	it	pph1
adds	add	vvz
up	up	rp
medically	medically	rr
and	and	cc
perhaps	perhaps	rr
more	more	rgr
important	important	jj
economically	economically	rr
.	.	y
@!Ms-LAMBERT		zzq
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
is	be	vbz
immense	immense	jj
.	.	y
There	there	ex
's	be	vbz
a	a	at1
huge	huge	jj
number	number	nn1
--		nn1
a	a	at1
huge	huge	jj
economic	economic	jj
loss	loss	nn1
in	in	ii31
terms	terms	ii32
of	of	ii33
days	day	nnt2
of	of	io
lost	lost	jj@
work	work	nn1
and	and	cc
days	day	nnt2
that	that	cst
you	you	ppy
have	have	vh0
to	to	to
take	take	vvi
care	care	nn1
of	of	io
kids	kid	nn2
,	,	y
days	day	nnt2
out	out	ii21
of	of	ii22
school	school	nn1
.	.	y
@(Footage-of-Hammer-)		zzc
@!KALEDIN		zzq
:	:	y
@(Voiceover)		zzc
Which	which	ddq
is	be	vbz
why	why	rrq
infectious	infectious	jj
disease	disease	nn1
experts	expert	nn2
like	like	ii
Columbia	columbia	np1
's	's	ge
Scott	scott	np1
Hammer	hammer	nn1
say	say	vv0
Pleconaril	pleconaril	np1_nn1@
is	be	vbz
nothing	nothing	pn1
to	to	to
sneeze	sneeze	vvi
at	at	ii
.	.	y
Well	well	rr
,	,	y
how	how	rrq_rgq@
big	big	jj_rr%
a	a	at1
deal	deal	nn1
is	be	vbz
this	this	dd1
drug	drug	nn1
?	?	y
@!Dr-HAMMER		zzq
:	:	y
OK	ok	rr
.	.	y
Well	well	rr
,	,	y
to	to	to
pick	pick	vvi
an	a	at1
adjective	adjective	nn1
to	to	to
answer	answer	vvi
your	your	appge
question	question	nn1
,	,	y
I	i	ppis1
would	would	vm
probably	probably	rr
pick	pick	vvi
it	it	pph1
as	as	ii_csa
a	a	at1
modest	modest	jj
but	but	ccb
significant	significant	jj
breakthrough	breakthrough	nn1
.	.	y
@(Footage-of-Hayden-)		zzc
@!KALEDIN		zzq
:	:	y
@(Voiceover)		zzc
Dr.	dr	nnb
Hayden	hayden	np1
is	be	vbz
also	also	rr
testing	test	vvg_jj@
pleconaril	pleconaril	nn1
's	's	ge
preventive	preventive	jj
powers	power	nn2
and	and	cc
studying	study	vvg
whether	whether	csw31
or	or	csw32
not	not	csw33
it	it	pph1
works	work	vvz
in	in	ii_rp@
children	child	nn2
,	,	y
important	important	jj
next	next	md
steps	step	nn2
in	in	ii
the	the	at
'	'	ge
cold	cold	jj_nn1
war	war	nn1
.	.	y
'	'	"@_ge
@(Footage-of-Gwaltne)		zzc
@!KALEDIN		zzq
:	:	y
@(Voiceover)		zzc
As	as	ii21
for	for	ii22
Dr.	dr	nnb
Gwaltney	gwaltney	np1
,	,	y
he	he	pphs1
's	be	vbz
at	at	ii
work	work	nn1
on	on	ii
a	a	at1
cold	cold	jj
cocktail	cocktail	nn1
,	,	y
if	if	cs
you	you	ppy
will	will	vm
,	,	y
including	including	ii_vvg@
an	a	at1
anti-viral	antiviral	jj
like	like	ii_jj@
pleconaril	pleconaril	nn1
and	and	cc
some	some	dd
other	other	jj
drugs	drug	nn2
to	to	to
target	target	vvi
specific	specific	jj
symptoms	symptom	nn2
.	.	y
@!Dr-GWALTNEY		zzq
:	:	y
It	it	pph1
's	be	vhz
got	get	vvn
interferon	interferon	nn1
,	,	y
a	a	at1
first-generation	first-generation	jj
antihistamine	antihistamine	nn1
,	,	y
and	and	cc
we	we	ppis2
're	be	vbr
using	use	vvg
a	a	at1
drug	drug	nn1
called	call	vvn_vvd@
chlorphaneramine	chlorphaneramine	nn1_vv0
--		nn1_jj
it	it	pph1
's	be	vbz
a	a	at1
common	common	jj
antihistamine	antihistamine	nn1
--		nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
counter	counter	nn1
or	or	cc
what	what	ddq
?	?	y
@!Dr-GWALTNEY		zzq
:	:	y
It	it	pph1
--		zz
it	it	pph1
would	would	vm
certainly	certainly	rr
start	start	vvi
out	out	rp
as	as	ii
a	a	at1
prescription	prescription	nn1
drug	drug	nn1
,	,	y
but	but	ccb
I	i	ppis1
think	think	vv0
any	any	dd
cold	cold	jj
treatment	treatment	nn1
ultimately	ultimately	rr
has	have	vhz
to	to	to
be	be	vbi
over	over	ii_rp
the	the	at
counter	counter	nn1
if	if	cs
it	it	pph1
's	be	vbz
really	really	rr
going	go	vvgk
to	to	to
benefit	benefit	vvi
people	people	nn
.	.	y
@!KALEDIN		zzq
:	:	y
Right	right	rr_nn1_jj
.	.	y
@!Dr-GWALTNEY		zzq
:	:	y
You	you	ppy
do	do	vd0
n't	n't	xx
have	have	vhi
time	time	nnt1
to	to	to
go	go	vvi
to	to	ii
your	your	appge
doctor	doctor	nn1
and	and	cc
get	get	vvi
diagnosed	diagnose	vvn
.	.	y
If	if	cs
you	you	ppy
wait	wait	vv0
,	,	y
you	you	ppy
've	have	vh0
lost	lose	vvn
the	the	at
game	game	nn1
.	.	y
qwq		xx
@		ii
(	(	y
Footage-of-patient		np1
Unidentified	unidentified	jj
Woman	woman	nn1
1	1	mc1
:	:	y
So	so	rg_rr
unfortunately	unfortunately	rr
the	the	at
only	only	jj
time	time	nnt1
I	i	ppis1
'm	be	vbm
feeling	feel	vvg
good	good	jj_nn1%
is	be	vbz
on	on	ii
the	the	at
antibiotic	antibiotic	nn1
,	,	y
though	though	rr@
.	.	y
Unidentified	unidentified	jj
Man	man	nn1
1	1	mc1
:	:	y
OK	ok	rr
.	.	y
Well	well	rr
,	,	y
as	as	csa
I	i	ppis1
discussed	discuss	vvd
,	,	y
we	we	ppis2
're	be	vbr
going	go	vvgk
to	to	to
try	try	vvi
to	to	to
avoid	avoid	vvi
