##1002054		
Beyond	beyond	ii
and	and	cc
muffled	muffled	jj
voices	voice	nn2
.	.	y
Sam	sam	np1
pops	pop	vvz
into	into	ii
the	the	at
store	store	nn1
,	,	y
and	and	cc
the	the	at
door	door	nn1
drifts	drift	nn2
open	open	vv0
behind	behind	ii
him	him	ppho1
.	.	y
I	i	ppis1
catch	catch	vv0
a	a	at1
glimpse	glimpse	nn1
of	of	io
Marie	marie	np1
.	.	y
Her	her	appge
face	face	nn1
is	be	vbz
pink	pink	jj
and	and	cc
soft	soft	jj
,	,	y
and	and	cc
her	her	appge
eyes	eye	nn2
are	be	vbr
shining	shine	vvg_jj
.	.	y
She	she	pphs1
looks	look	vvz
pretty	pretty	jj_rg
,	,	y
I	i	ppis1
think	think	vv0
,	,	y
with	with	iw
her	her	appge_ppho1
white	white	jj
dress	dress	nn1
and	and	cc
lacy	lacy	jj
hat	hat	nn1
.	.	y
A	a	at1
man	man	nn1
stands	stand	vvz_nn2
beside	beside	ii
her	her	appge
--	--	x
it	it	pph1
must	must	vm
be	be	vbi
the	the	at
sailor	sailor	nn1
--	--	x
touching	touch	vvg
her	her	appge
elbow	elbow	nn1
,	,	y
her	her	appge
waist	waist	nn1
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
hair	hair	nn1
is	be	vbz
short	short	jj
and	and	cc
blond	blond	jj
--	--	x
I	i	ppis1
ca	can	vm
n't	n't	xx
see	see	vvi
his	his	appge
face	face	nn1
.	.	y
The	the	at
back	back	nn1
of	of	io
his	his	appge
neck	neck	nn1
is	be	vbz
red	red	jj
and	and	cc
pockmarked	pockmark	vvd
.	.	y
<p>	<p>	y
All	all	db
afternoon	afternoon	nnt1
the	the	at
store	store	nn1
is	be	vbz
busy	busy	jj
,	,	y
people	people	nn
buying	buy	vvg_nn1
pork	pork	nn1
roasts	roast	nn2_vvz
and	and	cc
whole	whole	jj_nn1
chickens	chicken	nn2
for	for	if
tomorrow	tomorrow	rt
's	's	ge_vbz
big	big	jj
Sunday	sunday	npd1_np1@
dinner	dinner	nn1
.	.	y
Sam	sam	np1
puts	put	vvz
a	a	at1
big	big	jj
white	white	jj
apron	apron	nn1
on	on	rp@_ii
over	over	ii
his	his	appge
suit	suit	nn1
and	and	cc
helps	help	vvz_nn2@
for	for	if
a	a	at1
while	while	nnt1@
,	,	y
then	then	rt
goes	go	vvz
back	back	rp
into	into	ii
the	the	at
house	house	nn1
.	.	y
A	a	at1
lot	lot	nn1
of	of	io
cars	car	nn2
start	start	vv0
up	up	rp
all	all	rr31
at	at	rr32
once	once	rr33
,	,	y
then	then	rt
the	the	at
house	house	nn1
gets	get	vvz
quiet	quiet	jj_nn1@
.	.	y
<p>	<p>	y
"	"	y
Did	do	vdd
you	you	ppy
see	see	vvi
Marie	marie	np1
?	?	y
"	"	y
my	my	appge
mother	mother	nn1
asks	ask	vvz
,	,	y
when	when	cs_rrq
I	i	ppis1
get	get	vv0
home	home	rl
.	.	y
"	"	y
Did	do	vdd
she	she	pphs1
look	look	vvi
nice	nice	jj_rr@
?	?	y
"	"	y
"	"	y
Yes	yes	uh
,	,	y
"	"	y
I	i	ppis1
say	say	vv0
.	.	y
<p>	<p>	y
"	"	y
Sam	sam	np1
dropped	drop	vvd
by	by	rp%_ii
for	for	if
a	a	at1
minute	minute	nnt1
after	after	cs
they	they	pphs2
'd	have	vhd_vm
all	all	rr@_db
gone	go	vvn
.	.	y
He	he	pphs1
told	tell	vvd
me	me	ppio1
it	it	pph1
went	go	vvd
well	well	rr
.	.	y
"	"	y
<p>	<p>	y
I	i	ppis1
picture	picture	vv0@
Sam	sam	np1
and	and	cc
my	my	appge
mother	mother	nn1
standing	stand	vvg_nn1
in	in	ii
the	the	at
doorway	doorway	nn1
,	,	y
discussing	discuss	vvg
Marie	marie	np1
's	's	ge
wedding	wedding	nn1
.	.	y
When	when	cs
my	my	appge
father	father	nn1
comes	come	vvz
home	home	rl
,	,	y
my	my	appge
mother	mother	nn1
does	do	vdz
n't	n't	xx
mention	mention	vvi
that	that	cst
Sam	sam	np1
stopped	stop	vvd
by	by	rp%_ii
.	.	y
<p>	<p>	y
On	on	ii
Sunday	sunday	npd1
afternoon	afternoon	nnt1
,	,	y
Sam	sam	np1
comes	come	vvz
over	over	rp
to	to	to
see	see	vvi
my	my	appge
father	father	nn1
.	.	y
I	i	ppis1
watch	watch	vv0
them	them	ppho2
talking	talk	vvg
by	by	ii
the	the	at
truck	truck	nn1
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
ground	ground	nn1
.	.	y
Later	later	rrr_jjr
they	they	pphs2
go	go	vv0
down	down	rp
to	to	ii
the	the	at
basement	basement	nn1
.	.	y
<p>	<p>	y
When	when	cs
Sam	sam	np1
comes	come	vvz
back	back	rp
up	up	rp
,	,	y
my	my	appge
mother	mother	nn1
smiles	smile	nn2_vvz
,	,	y
"	"	y
It	it	pph1
must	must	vm
be	be	vbi
strange	strange	jj
being	be	vbg_nn1%
all	all	rr@_db
alone	alone	jj
in	in	ii
that	that	dd1
house	house	nn1
,	,	y
now	now	cs21
that	that	cs22
Marie	marie	np1
and	and	cc
Colleen	colleen	np1
are	be	vbr
gone	go	vvn
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Oh	oh	uh
it	it	pph1
's	be	vbz
not	not	xx
so	so	rg_rr
bad	bad	jj
,	,	y
"	"	y
Sam	sam	np1
says	say	vvz
.	.	y
He	he	pphs1
leans	lean	vvz
toward	toward	ii
her	her	ppho1
as	as	csa
he	he	pphs1
talks	talk	vvz@
,	,	y
the	the	at
corners	corner	nn2
of	of	io
his	his	appge
thick	thick	jj
mouth	mouth	nn1
fluttering	flutter	vvg
foolishly	foolishly	rr
.	.	y
<p>	<p>	y
On	on	ii
Monday	monday	npd1
afternoon	afternoon	nnt1
the	the	at
store	store	nn1
is	be	vbz
quiet	quiet	jj
.	.	y
Around	around	rg
four	four	mc
o'clock	o'clock	ra
,	,	y
he	he	pphs1
comes	come	vvz
in	in	rp@
.	.	y
He	he	pphs1
studies	study	vvz%
the	the	at
labels	label	nn2
on	on	ii
the	the	at
soup	soup	nn1
cans	can	nn2_vvz@
until	until	cs_ii@
the	the	at
woman	woman	nn1
with	with	iw
the	the	at
two	two	mc
children	child	nn2
leaves	leave	vvz_nn2
.	.	y
<p>	<p>	y
"	"	y
And	and	cc
how	how	rrq
is	be	vbz
my	my	appge
pretty	pretty	jj
little	little	jj
Nicole	nicole	np1
today	today	rt
?	?	y
"	"	y
he	he	pphs1
asks	ask	vvz
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
'm	be	vbm
just	just	rr
fine	fine	jj
,	,	y
"	"	y
I	i	ppis1
answer	answer	vv0
.	.	y
"	"	y
But	but	ccb
I	i	ppis1
'm	be	vbm
not	not	xx
your	your	appge
little	little	jj
anything	anything	pn1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Oh	oh	uh
but	but	ccb
I	i	ppis1
wish	wish	vv0
you	you	ppy
were	be	vbdr
,	,	y
"	"	y
he	he	pphs1
says	say	vvz
,	,	y
leaning	lean	vvg
so	so	rg
far	far	rr
over	over	ii_rp
the	the	at
counter	counter	nn1
that	that	cst
I	i	ppis1
can	can	vm
feel	feel	vvi
his	his	appge
breath	breath	nn1
.	.	y
I	i	ppis1
am	be	vbm
suddenly	suddenly	rr
aware	aware	jj
that	that	cst
there	there	ex
is	be	vbz
no	no	at
one	one	mc1
home	home	nn1_rl
next	next	md
door	door	nn1
.	.	y
<p>	<p>	y
"	"	y
You	you	ppy
'd	have	vm
be	be	vbi
so	so	rg
much	much	da1
more	more	dar
fun	fun	nn1_jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
He	he	pphs1
looks	look	vvz
at	at	ii
me	me	ppio1
smiling	smile	vvg_jj
,	,	y
inviting	invite	vvg
me	me	ppio1
to	to	to
ask	ask	vvi
.	.	y
<p>	<p>	y
"	"	y
Oh	oh	uh
?	?	y
"	"	y
I	i	ppis1
try	try	vv0
not	not	xx
to	to	to
look	look	vvi
too	too	rg
interested	interested	jj
.	.	y
<p>	<p>	y
"	"	y
She	she	pphs1
's	be	vbz
around	around	rg
twenty	twenty	mc
,	,	y
fiery	fiery	jj
like	like	ii_cs%
you	you	ppy
but	but	ccb
not	not	xx
as	as	rg@_csa
sweet	sweet	jj
.	.	y
"	"	y
He	he	pphs1
says	say	vvz
sweet	sweet	jj_nn1@
the	the	at
way	way	nn1
he	he	pphs1
said	say	vvd
kiss	kiss	vv0_nn1
the	the	at
time	time	nnt1
before	before	rt
,	,	y
holding	hold	vvg
the	the	at
word	word	nn1
in	in	ii
his	his	appge
mouth	mouth	nn1
like	like	ii
a	a	at1
piece	piece	nn1
of	of	io
hard	hard	jj
candy	candy	nn1
.	.	y
"	"	y
She	she	pphs1
was	be	vbdz
nice	nice	jj_rr@
for	for	if
a	a	at1
while	while	nnt1@
,	,	y
but	but	ccb
then	then	rt
she	she	pphs1
bit	bite	vvd
me	me	ppio1
.	.	y
"	"	y
He	he	pphs1
points	point	vvz
to	to	ii
a	a	at1
bluish	bluish	jj
mark	mark	nn1
on	on	ii
his	his	appge
bottom	bottom	jj_nn1
lip	lip	nn1
.	.	y
"	"	y
Can	can	vm_vv0%
you	you	ppy
imagine	imagine	vvi
that	that	dd1
?	?	y
"	"	y
<p>	<p>	y
For	for	if
some	some	dd
reason	reason	nn1_vv0@
this	this	dd1
strikes	strike	vvz
me	me	ppio1
as	as	rg@_csa
enormously	enormously	rr
funny	funny	jj
.	.	y
I	i	ppis1
start	start	vv0
to	to	to
laugh	laugh	vvi
.	.	y
<p>	<p>	y
"	"	y
You	you	ppy
would	would	vm
n't	n't	xx
do	do	vdi
that	that	dd1
though	though	cs_rr@
,	,	y
would	would	vm
you	you	ppy
?	?	y
"	"	y
<p>	<p>	y
I	i	ppis1
ca	can	vm
n't	n't	xx
stop	stop	vvi
laughing	laugh	vvg_jj@
.	.	y
I	i	ppis1
look	look	vv0
at	at	ii
the	the	at
blue	blue	jj
mark	mark	nn1
on	on	ii
his	his	appge
lip	lip	nn1
and	and	cc
the	the	at
laughter	laughter	nn1
ripples	ripple	nn2_vvz%
up	up	rp
and	and	cc
down	down	rp_ii@
my	my	appge
spine	spine	nn1
,	,	y
my	my	appge
legs	leg	nn2
.	.	y
<p>	<p>	y
"	"	y
Would	would	vm
you	you	ppy
?	?	y
"	"	y
His	his	appge
left	left	jj
eyebrow	eyebrow	nn1
arches	arch	nn2_vvz@
into	into	ii
a	a	at1
question	question	nn1
mark	mark	nn1
.	.	y
<p>	<p>	y
At	at	ii
six	six	mc
,	,	y
Sam	sam	np1
comes	come	vvz
back	back	rp
and	and	cc
closes	close	vvz
the	the	at
store	store	nn1
for	for	if
a	a	at1
while	while	nnt1@
to	to	to
take	take	vvi
me	me	ppio1
home	home	rl
.	.	y
"	"	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
says	say	vvz
.	.	y
"	"	y
I	i	ppis1
can	can	vm
save	save	vvi
you	you	ppy
that	that	cst_dd1
long	long	jj
bus	bus	nn1
ride	ride	nn1
.	.	y
"	"	y
<p>	<p>	y
He	he	pphs1
opens	open	vvz
the	the	at
door	door	nn1
of	of	io
his	his	appge
Pontiac	pontiac	nn1@_jj@_np1
to	to	to
let	let	vvi
me	me	ppio1
in	in	rp@
,	,	y
then	then	rt
shuts	shut	vvz
it	it	pph1
behind	behind	ii
me	me	ppio1
.	.	y
Inside	inside	ii_rl
it	it	pph1
's	be	vbz
all	all	db_rr@
red	red	jj_nn1
and	and	cc
smells	smell	nn2
of	of	io
leather	leather	nn1
.	.	y
Music	music	nn1
bubbles	bubble	nn2
softly	softly	rr
from	from	ii
the	the	at
radio	radio	nn1
and	and	cc
the	the	at
car	car	nn1
feels	feel	vvz
hushed	hushed	jj@
and	and	cc
cozy	cozy	jj_nn1@
,	,	y
like	like	ii
the	the	at
inside	inside	nn1@
of	of	io
a	a	at1
confessional	confessional	nn1
.	.	y
<p>	<p>	y
"	"	y
So	so	rr
how	how	rrq
do	do	vd0
you	you	ppy
like	like	vvi
working	work	vvg
in	in	ii
the	the	at
store	store	nn1
?	?	y
"	"	y
Sam	sam	np1
asks	ask	vvz
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
like	like	vv0
it	it	pph1
fine	fine	jj
.	.	y
You	you	ppy
were	be	vbdr
right	right	jj
about	about	ii
the	the	at
little	little	jj
boys	boy	nn2
,	,	y
though	though	rr@
.	.	y
"	"	y
<p>	<p>	y
"	"	y
What	what	ddq
do	do	vd0
you	you	ppy
mean	mean	vvi
?	?	y
"	"	y
<p>	<p>	y
"	"	y
Their	their	appge
hands	hand	nn2
.	.	y
You	you	ppy
have	have	vh0
to	to	to
watch	watch	vvi
their	their	appge
hands	hand	nn2
.	.	y
"	"	y
<p>	<p>	y
Sam	sam	np1
laughs	laugh	vvz
.	.	y
His	his	appge
mouth	mouth	nn1
falls	fall	vvz_nn2
open	open	jj_vv0
and	and	cc
his	his	appge
whole	whole	jj
body	body	nn1
jiggles	jiggle	nn2_vvz
.	.	y
<p>	<p>	y
"	"	y
Your	your	appge
mother	mother	nn1
told	tell	vvd
me	me	ppio1
you	you	ppy
'd	have	vm
be	be	vbi
a	a	at1
good	good	jj
worker	worker	nn1
and	and	cc
she	she	pphs1
was	be	vbdz
right	right	jj
.	.	y
"	"	y
He	he	pphs1
looks	look	vvz
at	at	ii
me	me	ppio1
out	out	ii21
of	of	ii22
the	the	at
corner	corner	nn1
of	of	io
his	his	appge
eye	eye	nn1
to	to	to
see	see	vvi
my	my	appge
reaction	reaction	nn1
.	.	y
I	i	ppis1
think	think	vv0
of	of	io
my	my	appge
mother	mother	nn1
,	,	y
sitting	sit	vvg
where	where	rrq_cs
I	i	ppis1
am	be	vbm
sitting	sit	vvg
,	,	y
next	next	ii21
to	to	ii22
Sam	sam	np1
in	in	ii
all	all	db
this	this	dd1
cozy	cozy	jj
redness	redness	nn1
.	.	y
It	it	pph1
seems	seem	vvz
different	different	jj
today	today	rt
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
My	my	appge
mother	mother	nn1
really	really	rr
likes	like	vvz
your	your	appge
car	car	nn1
,	,	y
"	"	y
I	i	ppis1
tell	tell	vv0
Sam	sam	np1
.	.	y
"	"	y
She	she	pphs1
likes	like	vvz
it	it	pph1
when	when	cs
you	you	ppy
take	take	vv0
her	her	ppho1
for	for	if
rides	ride	nn2
.	.	y
"	"	y
<p>	<p>	y
Sam	sam	np1
's	's	ge
mouth	mouth	nn1
twitches	twitch	vvz_nn2
in	in	ii
pleasure	pleasure	nn1
.	.	y
His	his	appge
eyes	eye	nn2
shine	shine	vv0
behind	behind	ii
his	his	appge
glasses	glass	nn2
.	.	y
"	"	y
A	a	at1
woman	woman	nn1
as	as	rg
beautiful	beautiful	jj
as	as	csa
your	your	appge
mother	mother	nn1
deserves	deserve	vvz
some	some	dd
fun	fun	nn1_jj
now	now	rt
and	and	cc
then	then	rt
.	.	y
She	she	pphs1
's	be	vbz
a	a	at1
good	good	jj
woman	woman	nn1
to	to	to
stand	stand	vvi
by	by	ii
your	your	appge
father	father	nn1
during	during	ii
all	all	db
his	his	appge
troubles	trouble	nn2
.	.	y
"	"	y
I	i	ppis1
picture	picture	vv0@
my	my	appge
mother	mother	nn1
standing	stand	vvg_nn1
beside	beside	ii
my	my	appge
father	father	nn1
.	.	y
Then	then	rt
I	i	ppis1
see	see	vv0
her	her	ppho1
where	where	cs_rrq
I	i	ppis1
am	be	vbm
now	now	rt
,	,	y
riding	ride	vvg
in	in	ii
the	the	at
big	big	jj
white	white	jj_nn1@
Pontiac	pontiac	np1_nn1@
,	,	y
her	her	appge
voice	voice	nn1
tinkling	tinkle	vvg@_jj
like	like	ii
little	little	jj
bells	bell	nn2
.	.	y
<p>	<p>	y
The	the	at
next	next	md
few	few	da2
days	day	nnt2
are	be	vbr
the	the	at
same	same	da
.	.	y
My	my	appge
father	father	nn1
and	and	cc
one	one	mc1
of	of	io
the	the	at
boys	boy	nn2
bring	bring	vv0
me	me	ppio1
over	over	rp
in	in	ii
the	the	at
truck	truck	nn1
.	.	y
Sam	sam	np1
pops	pop	vvz
in	in	rp@_ii
and	and	cc
out	out	rp
.	.	y
At	at	ii
noon	noon	nnt1
he	he	pphs1
brings	bring	vvz
me	me	ppio1
fish	fish	nn
and	and	cc
chips	chip	nn2
from	from	ii
Willman	willman	np1
's	's	ge
.	.	y
Late	late	rr_jj
in	in	ii
the	the	at
afternoon	afternoon	nnt1
,	,	y
he	he	pphs1
appears	appear	vvz
.	.	y
When	when	rrq_cs
people	people	nn
come	come	vv0
in	in	rp@
he	he	pphs1
goes	go	vvz
to	to	ii
the	the	at
shelves	shelf	nn2
and	and	cc
examines	examine	vvz
labels	label	nn2
;	;	y
after	after	cs
they	they	pphs2
leave	leave	vv0
he	he	pphs1
leans	lean	vvz
on	on	ii
the	the	at
counter	counter	nn1
and	and	cc
tells	tell	vvz
me	me	ppio1
things	thing	nn2
.	.	y
<p>	<p>	y
"	"	y
Your	your	appge
eyes	eye	nn2
are	be	vbr
the	the	at
color	color	nn1
of	of	io
chicory	chicory	nn1
flowers	flower	nn2
,	,	y
"	"	y
he	he	pphs1
purrs	purr	vvz
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
your	your	appge
skin	skin	nn1
,	,	y
so	so	rg_rr
white	white	jj
,	,	y
so	so	rg_rr
delicious	delicious	jj
.	.	y
"	"	y
He	he	pphs1
shows	show	vvz
me	me	ppio1
the	the	at
pink	pink	jj
tip	tip	nn1
of	of	io
his	his	appge
tongue	tongue	nn1
.	.	y
Part	part	nn1
of	of	io
me	me	ppio1
wishes	wish	vvz
he	he	pphs1
would	would	vm
n't	n't	xx
come	come	vvi
.	.	y
Part	part	nn1
of	of	io
me	me	ppio1
waits	wait	vvz
for	for	if
him	him	ppho1
.	.	y
<p>	<p>	y
When	when	cs
Sam	sam	np1
comes	come	vvz
in	in	rp@
,	,	y
he	he	pphs1
slips	slip	vvz
out	out	rp
.	.	y
<p>	<p>	y
"	"	y
What	what	ddq
are	be	vbr
you	you	ppy
going	go	vvg
to	to	to
do	do	vdi
with	with	iw
all	all	db
your	your	appge
money	money	nn1
?	?	y
"	"	y
Annette	annette	np1
asks	ask	vvz
me	me	ppio1
at	at	ii
supper	supper	nn1
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
do	do	vd0
n't	n't	xx
know	know	vvi
yet	yet	rr
.	.	y
"	"	y
<p>	<p>	y
"	"	y
If	if	cs
you	you	ppy
want	want	vv0
,	,	y
I	i	ppis1
could	could	vm
buy	buy	vvi
some	some	dd
stuff	stuff	nn1
for	for	if
you	you	ppy
at	at	ii
Zeller	zeller	np1_nn1
's	's	ge_vbz
with	with	iw
my	my	appge
discount	discount	nn1
.	.	y
I	i	ppis1
got	get	vvd
a	a	at1
new	new	jj
lipstick	lipstick	nn1
today	today	rt
for	for	if
only	only	rr
26	26	mc
cents	cent	nnu2
.	.	y
Normally	normally	rr
,	,	y
they	they	pphs2
're	be	vbr
49	49	mc
.	.	y
"	"	y
<p>	<p>	y
Annette	annette	np1
's	's	ge
new	new	jj
lipstick	lipstick	nn1
is	be	vbz
light	light	jj
pink	pink	jj_nn1@
,	,	y
and	and	cc
when	when	cs_rrq
I	i	ppis1
try	try	vv0
it	it	pph1
on	on	ii
it	it	pph1
looks	look	vvz
nice	nice	jj_rr@
.	.	y
Later	later	rrr_jjr
,	,	y
when	when	cs
no	no	at
one	one	pn1
is	be	vbz
looking	look	vvg
,	,	y
I	i	ppis1
slip	slip	vv0
into	into	ii
my	my	appge
mother	mother	nn1
's	's	ge
room	room	nn1
.	.	y
I	i	ppis1
rub	rub	vv0
off	off	ii_rp
Annette	annette	np1
's	's	ge
lipstick	lipstick	nn1
and	and	cc
put	put	vvn_vvd_vv0
on	on	ii_rp@
my	my	appge
mother	mother	nn1
's	's	ge
.	.	y
It	it	pph1
's	be	vbz
bright	bright	jj
red	red	nn1_jj
.	.	y
I	i	ppis1
study	study	vv0@
myself	myself	ppx1
in	in	ii
the	the	at
mirror	mirror	nn1
for	for	if
a	a	at1
few	few	da2
minutes	minute	nnt2
,	,	y
combing	comb	vvg
my	my	appge
hair	hair	nn1
one	one	mc1
way	way	nn1
,	,	y
then	then	rt
another	another	dd1
.	.	y
Then	then	rt
I	i	ppis1
take	take	vv0
two	two	mc
socks	sock	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
my	my	appge
bra	bra	nn1
.	.	y
I	i	ppis1
stare	stare	vv0
at	at	ii
the	the	at
woman	woman	nn1
in	in	ii
the	the	at
mirror	mirror	nn1
.	.	y
There	there	ex
's	be	vbz
a	a	at1
creaking	creaking	nn1
noise	noise	nn1
on	on	ii
the	the	at
stairs	stair	nn2
.	.	y
I	i	ppis1
pull	pull	vv0
the	the	at
socks	sock	nn2
out	out	rp
and	and	cc
wipe	wipe	vv0
my	my	appge
mouth	mouth	nn1
,	,	y
feeling	feel	vvg
suddenly	suddenly	rr
ashamed	ashamed	jj
.	.	y
<p>	<p>	y
Friday	friday	npd1
is	be	vbz
my	my	appge
last	last	md
day	day	nnt1
.	.	y
All	all	db
day	day	nnt1
I	i	ppis1
feel	feel	vv0
restless	restless	jj
and	and	cc
queer	queer	jj_nn1@
.	.	y
Marie	marie	np1
and	and	cc
her	her	appge
husband	husband	nn1
are	be	vbr
back	back	jj@_rp
--	--	x
Marie	marie	np1
comes	come	vvz
into	into	ii
the	the	at
store	store	nn1
to	to	to
get	get	vvi
things	thing	nn2
:	:	y
a	a	at1
bottle	bottle	nn1
of	of	io
Javex	javex	np1_nn1
,	,	y
a	a	at1
loaf	loaf	nn1
of	of	io
bread	bread	nn1
,	,	y
a	a	at1
can	can	nn1%
of	of	io
haddock	haddock	nn
.	.	y
I	i	ppis1
watch	watch	vv0
her	her	ppho1_appge
move	move	vv0_nn1
around	around	rp
,	,	y
bend	bend	nn1_vv0
and	and	cc
reach	reach	vv0_nn1
for	for	if
things	thing	nn2
.	.	y
A	a	at1_zz1
new	new	jj
bride	bride	nn1
.	.	y
<p>	<p>	y
Around	around	rg
four	four	mc
o'clock	o'clock	ra
,	,	y
he	he	pphs1
appears	appear	vvz
.	.	y
I	i	ppis1
pretend	pretend	vv0
not	not	xx
to	to	to
notice	notice	vvi
him	him	ppho1
standing	stand	vvg
by	by	ii
the	the	at
pop	pop	nn1
bottles	bottle	nn2
watching	watch	vvg
me	me	ppio1
with	with	iw
his	his	appge
big	big	jj
eyes	eye	nn2
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
could	could	vm
take	take	vvi
you	you	ppy
for	for	if
a	a	at1
ride	ride	nn1
tomorrow	tomorrow	rt
night	night	nnt1
,	,	y
"	"	y
he	he	pphs1
whispers	whisper	vvz
.	.	y
"	"	y
We	we	ppis2
could	could	vm
go	go	vvi
up	up	ii21
to	to	ii22
Citadel	citadel	np1
Hill	hill	nnl1
,	,	y
watch	watch	vv0
the	the	at
sunset	sunset	nn1
.	.	y
"	"	y
He	he	pphs1
opens	open	vvz
his	his	appge
hand	hand	nn1
as	as	cs21
if	if	cs22
he	he	pphs1
is	be	vbz
offering	offer	vvg
me	me	ppio1
something	something	pn1
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
do	do	vd0
n't	n't	xx
think	think	vvi
so	so	rr
,	,	y
"	"	y
I	i	ppis1
say	say	vv0
.	.	y
I	i	ppis1
have	have	vh0
a	a	at1
sudden	sudden	jj
urge	urge	nn1
to	to	to
tell	tell	vvi
him	him	ppho1
I	i	ppis1
'm	be	vbm
only	only	rr
fourteen	fourteen	mc
and	and	cc
three-quarters	three-quarters	mf
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
my	my	appge
mother	mother	nn1
,	,	y
as	as	cs21
if	if	cs22
I	i	ppis1
were	be	vbdr
a	a	at1
prize	prize	nn1
he	he	pphs1
wanted	want	vvd
to	to	to
win	win	vvi
.	.	y
<p>	<p>	y
"	"	y
That	that	dd1
's	be	vbz
so	so	rg_rr
sad	sad	jj
,	,	y
"	"	y
he	he	pphs1
says	say	vvz
,	,	y
the	the	at
s	s	zz1@
's	be	vbz
curling	curl	vvg
out	out	ii21
of	of	ii22
his	his	appge
mouth	mouth	nn1
like	like	ii
steam	steam	nn1
.	.	y
<p>	<p>	y
Just	just	rr
before	before	ii
closing	closing	jj_vvg
time	time	nnt1
,	,	y
Sam	sam	np1
counts	count	vvz
out	out	rp
$56	$56	nnu
into	into	ii
my	my	appge
hand	hand	nn1
.	.	y
"	"	y
Make	make	vv0
sure	sure	jj
you	you	ppy
keep	keep	vv0
it	it	pph1
somewhere	somewhere	rl
safe	safe	jj
,	,	y
"	"	y
he	he	pphs1
says	say	vvz
,	,	y
winking	wink	vvg
.	.	y
"	"	y
I	i	ppis1
'll	will	vm
drive	drive	vvi
you	you	ppy
home	home	rl
,	,	y
though	though	cs_rr@
,	,	y
just	just	rr
in	in	rr21@
case	case	rr22@
.	.	y
"	"	y
I	i	ppis1
have	have	vh0
never	never	rr
had	have	vhn
so	so	rg
much	much	da1
money	money	nn1
,	,	y
all	all	rr31
at	at	rr32
once	once	rr33
.	.	y
I	i	ppis1
fold	fold	vv0
it	it	pph1
in	in	ii
two	two	mc
and	and	cc
put	put	vv0_vvd
it	it	pph1
in	in	ii_rp@
my	my	appge
purse	purse	nn1
.	.	y
<p>	<p>	y
Outside	outside	rl_jj
,	,	y
thick	thick	jj
fingers	finger	nn2
of	of	io
fog	fog	nn1
are	be	vbr
rolling	roll	vvg
in	in	rp@
from	from	ii
the	the	at
harbor	harbor	nn1
.	.	y
<p>	<p>	y
"	"	y
It	it	pph1
'll	will	vm
be	be	vbi
thick	thick	jj_rr@
like	like	ii_jj@
chowder	chowder	nn1
by	by	ii
nine	nine	mc
,	,	y
"	"	y
Sam	sam	np1
says	say	vvz
.	.	y
"	"	y
We	we	ppis2
'll	will	vm
hear	hear	vvi
the	the	at
foghorns	foghorn	nn2
for	for	rr21
sure	sure	rr22
tonight	tonight	rt
.	.	y
"	"	y
<p>	<p>	y
We	we	ppis2
turn	turn	vv0
the	the	at
corner	corner	nn1
onto	onto	ii
Robie	robie	np1
Street	street	nnl1
,	,	y
and	and	cc
I	i	ppis1
see	see	vv0
two	two	mc
sailors	sailor	nn2
,	,	y
each	each	dd1
holding	hold	vvg
a	a	at1
woman	woman	nn1
by	by	ii
the	the	at
hand	hand	nn1
.	.	y
We	we	ppis2
stop	stop	vv0
for	for	if
a	a	at1
light	light	nn1_jj
,	,	y
and	and	cc
they	they	pphs2
cross	cross	vv0
in	in	ii31
front	front	ii32
of	of	ii33
the	the	at
car	car	nn1
.	.	y
One	one	mc1
of	of	io
the	the	at
sailors	sailor	nn2
puts	put	vvz
his	his	appge
arm	arm	nn1
around	around	ii
the	the	at
woman	woman	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
of	of	io
fog	fog	nn1
surround	surround	vv0
them	them	ppho2
like	like	ii
tongues	tongue	nn2
.	.	y
I	i	ppis1
see	see	vv0
his	his	appge
dark	dark	jj_nn1
shape	shape	nn1
and	and	cc
the	the	at
red	red	nn1
of	of	io
her	her	appge
dress	dress	nn1
.	.	y
<p>	<p>	y
Tomorrow	tomorrow	rt
,	,	y
when	when	cs_rrq
